Original_ID	New_ID	Cluster_ID	Allele_Number	representative
WP_275875094.1	Strep_C6187A3	Strep_C6187	3	False
WP_237311384.1	Strep_C6188A0	Strep_C6188	0	True
WP_328840980.1	Strep_C6189A0	Strep_C6189	0	False
WP_237311817.1	Strep_C6189A1	Strep_C6189	1	True
WP_192362088.1	Strep_C6189A2	Strep_C6189	2	False
WP_237313710.1	Strep_C6190A0	Strep_C6190	0	True
WP_443033244.1	Strep_C6191A0	Strep_C6191	0	True
WP_410468551.1	Strep_C6192A0	Strep_C6192	0	True
WP_013001535.1	Strep_C6193A0	Strep_C6193	0	True
WP_037726970.1	Strep_C6194A0	Strep_C6194	0	True
WP_231884869.1	Strep_C6195A0	Strep_C6195	0	True
WP_328839999.1	Strep_C6196A0	Strep_C6196	0	False
WP_369277893.1	Strep_C6196A1	Strep_C6196	1	False
WP_003977033.1	Strep_C6196A2	Strep_C6196	2	False
WP_093791858.1	Strep_C6196A3	Strep_C6196	3	False
WP_011027979.1	Strep_C6196A4	Strep_C6196	4	False
WP_013004702.1	Strep_C6196A5	Strep_C6196	5	False
WP_086801059.1	Strep_C6196A6	Strep_C6196	6	True
WP_010354448.1	Strep_C6196A7	Strep_C6196	7	False
WP_328841083.1	Strep_C6197A0	Strep_C6197	0	False
WP_237311897.1	Strep_C6197A1	Strep_C6197	1	False
WP_013005908.1	Strep_C6197A2	Strep_C6197	2	False
WP_192361955.1	Strep_C6197A3	Strep_C6197	3	True
WP_192364113.1	Strep_C6198A0	Strep_C6198	0	True
WP_010351649.1	Strep_C6199A0	Strep_C6199	0	True
WP_078481313.1	Strep_C6200A0	Strep_C6200	0	True
WP_141655619.1	Strep_C6201A0	Strep_C6201	0	True
WP_223786406.1	Strep_C6202A0	Strep_C6202	0	True
WP_328834688.1	Strep_C6203A0	Strep_C6203	0	True
WP_328836434.1	Strep_C6204A0	Strep_C6204	0	True
WP_237313062.1	Strep_C6204A1	Strep_C6204	1	False
WP_012999763.1	Strep_C6204A2	Strep_C6204	2	False
WP_192363465.1	Strep_C6204A3	Strep_C6204	3	False
WP_010354771.1	Strep_C6204A4	Strep_C6204	4	False
WP_328837590.1	Strep_C6205A0	Strep_C6205	0	True
WP_369278969.1	Strep_C6205A1	Strep_C6205	1	False
WP_003948829.1	Strep_C6205A2	Strep_C6205	2	False
WP_011028898.1	Strep_C6205A3	Strep_C6205	3	False
WP_045559286.1	Strep_C6205A4	Strep_C6205	4	False
WP_041669362.1	Strep_C6205A5	Strep_C6205	5	False
WP_225618455.1	Strep_C6205A6	Strep_C6205	6	False
WP_328838577.1	Strep_C6206A0	Strep_C6206	0	True
WP_237309627.1	Strep_C6206A1	Strep_C6206	1	False
WP_013002812.1	Strep_C6206A2	Strep_C6206	2	False
WP_192332228.1	Strep_C6206A3	Strep_C6206	3	False
WP_328841622.1	Strep_C6207A0	Strep_C6207	0	True
WP_413254632.1	Strep_C6208A0	Strep_C6208	0	True
WP_369277564.1	Strep_C6208A1	Strep_C6208	1	False
WP_003977525.1	Strep_C6208A2	Strep_C6208	2	False
WP_237311570.1	Strep_C6208A3	Strep_C6208	3	False
WP_161270468.1	Strep_C6208A4	Strep_C6208	4	False
WP_013005593.1	Strep_C6208A5	Strep_C6208	5	False
WP_107469074.1	Strep_C6208A6	Strep_C6208	6	False
WP_075692916.1	Strep_C6208A7	Strep_C6208	7	False
WP_006378747.1	Strep_C6209A0	Strep_C6209	0	True
WP_100247664.1	Strep_C6209A1	Strep_C6209	1	False
WP_190046691.1	Strep_C6210A0	Strep_C6210	0	True
WP_365278418.1	Strep_C6211A0	Strep_C6211	0	True
WP_037666416.1	Strep_C6211A1	Strep_C6211	1	False
WP_010354275.1	Strep_C6211A2	Strep_C6211	2	False
WP_369278975.1	Strep_C6212A0	Strep_C6212	0	True
WP_237312179.1	Strep_C6212A1	Strep_C6212	1	False
WP_162934437.1	Strep_C6212A2	Strep_C6212	2	False
WP_225618110.1	Strep_C6212A3	Strep_C6212	3	False
WP_010353919.1	Strep_C6212A4	Strep_C6212	4	False
WP_037701415.1	Strep_C6213A0	Strep_C6213	0	False
WP_369277781.1	Strep_C6213A1	Strep_C6213	1	False
WP_003947029.1	Strep_C6213A2	Strep_C6213	2	True
WP_003977340.1	Strep_C6213A3	Strep_C6213	3	False
WP_193380488.1	Strep_C6213A4	Strep_C6213	4	False
WP_013005034.1	Strep_C6213A5	Strep_C6213	5	False
WP_086803091.1	Strep_C6213A6	Strep_C6213	6	False
WP_010357920.1	Strep_C6213A7	Strep_C6213	7	False
WP_328838158.1	Strep_C6214A0	Strep_C6214	0	False
WP_150471855.1	Strep_C6214A1	Strep_C6214	1	False
WP_003949377.1	Strep_C6214A2	Strep_C6214	2	True
WP_003975048.1	Strep_C6214A3	Strep_C6214	3	False
WP_045558512.1	Strep_C6214A4	Strep_C6214	4	False
WP_011029289.1	Strep_C6214A5	Strep_C6214	5	False
WP_013002247.1	Strep_C6214A6	Strep_C6214	6	False
WP_192332690.1	Strep_C6214A7	Strep_C6214	7	False
WP_010353459.1	Strep_C6214A8	Strep_C6214	8	False
WP_015508210.1	Strep_C6215A0	Strep_C6215	0	True
WP_003973048.1	Strep_C6216A0	Strep_C6216	0	True
WP_011030576.1	Strep_C6216A1	Strep_C6216	1	False
WP_003974296.1	Strep_C6217A0	Strep_C6217	0	True
WP_011029800.1	Strep_C6217A1	Strep_C6217	1	False
WP_003978421.1	Strep_C6218A0	Strep_C6218	0	True
WP_011027122.1	Strep_C6218A1	Strep_C6218	1	False
WP_016326357.1	Strep_C6219A0	Strep_C6219	0	True
WP_134111910.1	Strep_C6219A1	Strep_C6219	1	False
WP_328835743.1	Strep_C6220A0	Strep_C6220	0	False
WP_045560258.1	Strep_C6220A1	Strep_C6220	1	True
WP_012998744.1	Strep_C6220A2	Strep_C6220	2	False
WP_192371771.1	Strep_C6220A3	Strep_C6220	3	False
WP_328837500.1	Strep_C6221A0	Strep_C6221	0	False
WP_052682948.1	Strep_C6221A1	Strep_C6221	1	True
WP_225618464.1	Strep_C6221A2	Strep_C6221	2	False
WP_237309492.1	Strep_C6222A0	Strep_C6222	0	True
WP_408995535.1	Strep_C6222A1	Strep_C6222	1	False
WP_237313194.1	Strep_C6223A0	Strep_C6223	0	True
WP_086803224.1	Strep_C6223A1	Strep_C6223	1	False
WP_237313530.1	Strep_C6224A0	Strep_C6224	0	True
WP_328841112.1	Strep_C6225A0	Strep_C6225	0	False
WP_369277224.1	Strep_C6225A1	Strep_C6225	1	False
WP_003971869.1	Strep_C6225A2	Strep_C6225	2	False
WP_093789035.1	Strep_C6225A3	Strep_C6225	3	False
WP_202494007.1	Strep_C6225A4	Strep_C6225	4	True
WP_013005936.1	Strep_C6225A5	Strep_C6225	5	False
WP_192361925.1	Strep_C6225A6	Strep_C6225	6	False
WP_013004052.1	Strep_C6226A0	Strep_C6226	0	True
WP_060907017.1	Strep_C6227A0	Strep_C6227	0	True
WP_225617265.1	Strep_C6227A1	Strep_C6227	1	False
WP_237312150.1	Strep_C6228A0	Strep_C6228	0	False
WP_041671215.1	Strep_C6228A1	Strep_C6228	1	False
WP_192363196.1	Strep_C6228A2	Strep_C6228	2	True
WP_237313110.1	Strep_C6229A0	Strep_C6229	0	False
WP_192364399.1	Strep_C6229A1	Strep_C6229	1	True
WP_150474396.1	Strep_C6230A0	Strep_C6230	0	False
WP_010350782.1	Strep_C6230A1	Strep_C6230	1	True
WP_010350985.1	Strep_C6231A0	Strep_C6231	0	True
WP_010351036.1	Strep_C6232A0	Strep_C6232	0	True
WP_010354975.1	Strep_C6233A0	Strep_C6233	0	True
WP_369279618.1	Strep_C6234A0	Strep_C6234	0	False
WP_003972673.1	Strep_C6234A1	Strep_C6234	1	False
WP_045556879.1	Strep_C6234A2	Strep_C6234	2	False
WP_011030770.1	Strep_C6234A3	Strep_C6234	3	False
WP_012999680.1	Strep_C6234A4	Strep_C6234	4	False
WP_192358676.1	Strep_C6234A5	Strep_C6234	5	False
WP_010355132.1	Strep_C6234A6	Strep_C6234	6	True
WP_010356114.1	Strep_C6235A0	Strep_C6235	0	True
WP_010358609.1	Strep_C6236A0	Strep_C6236	0	True
WP_010359623.1	Strep_C6237A0	Strep_C6237	0	True
WP_100216878.1	Strep_C6238A0	Strep_C6238	0	True
WP_256725341.1	Strep_C6239A0	Strep_C6239	0	True
WP_328836436.1	Strep_C6240A0	Strep_C6240	0	True
WP_237313064.1	Strep_C6240A1	Strep_C6240	1	False
WP_012999765.1	Strep_C6240A2	Strep_C6240	2	False
WP_192363469.1	Strep_C6240A3	Strep_C6240	3	False
WP_328837683.1	Strep_C6241A0	Strep_C6241	0	True
WP_046773817.1	Strep_C6241A1	Strep_C6241	1	False
WP_328838373.1	Strep_C6242A0	Strep_C6242	0	True
WP_328838383.1	Strep_C6243A0	Strep_C6243	0	True
WP_003974785.1	Strep_C6243A1	Strep_C6243	1	False
WP_237309518.1	Strep_C6243A2	Strep_C6243	2	False
WP_013002606.1	Strep_C6243A3	Strep_C6243	3	False
WP_086800076.1	Strep_C6243A4	Strep_C6243	4	False
WP_328840025.1	Strep_C6244A0	Strep_C6244	0	True
WP_045556968.1	Strep_C6244A1	Strep_C6244	1	False
WP_013004742.1	Strep_C6244A2	Strep_C6244	2	False
WP_086803787.1	Strep_C6244A3	Strep_C6244	3	False
WP_328841379.1	Strep_C6245A0	Strep_C6245	0	True
WP_237312738.1	Strep_C6245A1	Strep_C6245	1	False
WP_150472552.1	Strep_C6246A0	Strep_C6246	0	True
WP_229894981.1	Strep_C6247A0	Strep_C6247	0	True
WP_369277586.1	Strep_C6248A0	Strep_C6248	0	True
WP_369278111.1	Strep_C6249A0	Strep_C6249	0	True
WP_369278592.1	Strep_C6250A0	Strep_C6250	0	True
WP_178854989.1	Strep_C6250A1	Strep_C6250	1	False
WP_369280296.1	Strep_C6251A0	Strep_C6251	0	True
WP_369280512.1	Strep_C6252A0	Strep_C6252	0	True
WP_003947628.1	Strep_C6253A0	Strep_C6253	0	True
WP_029183376.1	Strep_C6253A1	Strep_C6253	1	False
WP_003949828.1	Strep_C6254A0	Strep_C6254	0	True
WP_003949837.1	Strep_C6255A0	Strep_C6255	0	True
WP_015507547.1	Strep_C6256A0	Strep_C6256	0	True
WP_003972911.1	Strep_C6257A0	Strep_C6257	0	True
WP_003977908.1	Strep_C6258A0	Strep_C6258	0	True
WP_011029377.1	Strep_C6259A0	Strep_C6259	0	True
WP_010360160.1	Strep_C6259A1	Strep_C6259	1	False
WP_328836837.1	Strep_C6260A0	Strep_C6260	0	False
WP_003951115.1	Strep_C6260A1	Strep_C6260	1	False
WP_045561463.1	Strep_C6260A2	Strep_C6260	2	True
WP_013000417.1	Strep_C6260A3	Strep_C6260	3	False
WP_086798418.1	Strep_C6260A4	Strep_C6260	4	False
WP_237310408.1	Strep_C6261A0	Strep_C6261	0	True
WP_328840329.1	Strep_C6262A0	Strep_C6262	0	False
WP_365266331.1	Strep_C6262A1	Strep_C6262	1	False
WP_237311079.1	Strep_C6262A2	Strep_C6262	2	True
WP_192362733.1	Strep_C6262A3	Strep_C6262	3	False
WP_013006300.1	Strep_C6263A0	Strep_C6263	0	True
WP_328839604.1	Strep_C6264A0	Strep_C6264	0	False
WP_150470691.1	Strep_C6264A1	Strep_C6264	1	False
WP_016326083.1	Strep_C6264A2	Strep_C6264	2	False
WP_237310582.1	Strep_C6264A3	Strep_C6264	3	False
WP_011028245.1	Strep_C6264A4	Strep_C6264	4	False
WP_037727840.1	Strep_C6264A5	Strep_C6264	5	True
WP_192334799.1	Strep_C6264A6	Strep_C6264	6	False
WP_010358572.1	Strep_C6264A7	Strep_C6264	7	False
WP_046913750.1	Strep_C6265A0	Strep_C6265	0	True
WP_010353203.1	Strep_C6266A0	Strep_C6266	0	True
WP_010353818.1	Strep_C6267A0	Strep_C6267	0	True
WP_010355401.1	Strep_C6268A0	Strep_C6268	0	True
WP_010356427.1	Strep_C6269A0	Strep_C6269	0	True
WP_161270290.1	Strep_C6270A0	Strep_C6270	0	False
WP_010359968.1	Strep_C6270A1	Strep_C6270	1	True
WP_040838412.1	Strep_C6271A0	Strep_C6271	0	True
WP_050987151.1	Strep_C6272A0	Strep_C6272	0	True
WP_202950064.1	Strep_C6273A0	Strep_C6273	0	True
WP_223786178.1	Strep_C6274A0	Strep_C6274	0	True
WP_037703262.1	Strep_C6275A0	Strep_C6275	0	True
WP_086769960.1	Strep_C6275A1	Strep_C6275	1	False
WP_003948145.1	Strep_C6275A2	Strep_C6275	2	False
WP_003976064.1	Strep_C6275A3	Strep_C6275	3	False
WP_060884628.1	Strep_C6275A4	Strep_C6275	4	False
WP_013003465.1	Strep_C6275A5	Strep_C6275	5	False
WP_010350127.1	Strep_C6275A6	Strep_C6275	6	False
WP_319691133.1	Strep_C6276A0	Strep_C6276	0	True
WP_150470514.1	Strep_C6276A1	Strep_C6276	1	False
WP_003947536.1	Strep_C6276A2	Strep_C6276	2	False
WP_003976779.1	Strep_C6276A3	Strep_C6276	3	False
WP_045555271.1	Strep_C6276A4	Strep_C6276	4	False
WP_013004398.1	Strep_C6276A5	Strep_C6276	5	False
WP_192362375.1	Strep_C6276A6	Strep_C6276	6	False
WP_010356521.1	Strep_C6276A7	Strep_C6276	7	False
WP_328836718.1	Strep_C6277A0	Strep_C6277	0	True
WP_328837003.1	Strep_C6278A0	Strep_C6278	0	True
WP_093790648.1	Strep_C6278A1	Strep_C6278	1	False
WP_013000626.1	Strep_C6278A2	Strep_C6278	2	False
WP_225616200.1	Strep_C6278A3	Strep_C6278	3	False
WP_328840715.1	Strep_C6279A0	Strep_C6279	0	True
WP_012999319.1	Strep_C6279A1	Strep_C6279	1	False
WP_010358259.1	Strep_C6280A0	Strep_C6280	0	True
WP_037703087.1	Strep_C6281A0	Strep_C6281	0	False
WP_086767285.1	Strep_C6281A1	Strep_C6281	1	True
WP_003948046.1	Strep_C6281A2	Strep_C6281	2	False
WP_003976182.1	Strep_C6281A3	Strep_C6281	3	False
WP_060884715.1	Strep_C6281A4	Strep_C6281	4	False
WP_011028457.1	Strep_C6281A5	Strep_C6281	5	False
WP_013003579.1	Strep_C6281A6	Strep_C6281	6	False
WP_086762710.1	Strep_C6281A7	Strep_C6281	7	False
WP_010355314.1	Strep_C6281A8	Strep_C6281	8	False
WP_060891866.1	Strep_C6282A0	Strep_C6282	0	False
WP_086770405.1	Strep_C6282A1	Strep_C6282	1	True
WP_003947421.1	Strep_C6282A2	Strep_C6282	2	False
WP_003976955.1	Strep_C6282A3	Strep_C6282	3	False
WP_045560631.1	Strep_C6282A4	Strep_C6282	4	False
WP_237310763.1	Strep_C6282A5	Strep_C6282	5	False
WP_013004615.1	Strep_C6282A6	Strep_C6282	6	False
WP_086804453.1	Strep_C6282A7	Strep_C6282	7	False
WP_150470092.1	Strep_C6283A0	Strep_C6283	0	True
WP_190047034.1	Strep_C6284A0	Strep_C6284	0	True
WP_369276708.1	Strep_C6285A0	Strep_C6285	0	True
WP_369277082.1	Strep_C6286A0	Strep_C6286	0	True
WP_369278167.1	Strep_C6287A0	Strep_C6287	0	True
WP_369278379.1	Strep_C6288A0	Strep_C6288	0	True
WP_003951635.1	Strep_C6289A0	Strep_C6289	0	True
WP_015507571.1	Strep_C6290A0	Strep_C6290	0	True
WP_015507738.1	Strep_C6291A0	Strep_C6291	0	True
WP_406692848.1	Strep_C6292A0	Strep_C6292	0	True
WP_003975438.1	Strep_C6293A0	Strep_C6293	0	True
WP_161270087.1	Strep_C6293A1	Strep_C6293	1	False
WP_037704452.1	Strep_C6294A0	Strep_C6294	0	False
WP_365267927.1	Strep_C6294A1	Strep_C6294	1	False
WP_003947869.1	Strep_C6294A2	Strep_C6294	2	False
WP_003976416.1	Strep_C6294A3	Strep_C6294	3	True
WP_045557915.1	Strep_C6294A4	Strep_C6294	4	False
WP_011028323.1	Strep_C6294A5	Strep_C6294	5	False
WP_013003979.1	Strep_C6294A6	Strep_C6294	6	False
WP_086802636.1	Strep_C6294A7	Strep_C6294	7	False
WP_010352885.1	Strep_C6294A8	Strep_C6294	8	False
WP_010354716.1	Strep_C6294A9	Strep_C6294	9	False
WP_003978413.1	Strep_C6295A0	Strep_C6295	0	True
WP_016327408.1	Strep_C6296A0	Strep_C6296	0	True
WP_045559847.1	Strep_C6297A0	Strep_C6297	0	True
WP_199819153.1	Strep_C6298A0	Strep_C6298	0	True
WP_237314206.1	Strep_C6299A0	Strep_C6299	0	True
WP_173402999.1	Strep_C6299A1	Strep_C6299	1	False
WP_192365794.1	Strep_C6299A2	Strep_C6299	2	False
WP_010352064.1	Strep_C6299A3	Strep_C6299	3	False
WP_011029041.1	Strep_C6300A0	Strep_C6300	0	True
WP_012999393.1	Strep_C6301A0	Strep_C6301	0	True
WP_013001310.1	Strep_C6302A0	Strep_C6302	0	True
WP_328839470.1	Strep_C6303A0	Strep_C6303	0	False
WP_150470766.1	Strep_C6303A1	Strep_C6303	1	False
WP_045557941.1	Strep_C6303A2	Strep_C6303	2	False
WP_013004006.1	Strep_C6303A3	Strep_C6303	3	True
WP_086802318.1	Strep_C6303A4	Strep_C6303	4	False
WP_010359282.1	Strep_C6303A5	Strep_C6303	5	False
WP_045556116.1	Strep_C6304A0	Strep_C6304	0	False
WP_012998307.1	Strep_C6304A1	Strep_C6304	1	False
WP_192332236.1	Strep_C6304A2	Strep_C6304	2	True
WP_328836204.1	Strep_C6305A0	Strep_C6305	0	False
WP_003951965.1	Strep_C6305A1	Strep_C6305	1	False
WP_016327781.1	Strep_C6305A2	Strep_C6305	2	False
WP_093790063.1	Strep_C6305A3	Strep_C6305	3	False
WP_011031013.1	Strep_C6305A4	Strep_C6305	4	False
WP_225617503.1	Strep_C6305A5	Strep_C6305	5	True
WP_225618266.1	Strep_C6306A0	Strep_C6306	0	True
WP_005483785.1	Strep_C6307A0	Strep_C6307	0	False
WP_086772876.1	Strep_C6307A1	Strep_C6307	1	False
WP_008413895.1	Strep_C6307A2	Strep_C6307	2	False
WP_003975324.1	Strep_C6307A3	Strep_C6307	3	False
WP_045558122.1	Strep_C6307A4	Strep_C6307	4	False
WP_010350865.1	Strep_C6307A5	Strep_C6307	5	True
WP_010352132.1	Strep_C6308A0	Strep_C6308	0	True
WP_010352163.1	Strep_C6309A0	Strep_C6309	0	True
WP_010352242.1	Strep_C6310A0	Strep_C6310	0	True
WP_328836690.1	Strep_C6311A0	Strep_C6311	0	False
WP_365269367.1	Strep_C6311A1	Strep_C6311	1	False
WP_003973190.1	Strep_C6311A2	Strep_C6311	2	False
WP_010353008.1	Strep_C6311A3	Strep_C6311	3	True
WP_010354767.1	Strep_C6312A0	Strep_C6312	0	True
WP_010357364.1	Strep_C6313A0	Strep_C6313	0	True
WP_010360683.1	Strep_C6314A0	Strep_C6314	0	True
WP_029184403.1	Strep_C6315A0	Strep_C6315	0	True
WP_029184692.1	Strep_C6316A0	Strep_C6316	0	True
WP_040837721.1	Strep_C6316A1	Strep_C6316	1	False
WP_075661883.1	Strep_C6317A0	Strep_C6317	0	True
WP_223786377.1	Strep_C6318A0	Strep_C6318	0	True
WP_037703049.1	Strep_C6319A0	Strep_C6319	0	True
WP_150470953.1	Strep_C6319A1	Strep_C6319	1	False
WP_003948021.1	Strep_C6319A2	Strep_C6319	2	False
WP_003976218.1	Strep_C6319A3	Strep_C6319	3	False
WP_045557521.1	Strep_C6319A4	Strep_C6319	4	False
WP_013003603.1	Strep_C6319A5	Strep_C6319	5	False
WP_086803044.1	Strep_C6319A6	Strep_C6319	6	False
WP_010355351.1	Strep_C6319A7	Strep_C6319	7	False
WP_046702992.1	Strep_C6320A0	Strep_C6320	0	True
WP_369279628.1	Strep_C6320A1	Strep_C6320	1	False
WP_003972567.1	Strep_C6320A2	Strep_C6320	2	False
WP_093790136.1	Strep_C6320A3	Strep_C6320	3	False
WP_011030898.1	Strep_C6320A4	Strep_C6320	4	False
WP_012999656.1	Strep_C6320A5	Strep_C6320	5	False
WP_086802732.1	Strep_C6320A6	Strep_C6320	6	False
WP_178854909.1	Strep_C6320A7	Strep_C6320	7	False
WP_328837664.1	Strep_C6321A0	Strep_C6321	0	True
WP_013001990.1	Strep_C6321A1	Strep_C6321	1	False
WP_010361016.1	Strep_C6321A2	Strep_C6321	2	False
WP_328839157.1	Strep_C6322A0	Strep_C6322	0	True
WP_037725528.1	Strep_C6322A1	Strep_C6322	1	False
WP_328842369.1	Strep_C6323A0	Strep_C6323	0	True
WP_237310649.1	Strep_C6323A1	Strep_C6323	1	False
WP_037728354.1	Strep_C6323A2	Strep_C6323	2	False
WP_086800332.1	Strep_C6323A3	Strep_C6323	3	False
WP_413254380.1	Strep_C6324A0	Strep_C6324	0	True
WP_413254436.1	Strep_C6325A0	Strep_C6325	0	True
WP_413254504.1	Strep_C6326A0	Strep_C6326	0	True
WP_369278266.1	Strep_C6326A1	Strep_C6326	1	False
WP_078580354.1	Strep_C6326A2	Strep_C6326	2	False
WP_107065311.1	Strep_C6327A0	Strep_C6327	0	False
WP_073496092.1	Strep_C6327A1	Strep_C6327	1	True
WP_031178891.1	Strep_C6327A2	Strep_C6327	2	False
WP_003975715.1	Strep_C6327A3	Strep_C6327	3	False
WP_093791847.1	Strep_C6327A4	Strep_C6327	4	False
WP_013003053.1	Strep_C6327A5	Strep_C6327	5	False
WP_086800425.1	Strep_C6327A6	Strep_C6327	6	False
WP_029183526.1	Strep_C6327A7	Strep_C6327	7	False
WP_365277303.1	Strep_C6328A0	Strep_C6328	0	True
WP_369279970.1	Strep_C6329A0	Strep_C6329	0	True
WP_369280720.1	Strep_C6330A0	Strep_C6330	0	True
WP_029184353.1	Strep_C6330A1	Strep_C6330	1	False
WP_003948515.1	Strep_C6331A0	Strep_C6331	0	True
WP_003948842.1	Strep_C6332A0	Strep_C6332	0	True
WP_003949738.1	Strep_C6333A0	Strep_C6333	0	True
WP_003951463.1	Strep_C6334A0	Strep_C6334	0	True
WP_003951610.1	Strep_C6335A0	Strep_C6335	0	True
WP_015506877.1	Strep_C6336A0	Strep_C6336	0	True
WP_015507249.1	Strep_C6337A0	Strep_C6337	0	True
WP_003976231.1	Strep_C6338A0	Strep_C6338	0	True
WP_016325152.1	Strep_C6339A0	Strep_C6339	0	True
WP_011027195.1	Strep_C6339A1	Strep_C6339	1	False
WP_016325620.1	Strep_C6340A0	Strep_C6340	0	True
WP_161269970.1	Strep_C6340A1	Strep_C6340	1	False
WP_016326478.1	Strep_C6341A0	Strep_C6341	0	True
WP_134111947.1	Strep_C6341A1	Strep_C6341	1	False
WP_016326849.1	Strep_C6342A0	Strep_C6342	0	True
WP_011029547.1	Strep_C6342A1	Strep_C6342	1	False
WP_064744208.1	Strep_C6343A0	Strep_C6343	0	True
WP_041669759.1	Strep_C6343A1	Strep_C6343	1	False
WP_078854009.1	Strep_C6344A0	Strep_C6344	0	True
WP_237313908.1	Strep_C6345A0	Strep_C6345	0	True
WP_237314208.1	Strep_C6346A0	Strep_C6346	0	True
WP_013002510.1	Strep_C6346A1	Strep_C6346	1	False
WP_192365795.1	Strep_C6346A2	Strep_C6346	2	False
WP_010352067.1	Strep_C6346A3	Strep_C6346	3	False
WP_328835867.1	Strep_C6347A0	Strep_C6347	0	False
WP_015507999.1	Strep_C6347A1	Strep_C6347	1	False
WP_045559983.1	Strep_C6347A2	Strep_C6347	2	False
WP_012998899.1	Strep_C6347A3	Strep_C6347	3	True
WP_192365592.1	Strep_C6347A4	Strep_C6347	4	False
WP_012999340.1	Strep_C6348A0	Strep_C6348	0	True
WP_328835563.1	Strep_C6349A0	Strep_C6349	0	False
WP_037729094.1	Strep_C6349A1	Strep_C6349	1	True
WP_086800842.1	Strep_C6349A2	Strep_C6349	2	False
WP_060881977.1	Strep_C6350A0	Strep_C6350	0	True
WP_010358584.1	Strep_C6350A1	Strep_C6350	1	False
WP_369280198.1	Strep_C6351A0	Strep_C6351	0	False
WP_237311419.1	Strep_C6351A1	Strep_C6351	1	False
WP_078580260.1	Strep_C6351A2	Strep_C6351	2	True
WP_192363939.1	Strep_C6351A3	Strep_C6351	3	False
WP_231885046.1	Strep_C6352A0	Strep_C6352	0	True
WP_328838435.1	Strep_C6353A0	Strep_C6353	0	False
WP_150471604.1	Strep_C6353A1	Strep_C6353	1	False
WP_003949943.1	Strep_C6353A2	Strep_C6353	2	False
WP_045555998.1	Strep_C6353A3	Strep_C6353	3	False
WP_231885114.1	Strep_C6353A4	Strep_C6353	4	False
WP_192361858.1	Strep_C6353A5	Strep_C6353	5	True
WP_010352421.1	Strep_C6354A0	Strep_C6354	0	True
WP_010353703.1	Strep_C6355A0	Strep_C6355	0	True
WP_010353911.1	Strep_C6356A0	Strep_C6356	0	True
WP_010354624.1	Strep_C6357A0	Strep_C6357	0	True
WP_010357380.1	Strep_C6358A0	Strep_C6358	0	True
WP_010358566.1	Strep_C6359A0	Strep_C6359	0	True
WP_040838647.1	Strep_C6360A0	Strep_C6360	0	True
WP_037702704.1	Strep_C6361A0	Strep_C6361	0	True
WP_150472062.1	Strep_C6361A1	Strep_C6361	1	False
WP_003949162.1	Strep_C6361A2	Strep_C6361	2	False
WP_003975310.1	Strep_C6361A3	Strep_C6361	3	False
WP_045558143.1	Strep_C6361A4	Strep_C6361	4	False
WP_037727407.1	Strep_C6361A5	Strep_C6361	5	False
WP_086801927.1	Strep_C6361A6	Strep_C6361	6	False
WP_010350836.1	Strep_C6361A7	Strep_C6361	7	False
WP_319062131.1	Strep_C6362A0	Strep_C6362	0	True
WP_150472470.1	Strep_C6362A1	Strep_C6362	1	False
WP_003948393.1	Strep_C6362A2	Strep_C6362	2	False
WP_186009715.1	Strep_C6362A3	Strep_C6362	3	False
WP_060883546.1	Strep_C6362A4	Strep_C6362	4	False
WP_173943894.1	Strep_C6362A5	Strep_C6362	5	False
WP_037723154.1	Strep_C6362A6	Strep_C6362	6	False
WP_086800271.1	Strep_C6362A7	Strep_C6362	7	False
WP_029183686.1	Strep_C6362A8	Strep_C6362	8	False
WP_328835300.1	Strep_C6363A0	Strep_C6363	0	True
WP_328837705.1	Strep_C6364A0	Strep_C6364	0	True
WP_015507454.1	Strep_C6364A1	Strep_C6364	1	False
WP_060881741.1	Strep_C6364A2	Strep_C6364	2	False
WP_013002503.1	Strep_C6364A3	Strep_C6364	3	False
WP_060878794.1	Strep_C6364A4	Strep_C6364	4	False
WP_328841254.1	Strep_C6365A0	Strep_C6365	0	True
WP_045555522.1	Strep_C6365A1	Strep_C6365	1	False
WP_013006048.1	Strep_C6365A2	Strep_C6365	2	False
WP_086797304.1	Strep_C6365A3	Strep_C6365	3	False
WP_010355778.1	Strep_C6365A4	Strep_C6365	4	False
WP_413254530.1	Strep_C6366A0	Strep_C6366	0	True
WP_365269000.1	Strep_C6366A1	Strep_C6366	1	False
WP_016325808.1	Strep_C6366A2	Strep_C6366	2	False
WP_237311013.1	Strep_C6366A3	Strep_C6366	3	False
WP_011027834.1	Strep_C6366A4	Strep_C6366	4	False
WP_049875891.1	Strep_C6366A5	Strep_C6366	5	False
WP_192364933.1	Strep_C6366A6	Strep_C6366	6	False
WP_075825335.1	Strep_C6366A7	Strep_C6366	7	False
WP_010353116.1	Strep_C6367A0	Strep_C6367	0	True
WP_086800800.1	Strep_C6367A1	Strep_C6367	1	False
WP_150472158.1	Strep_C6368A0	Strep_C6368	0	True
WP_328837097.1	Strep_C6369A0	Strep_C6369	0	False
WP_150472692.1	Strep_C6369A1	Strep_C6369	1	True
WP_045559024.1	Strep_C6369A2	Strep_C6369	2	False
WP_013000799.1	Strep_C6369A3	Strep_C6369	3	False
WP_086798463.1	Strep_C6369A4	Strep_C6369	4	False
WP_266456761.1	Strep_C6370A0	Strep_C6370	0	True
