gene	dominant_allele	dominant_count	dominant_frequency	dominant_proteins	cluster_representative	alternative_proteins	total_alleles	total_strains_with_gene
Strep_C156606	Strep_C156606A0	1	0.007142857142857143	A0A1V0RAN8	A0A5J6JGZ5	A0A2K8P755,A0A3S8YIN2,A0A5P2DII5	5	5
Strep_C156607	Strep_C156607A0	1	0.007142857142857143	A0A5P2DWX1	A0A5J6JMV7	A0A5P2V2I5	3	3
Strep_C156608	Strep_C156608A0	1	0.007142857142857143	A0A5P2W4B9	A0A5P2W4B9		1	1
Strep_C156609	Strep_C156609A0	1	0.007142857142857143	A0A5P2WCD1	A0A5P2WCD1		1	1
Strep_C15661	Strep_C15661A0	1	0.007142857142857143	A0A5R9M4S0	A0A5R9M4S0		1	1
Strep_C156610	Strep_C156610A0	1	0.007142857142857143	A0A5P2WDM2	A0A5P2WDM2		1	1
Strep_C156611	Strep_C156611A0	1	0.007142857142857143	A0A5P2WHF0	A0A5P2WHF0		1	1
Strep_C156612	Strep_C156612A0	1	0.007142857142857143	G2NN09	A0A5J6F3T4	A0A2S2GFQ8	3	3
Strep_C156613	Strep_C156613A0	1	0.007142857142857143	A0A5J6F544	A0A5J6F544		1	1
Strep_C156614	Strep_C156614A0	1	0.007142857142857143	A0A5Q0L789	A0A5Q0L789		1	1
Strep_C156615	Strep_C156615A0	1	0.007142857142857143	A0A5Q0LAP8	A0A5Q0LAP8	A0A7G1NWI0,A0A7M2T748,A0A7T7I4K6	4	4
Strep_C156616	Strep_C156616A0	1	0.007142857142857143	A0A5Q0LL44	A0A5Q0LL44	A0A7H1BH05	2	2
Strep_C156617	Strep_C156617A0	1	0.007142857142857143	A0A5Q0LPA6	A0A5Q0LPA6		1	1
Strep_C156618	Strep_C156618A0	1	0.007142857142857143	A0A2R4JJS4	A0A5J6HD71	A0A5R9MA41,A0A5Q0LMN2,A0A6G9GX07	6	6
Strep_C156619	Strep_C156619A0	1	0.007142857142857143	A0A3Q8UYR0	A0A5J6HHK8		2	2
Strep_C15662	Strep_C15662A0	1	0.007142857142857143	B0B0T8	A0A5P2B969	A0A3S8XYT2,A0A7D5VH00	4	4
Strep_C156620	Strep_C156620A0	1	0.007142857142857143	A0A5J6HMY8	A0A5J6HMY8		1	1
Strep_C156621	Strep_C156621A0	1	0.007142857142857143	A0A5J6HUX2	A0A5J6HUX2		1	1
Strep_C156622	Strep_C156622A0	1	0.007142857142857143	A0A5P9WME4	A0A5P9WME4		1	1
Strep_C156623	Strep_C156623A0	1	0.007142857142857143	A0A5P9WT45	A0A5P9WT45		1	1
Strep_C156624	Strep_C156624A0	1	0.007142857142857143	A0A5P9WXG1	A0A5P9WXG1	A0A7I0NT70	2	2
Strep_C156625	Strep_C156625A0	1	0.007142857142857143	A0A2S2GFE7	A0A5P9WXY4	A0A5J6F414,A0A7L7MH43	4	4
Strep_C156626	Strep_C156626A0	1	0.007142857142857143	A0A5P2UCE5	A0A5P2UCE5	A0A5P2UW74	2	1
Strep_C156627	Strep_C156627A0	1	0.007142857142857143	A0A0B5IGZ2	A0A5P2UFQ8	A0A1L7GLV7,A0A1V0QWR8,A0A3S8YK82	6	6
Strep_C156628	Strep_C156628A0	1	0.007142857142857143	A0A5P2UM01	A0A5P2UM01		1	1
Strep_C156629	Strep_C156629A0	1	0.007142857142857143	A0A0G3UJK4	A0A5P2URC0	A0A5P2XL47,A0A3Q8W324,A0A516RI48	8	8
Strep_C15663	Strep_C15663A0	1	0.007142857142857143	G2NZL1	A0A5P2B7U0	A0A8A1V6A2,A0A516RMC9,A0A5P2C826	19	19
Strep_C156630	Strep_C156630A0	1	0.007142857142857143	A0A0G3UKZ5	A0A5P2UU12	A0A1L7GF59,A0A1U9NZG1,A0A2K8PHM8	8	8
Strep_C156631	Strep_C156631A0	1	0.007142857142857143	A0A5P2UU64	A0A5P2UU64		1	1
Strep_C156632	Strep_C156632A0	1	0.007142857142857143	A0A5P2UUK0	A0A5P2UUK0		1	1
Strep_C156633	Strep_C156633A0	1	0.007142857142857143	A0A5P8K8B4	A0A5P8K8B4		1	1
Strep_C156634	Strep_C156634A0	1	0.007142857142857143	A0A5P8K8M5	A0A5P8K8M5		1	1
Strep_C156635	Strep_C156635A0	1	0.007142857142857143	A0A5P8KEZ2	A0A5P8KEZ2		1	1
Strep_C156636	Strep_C156636A0	1	0.007142857142857143	A0A5P8KIZ5	A0A5P8KIZ5		1	1
Strep_C156637	Strep_C156637A0	1	0.007142857142857143	A0A6I6FF65	A0A6I6FF65	A0A7L5T609,A0A7G1PC43,A0A7T7I0N7	4	4
Strep_C156638	Strep_C156638A0	1	0.007142857142857143	A0A6I6FFY6	A0A6I6FFY6		1	1
Strep_C156639	Strep_C156639A0	1	0.007142857142857143	A0A6I6FIQ8	A0A6I6FIQ8		1	1
Strep_C15664	Strep_C15664A0	1	0.007142857142857143	A0A1S6J3E1	A0A5P2CC49	A0A6H0CZ26,A0A7T4U1W6	4	4
Strep_C156640	Strep_C156640A0	1	0.007142857142857143	A0A6I6FVA8	A0A6I6FVA8		1	1
Strep_C156641	Strep_C156641A0	1	0.007142857142857143	A0A7L4Y026	A0A7L4Y026		1	1
Strep_C156642	Strep_C156642A0	1	0.007142857142857143	A0A7L4Y4Z2	A0A7L4Y4Z2		1	1
Strep_C156643	Strep_C156643A0	1	0.007142857142857143	A0A6I6NHQ2	A0A6I6NHQ2		1	1
Strep_C156644	Strep_C156644A0	1	0.007142857142857143	A0A7L4YVH0	A0A7L4YVH0	A0A7D5VH92	2	2
Strep_C156645	Strep_C156645A0	1	0.007142857142857143	A0A7L4YVH5	A0A7L4YVH5	A0A7H1QBY7	2	2
Strep_C156646	Strep_C156646A0	1	0.007142857142857143	A0A221P7P9	A0A7L4Z2R1	A0A1D7YGV7,A0A3G2JH32,A0A6M4PTR0	8	8
Strep_C156647	Strep_C156647A0	1	0.007142857142857143	A0A7L4Z5Z2	A0A7L4Z5Z2	A0A7H0IS39,A0A426RXX7	3	3
Strep_C156648	Strep_C156648A0	1	0.007142857142857143	A0A514JSD2	A0A7L4ZBH4	A0A7D5VLE8,A0A7H1Q0D6	4	4
Strep_C156649	Strep_C156649A0	1	0.007142857142857143	D7C5L1	A0A6I6WIG8		2	2
Strep_C15665	Strep_C15665A0	1	0.007142857142857143	A0A291QFC9	A0A5J6GBB6	A0A5P2BUM7	3	3
Strep_C156650	Strep_C156650A0	1	0.007142857142857143	A0A6I6WIE9	A0A6I6WIE9		1	1
Strep_C156651	Strep_C156651A0	1	0.007142857142857143	A0A6I6WUT5	A0A6I6WUT5		1	1
Strep_C156652	Strep_C156652A0	1	0.007142857142857143	A0A6I6WVH8	A0A6I6WVH8		1	1
Strep_C156653	Strep_C156653A0	1	0.007142857142857143	A0A6I6WWA4	A0A6I6WWA4		1	1
Strep_C156654	Strep_C156654A0	1	0.007142857142857143	A0A6I6WXS8	A0A6I6WXS8		1	1
Strep_C156655	Strep_C156655A0	1	0.007142857142857143	A0A6I6WYF6	A0A6I6WYF6		1	1
Strep_C156656	Strep_C156656A0	1	0.007142857142857143	A0A6I6S270	A0A6I6S270		1	1
Strep_C156657	Strep_C156657A0	1	0.007142857142857143	A0A6I6S271	A0A6I6S271		1	1
Strep_C156658	Strep_C156658A0	1	0.007142857142857143	A0A1U9P3U7	A0A6I6S4F8		2	2
Strep_C156659	Strep_C156659A0	1	0.007142857142857143	A0A6I6S5X8	A0A6I6S5X8		1	1
Strep_C15666	Strep_C15666A0	1	0.007142857142857143	A0A5Q0LDF5	A0A5Q0LDF5		1	1
Strep_C156660	Strep_C156660A0	1	0.007142857142857143	A0A0A8EZT4	A0A6I6SG33	A0A1D7YG45	3	3
Strep_C156661	Strep_C156661A0	1	0.007142857142857143	A0A6C0PW00	A0A6C0PW00		1	1
Strep_C156662	Strep_C156662A0	1	0.007142857142857143	A0A6C0PWD5	A0A6C0PWD5		1	1
Strep_C156663	Strep_C156663A0	1	0.007142857142857143	A0A6C0Q6I4	A0A6C0Q6I4		1	1
Strep_C156664	Strep_C156664A0	1	0.007142857142857143	A0A2N9BEF6	A0A6G5REH8		2	2
Strep_C156665	Strep_C156665A0	1	0.007142857142857143	A0A6G5RFY4	A0A6G5RFY4		1	1
Strep_C156666	Strep_C156666A0	1	0.007142857142857143	A0A6G5RH37	A0A6G5RH37		1	1
Strep_C156667	Strep_C156667A0	1	0.007142857142857143	A0A6G5RM05	A0A6G5RM05	A0A7L7M5S6	2	2
Strep_C156668	Strep_C156668A0	1	0.007142857142857143	A0A6G9GZ91	A0A6G9GZ91		1	1
Strep_C156669	Strep_C156669A0	1	0.007142857142857143	A0A6G9GZA0	A0A6G9GZA0		1	1
Strep_C15667	Strep_C15667A0	1	0.007142857142857143	A0A5R9M3U1	A0A5Q0LMJ0		2	2
Strep_C156670	Strep_C156670A0	1	0.007142857142857143	A0A6G9H0W3	A0A6G9H0W3		1	1
Strep_C156671	Strep_C156671A0	1	0.007142857142857143	A0A1D7Y5G6	A0A6M4PUH2		2	2
Strep_C156672	Strep_C156672A0	1	0.007142857142857143	A0A6M4PVX6	A0A6M4PVX6		1	1
Strep_C156673	Strep_C156673A0	1	0.007142857142857143	A0A6M4WEY3	A0A6M4WEY3		1	1
Strep_C156674	Strep_C156674A0	1	0.007142857142857143	A0A6M4WG82	A0A6M4WG82		1	1
Strep_C156675	Strep_C156675A0	1	0.007142857142857143	A0A6M4WJB9	A0A6M4WJB9		1	1
Strep_C156676	Strep_C156676A0	1	0.007142857142857143	A0A2R4JMC2	A0A6M4WPI0		2	2
Strep_C156677	Strep_C156677A0	1	0.007142857142857143	A0A6M4WT78	A0A6M4WT78		1	1
Strep_C156678	Strep_C156678A0	1	0.007142857142857143	A0A7H8IIP8	A0A7H8IIP8		1	1
Strep_C156679	Strep_C156679A0	1	0.007142857142857143	A0A7H8IK50	A0A7H8IK50		1	1
Strep_C15668	Strep_C15668A0	1	0.007142857142857143	A0A5P2UCJ4	A0A5P2UCJ4		1	1
Strep_C156680	Strep_C156680A0	1	0.007142857142857143	A0A7H8ILY4	A0A7H8ILY4		1	1
Strep_C156681	Strep_C156681A0	1	0.007142857142857143	A0A7H8N4F1	A0A7H8N4F1		1	1
Strep_C156682	Strep_C156682A0	1	0.007142857142857143	A0A7H8N8J6	A0A7H8N8J6		1	1
Strep_C156683	Strep_C156683A0	1	0.007142857142857143	G2P1J9	A0A7H8N9A6	J2K3H1,A0A6I6SG17,A0A7H8IP25	14	14
Strep_C156684	Strep_C156684A0	1	0.007142857142857143	A0A7H8NAP5	A0A7H8NAP5		1	1
Strep_C156685	Strep_C156685A0	1	0.007142857142857143	A0A7H8NBD1	A0A7H8NBD1		1	1
Strep_C156686	Strep_C156686A0	1	0.007142857142857143	A0A7H8ND19	A0A7H8ND19		1	1
Strep_C156687	Strep_C156687A0	1	0.007142857142857143	A0A7H8NKD1	A0A7H8NKD1		1	1
Strep_C156688	Strep_C156688A0	1	0.007142857142857143	A0A3Q9EVZ6	A0A7H8T638	A0A7M2SHP3	3	3
Strep_C156689	Strep_C156689A0	1	0.007142857142857143	A0A7H8T6A9	A0A7H8T6A9		1	1
Strep_C15669	Strep_C15669A0	1	0.007142857142857143	A0A5P8K4Q7	A0A5P8K4Q7		1	1
Strep_C156690	Strep_C156690A0	1	0.007142857142857143	A0A7H8TCZ4	A0A7H8TCZ4		1	1
Strep_C156691	Strep_C156691A0	1	0.007142857142857143	A0A7H8TLS8	A0A7H8TLS8		1	1
Strep_C156692	Strep_C156692A0	1	0.007142857142857143	D7C210	A0A7L5SP54	G2PEG3,A0A1H4XHA7,A0A222T617	6	6
Strep_C156693	Strep_C156693A0	1	0.007142857142857143	A0A7L5SPR5	A0A7L5SPR5		1	1
Strep_C156694	Strep_C156694A0	1	0.007142857142857143	A0A7H8JNY7	A0A7H8JNY7		1	1
Strep_C156695	Strep_C156695A0	1	0.007142857142857143	A0A7H8JRD7	A0A7H8JRD7		1	1
Strep_C156696	Strep_C156696A0	1	0.007142857142857143	A0A7H8JRT0	A0A7H8JRT0		1	1
Strep_C156697	Strep_C156697A0	1	0.007142857142857143	A0A0F7W4L4	A0A7H8JW19	A0A191V1J6,A0A346C4M2,A0A5P2CIS8	8	7
Strep_C156698	Strep_C156698A0	1	0.007142857142857143	A0A0K2AT09	A0A7H8K198	A0A6I6FG91,A0A7L5SZQ6	4	4
Strep_C156699	Strep_C156699A0	1	0.007142857142857143	A0A7H8H746	A0A7H8H746		1	1
Strep_C1567	Strep_C1567A0	1	0.007142857142857143	A0A3Q9ENK0	A0A3Q9ENK0	A0A7I0NTM1	2	2
Strep_C15670	Strep_C15670A0	1	0.007142857142857143	A0A6I6NAB7	A0A6I6NAB7		1	1
Strep_C156700	Strep_C156700A0	1	0.007142857142857143	A0A7G7BI94	A0A7G7BI94		1	1
Strep_C156701	Strep_C156701A0	1	0.007142857142857143	A0A7G7BIS7	A0A7G7BIS7		1	1
Strep_C156702	Strep_C156702A0	1	0.007142857142857143	A0A7G7BJX6	A0A7G7BJX6		1	1
Strep_C156703	Strep_C156703A0	1	0.007142857142857143	A0A7G7BQM6	A0A7G7BQM6		1	1
Strep_C156704	Strep_C156704A0	1	0.007142857142857143	A0A7G7BTP1	A0A7G7BTP1		1	1
Strep_C156705	Strep_C156705A0	1	0.007142857142857143	A0A7L7M5F2	A0A7L7M5F2		1	1
Strep_C156706	Strep_C156706A0	1	0.007142857142857143	A0A7L7M663	A0A7L7M663		1	1
Strep_C156707	Strep_C156707A0	1	0.007142857142857143	A0A7L7M6I0	A0A7L7M6I0		1	1
Strep_C156708	Strep_C156708A16	2	0.014285714285714285	A0A3Q8URK5	A0A7L7M9Z5	A0A0M4D6B4,A0A6G9FH20,A0A1D7VE30	135	140
Strep_C156709	Strep_C156709A0	1	0.007142857142857143	A0A7L7MAK7	A0A7L7MAK7		1	1
Strep_C15671	Strep_C15671A0	1	0.007142857142857143	A0A0M4DN85	A0A6G9FQK5		2	2
Strep_C156710	Strep_C156710A0	1	0.007142857142857143	A0A7L7MDB4	A0A7L7MDB4		1	1
Strep_C156711	Strep_C156711A0	1	0.007142857142857143	A0A7L7MFF4	A0A7L7MFF4		1	1
Strep_C156712	Strep_C156712A0	1	0.007142857142857143	B4V482	A0A7G6XMH2	A0A1L7GQM9,A0A1U9P8I8,A0A1V0RBW2	11	11
Strep_C156713	Strep_C156713A0	1	0.007142857142857143	A0A3S8WL59	A0A7D5ZBK1		2	2
Strep_C156714	Strep_C156714A0	1	0.007142857142857143	A0A7D5ZBZ1	A0A7D5ZBZ1		1	1
Strep_C156715	Strep_C156715A0	1	0.007142857142857143	A0A1B1APN9	A0A7D5ZQD5	A0A6M4PER0	3	3
Strep_C156716	Strep_C156716A0	1	0.007142857142857143	A0A7H0IFL7	A0A7H0IFL7		1	1
Strep_C156717	Strep_C156717A0	1	0.007142857142857143	A0A7H0IGN8	A0A7H0IGN8		1	1
Strep_C156718	Strep_C156718A0	1	0.007142857142857143	A0A7H0IIQ4	A0A7H0IIQ4		1	1
Strep_C156719	Strep_C156719A0	1	0.007142857142857143	A0A7H0IL93	A0A7H0IL93		1	1
Strep_C15672	Strep_C15672A0	1	0.007142857142857143	G2P8A0	A0A7L5SRC5	A0A1H4KZ39,A0A222ST25,A0A7H8IT72	5	5
Strep_C156720	Strep_C156720A0	1	0.007142857142857143	A0A7H0ITN8	A0A7H0ITN8		1	1
Strep_C156721	Strep_C156721A0	1	0.007142857142857143	A0A7H0HM11	A0A7H0HM11		1	1
Strep_C156722	Strep_C156722A0	1	0.007142857142857143	A0A7H0I350	A0A7H0I350		1	1
Strep_C156723	Strep_C156723A0	1	0.007142857142857143	A0A7G1N963	A0A7G1N963		1	1
Strep_C156724	Strep_C156724A0	1	0.007142857142857143	A0A7G1ND90	A0A7G1ND90		1	1
Strep_C156725	Strep_C156725A0	1	0.007142857142857143	A0A7G1NJ09	A0A7G1NJ09		1	1
Strep_C156726	Strep_C156726A0	1	0.007142857142857143	A0A7G1NJG2	A0A7G1NJG2		1	1
Strep_C156727	Strep_C156727A0	1	0.007142857142857143	A0A7H1PTJ3	A0A7H1PTJ3		1	1
Strep_C156728	Strep_C156728A0	1	0.007142857142857143	A0A7H1PW07	A0A7H1PW07		1	1
Strep_C156729	Strep_C156729A0	1	0.007142857142857143	A0A7H1PWA4	A0A7H1PWA4		1	1
Strep_C15673	Strep_C15673A0	1	0.007142857142857143	A0A7H8JLD7	A0A7H8JLD7		1	1
Strep_C156730	Strep_C156730A0	1	0.007142857142857143	A0A7H1Q3I4	A0A7H1Q3I4		1	1
Strep_C156731	Strep_C156731A0	1	0.007142857142857143	A0A7H1B0K5	A0A7H1B0K5		1	1
Strep_C156732	Strep_C156732A0	1	0.007142857142857143	A0A7H1B1Q0	A0A7H1B1Q0		1	1
Strep_C156733	Strep_C156733A0	1	0.007142857142857143	A0A7H1B593	A0A7H1B593		1	1
Strep_C156734	Strep_C156734A0	1	0.007142857142857143	A0A7H1B829	A0A7H1B829		1	1
Strep_C156735	Strep_C156735A0	1	0.007142857142857143	A0A7H1B9T5	A0A7H1B9T5		1	1
Strep_C156736	Strep_C156736A0	1	0.007142857142857143	A0A7H1BAQ7	A0A7H1BAQ7		1	1
Strep_C156737	Strep_C156737A0	1	0.007142857142857143	A0A7H1BCP5	A0A7H1BCP5		1	1
Strep_C156738	Strep_C156738A0	1	0.007142857142857143	A0A0A8F0U1	A0A7H1BGY2	A0A143CCW1,A0A3Q9G130,A0A3Q9BUX5	5	5
Strep_C156739	Strep_C156739A0	1	0.007142857142857143	A0A7G1NVC5	A0A7G1NVC5		1	1
Strep_C15674	Strep_C15674A0	1	0.007142857142857143	A0A1A9J6J9	A0A7H0IEB8	A0A3S8W1M1,A0A6G9FQL6	4	4
Strep_C156740	Strep_C156740A0	1	0.007142857142857143	A0A5Q0LFC9	A0A7G1P3M4	A0A7T7KWQ8	3	3
Strep_C156741	Strep_C156741A0	1	0.007142857142857143	A0A7G1P4C9	A0A7G1P4C9		1	1
Strep_C156742	Strep_C156742A0	1	0.007142857142857143	G2NVE9	A0A7G1PA76	A0A1H4ZI24,A0A222SQ67,A0A6I6W937	6	5
Strep_C156743	Strep_C156743A0	1	0.007142857142857143	A0A0C5G5Q0	A0A7M2T2W4	A0A0K2AXV1,A0A2Z5K653,A0A346C5J6	21	21
Strep_C156744	Strep_C156744A0	1	0.007142857142857143	A0A7M2T679	A0A7M2T679		1	1
Strep_C156745	Strep_C156745A0	1	0.007142857142857143	D7C0T2	A0A7M2T8G9	A3KI97,A0A2Z4ISP1,A0A2Z4IVB1	9	7
Strep_C156746	Strep_C156746A0	1	0.007142857142857143	A0A7M2SFE3	A0A7M2SFE3		1	1
Strep_C156747	Strep_C156747A0	1	0.007142857142857143	A0A7M2SXD7	A0A7M2SXD7	A0A7T7L6U7	2	2
Strep_C156748	Strep_C156748A0	1	0.007142857142857143	A0A7T1T2T8	A0A7T1T2T8		1	1
Strep_C156749	Strep_C156749A0	1	0.007142857142857143	A0A0F7CP46	A0A7T1T753	A0A6I6WYD3,A0A7H8GZB8	4	4
Strep_C15675	Strep_C15675A0	1	0.007142857142857143	A0A8A1UZQ6	A0A7H0HTT6	A0A0B5INA7,A0A1Z2L5M3,A0A7T7RE62	5	5
Strep_C156750	Strep_C156750A0	1	0.007142857142857143	A0A7T1T7K4	A0A7T1T7K4		1	1
Strep_C156751	Strep_C156751A0	1	0.007142857142857143	A0A7T1TC94	A0A7T1TC94		1	1
Strep_C156752	Strep_C156752A0	1	0.007142857142857143	A0A7T1WQX3	A0A7T1WQX3		1	1
Strep_C156753	Strep_C156753A0	1	0.007142857142857143	A0A7T1WSU3	A0A7T1WSU3		1	1
Strep_C156754	Strep_C156754A0	1	0.007142857142857143	A0A7R8NN08	A0A7R8NN08		1	1
Strep_C156755	Strep_C156755A0	1	0.007142857142857143	D7BXK0	A0A7R8NQA6	A0A0K2AUK1,A0A0U3LYG4,A0A291QB77	10	10
Strep_C156756	Strep_C156756A0	1	0.007142857142857143	A0A7R8P5Q0	A0A7R8P5Q0		1	1
Strep_C156757	Strep_C156757A0	1	0.007142857142857143	A0A1W7CZZ9	A0A7R8RKG3	A0A3S9Z5C0	3	3
Strep_C156758	Strep_C156758A0	1	0.007142857142857143	A0A7R8RLE9	A0A7R8RLE9		1	1
Strep_C156759	Strep_C156759A0	1	0.007142857142857143	A0A7R8RV35	A0A7R8RV35		1	1
Strep_C15676	Strep_C15676A0	1	0.007142857142857143	A0A2S2G1H5	A0A7G1P632	A0A5P9WXU9	3	3
Strep_C156760	Strep_C156760A0	1	0.007142857142857143	A0A7G1NSS8	A0A7T7I191		2	2
Strep_C156761	Strep_C156761A0	1	0.007142857142857143	A0A7T7I6U4	A0A7T7I6U4		1	1
Strep_C156762	Strep_C156762A0	1	0.007142857142857143	A0A3Q9ETZ5	A0A7T7KTZ1		2	2
Strep_C156763	Strep_C156763A0	1	0.007142857142857143	A0A7T7KUB0	A0A7T7KUB0		1	1
Strep_C156764	Strep_C156764A0	1	0.007142857142857143	A0A7T7L6V4	A0A7T7L6V4		1	1
Strep_C156765	Strep_C156765A0	1	0.007142857142857143	A0A7T4PIE7	A0A7T4PIE7		1	1
Strep_C156766	Strep_C156766A0	1	0.007142857142857143	A0A7T4PQ13	A0A7T4PQ13		1	1
Strep_C156767	Strep_C156767A0	1	0.007142857142857143	A0A7T4U2J1	A0A7T4U2J1		1	1
Strep_C156768	Strep_C156768A0	1	0.007142857142857143	D7BQ80	D7BQ80		1	1
Strep_C156769	Strep_C156769A0	1	0.007142857142857143	D7BS23	D7BS23		1	1
Strep_C15677	Strep_C15677A0	1	0.007142857142857143	A0A7T1T587	A0A7T1T587		1	1
Strep_C156770	Strep_C156770A0	1	0.007142857142857143	D7BSW2	D7BSW2		1	1
Strep_C156771	Strep_C156771A0	1	0.007142857142857143	D7BUY3	D7BUY3	D7BYN3,G2NZ89,S5UNL4	8	7
Strep_C156772	Strep_C156772A0	1	0.007142857142857143	D7BWJ9	D7BWJ9		1	1
Strep_C156773	Strep_C156773A0	1	0.007142857142857143	D7BX50	D7BX50	G2PDQ2,A0A1H4WA59,A0A222T515	6	6
Strep_C156774	Strep_C156774A0	1	0.007142857142857143	D7BXR3	D7BXR3		1	1
Strep_C156775	Strep_C156775A0	1	0.007142857142857143	D7C2V9	D7C2V9		1	1
Strep_C156776	Strep_C156776A0	1	0.007142857142857143	D7CBJ1	D7CBJ1		1	1
Strep_C156777	Strep_C156777A0	1	0.007142857142857143	D7CG83	D7CG83		1	1
Strep_C156778	Strep_C156778A0	1	0.007142857142857143	Q82BK5	Q82BK5	A0A6M4WLP5	2	2
Strep_C156779	Strep_C156779A0	1	0.007142857142857143	Q82F88	Q82F88		1	1
Strep_C15678	Strep_C15678A0	1	0.007142857142857143	A0A7T1T707	A0A7T1T707		1	1
Strep_C156780	Strep_C156780A0	1	0.007142857142857143	Q82HV5	Q82HV5	A0A0C5FKI5,A0A7G1NHB6,A0A7M2T1L3	13	13
Strep_C156781	Strep_C156781A0	1	0.007142857142857143	Q82LL2	Q82LL2		1	1
Strep_C156782	Strep_C156782A0	1	0.007142857142857143	Q82MR4	Q82MR4		1	1
Strep_C156783	Strep_C156783A0	1	0.007142857142857143	G2NL35	G2NL35	A0A5J6FMD3	2	2
Strep_C156784	Strep_C156784A0	1	0.007142857142857143	G2NMB4	G2NMB4	A0A2S2GCA6	2	2
Strep_C156785	Strep_C156785A0	1	0.007142857142857143	G2NQ98	G2NQ98	A0A2S2GFN5,A0A5J6FJ16	3	3
Strep_C156786	Strep_C156786A0	1	0.007142857142857143	Q82NI1	C9YX49	A0A6G5R8H2,A0A6M4WH85,A0A7G1NSN2	13	13
Strep_C156787	Strep_C156787A0	1	0.007142857142857143	C9YUH7	C9YUH7	S5VAG5,A0A1D8G2W5,A0A3S8XIH9	19	19
Strep_C156788	Strep_C156788A0	1	0.007142857142857143	C9Z004	C9Z004	A0A1B1MMP5,A0A5P8JXM0,A0A6M4X0B9	5	5
Strep_C156789	Strep_C156789A0	1	0.007142857142857143	C9ZA49	C9ZA49	A0A5P8JYA4,A0A7M2T1G4,A0A7T7HZT7	4	4
Strep_C15679	Strep_C15679A0	1	0.007142857142857143	A0A7T7RG48	A0A7T7RG48		1	1
Strep_C156790	Strep_C156790A0	1	0.007142857142857143	C9ZH50	C9ZH50		1	1
Strep_C156791	Strep_C156791A0	1	0.007142857142857143	B1VUK6	B1VUK6		1	1
Strep_C156792	Strep_C156792A8	2	0.014285714285714285	A0A7H8ZX91	B1VY94	G2NDX7,A0A2Z5JDI2,A0A1D8G034	20	21
Strep_C156793	Strep_C156793A0	1	0.007142857142857143	I2N7C2	I2N7C2	A0A5B8ILB1	2	2
Strep_C156794	Strep_C156794A0	1	0.007142857142857143	I2NBK3	I2NBK3		1	1
Strep_C156795	Strep_C156795A0	1	0.007142857142857143	G2P3M2	G2P3M2	A0A1H4I5H6,A0A222SMA4	3	3
Strep_C156796	Strep_C156796A0	1	0.007142857142857143	G2PE07	G2PE07	A0A5J6GT23	2	2
Strep_C156797	Strep_C156797A0	1	0.007142857142857143	G2PGW0	G2PGW0		1	1
Strep_C156798	Strep_C156798A0	1	0.007142857142857143	A0A8B1NM05	A0A8B1NM05		1	1
Strep_C156799	Strep_C156799A0	1	0.007142857142857143	A0A8B1NWS5	A0A8B1NWS5	L8EYK8,A0A1D7VGT3,A0A1W5XMM4	5	5
Strep_C1568	Strep_C1568A0	1	0.007142857142857143	A0A6I6FG84	A0A6I6FG84		1	1
Strep_C15680	Strep_C15680A19	2	0.014285714285714285	A0A3G4W1K0	D7C8M8	A0A7H8ZMD4,A0A1V0UI21,D7C7T1	140	139
Strep_C156800	Strep_C156800A0	1	0.007142857142857143	J2JXX3	J2JXX3	A0A1V0TYU1,A0A6I6SKA7	3	3
Strep_C156801	Strep_C156801A0	1	0.007142857142857143	J2K3Q5	J2K3Q5		1	1
Strep_C156802	Strep_C156802A0	1	0.007142857142857143	A0A8A1UF82	A0A8A1UF82		1	1
Strep_C156803	Strep_C156803A0	1	0.007142857142857143	A0A8A1UIV8	A0A8A1UIV8	A0A0M4DQL4	2	2
Strep_C156804	Strep_C156804A0	1	0.007142857142857143	A0A8A1UJM1	A0A8A1UJM1		1	1
Strep_C156805	Strep_C156805A0	1	0.007142857142857143	A0A8A1UXT6	A0A8A1UXT6		1	1
Strep_C156806	Strep_C156806A0	1	0.007142857142857143	A0A8A1V0P4	A0A8A1V0P4		1	1
Strep_C156807	Strep_C156807A0	1	0.007142857142857143	A0A8A1V3T3	A0A8A1V3T3		1	1
Strep_C156808	Strep_C156808A0	1	0.007142857142857143	A0A8B1NS69	L8EJY6	A0A0A8EJX8,A0A1D7VS40,A0A1W5XU20	8	8
Strep_C156809	Strep_C156809A0	1	0.007142857142857143	L8ENA8	L8ENA8		1	1
Strep_C15681	Strep_C15681A0	1	0.007142857142857143	B1VT67	B1VT67	A0A2Z5J6A8	2	2
Strep_C156810	Strep_C156810A0	1	0.007142857142857143	L8F1Z7	L8F1Z7		1	1
Strep_C156811	Strep_C156811A0	1	0.007142857142857143	N0CQK6	N0CQK6		1	1
Strep_C156812	Strep_C156812A0	1	0.007142857142857143	G2NLN5	N0D1J9	A0A0M4E5H2,A0A0U3MPF8,A0A1L6PUT6	10	10
Strep_C156813	Strep_C156813A0	1	0.007142857142857143	S5UJY3	S5UJY3		1	1
Strep_C156814	Strep_C156814A0	1	0.007142857142857143	S5UUV0	S5UUV0		1	1
Strep_C156815	Strep_C156815A0	1	0.007142857142857143	S5VC31	S5VC31	A0A221P4R1	2	2
Strep_C156816	Strep_C156816A0	1	0.007142857142857143	S5VF10	S5VF10		1	1
