gene	strain_count	frequency_percent
Strep_C26535	3	33.33333333333333
Strep_C13535	3	33.33333333333333
Strep_C13545	3	33.33333333333333
Strep_C23728	3	33.33333333333333
Strep_C1304	3	33.33333333333333
Strep_C23196	3	33.33333333333333
Strep_C23762	3	33.33333333333333
Strep_C14396	3	33.33333333333333
Strep_C13633	3	33.33333333333333
Strep_C23137	3	33.33333333333333
Strep_C26674	3	33.33333333333333
Strep_C2648	3	33.33333333333333
Strep_C8169	3	33.33333333333333
Strep_C8165	3	33.33333333333333
Strep_C27918	3	33.33333333333333
Strep_C2741	3	33.33333333333333
Strep_C23106	3	33.33333333333333
Strep_C13742	3	33.33333333333333
Strep_C12984	3	33.33333333333333
Strep_C8155	3	33.33333333333333
Strep_C8154	3	33.33333333333333
Strep_C23090	3	33.33333333333333
Strep_C26679	3	33.33333333333333
Strep_C13764	3	33.33333333333333
Strep_C23827	3	33.33333333333333
Strep_C12976	3	33.33333333333333
Strep_C13770	3	33.33333333333333
Strep_C2306	3	33.33333333333333
Strep_C23832	3	33.33333333333333
Strep_C1377	3	33.33333333333333
Strep_C23138	3	33.33333333333333
Strep_C29790	3	33.33333333333333
Strep_C23140	3	33.33333333333333
Strep_C2316	3	33.33333333333333
Strep_C2650	3	33.33333333333333
Strep_C29802	3	33.33333333333333
Strep_C1363	3	33.33333333333333
Strep_C23182	3	33.33333333333333
Strep_C1364	3	33.33333333333333
Strep_C13651	3	33.33333333333333
Strep_C13010	3	33.33333333333333
Strep_C10092	3	33.33333333333333
Strep_C10097	3	33.33333333333333
Strep_C23168	3	33.33333333333333
Strep_C10099	3	33.33333333333333
Strep_C1300	3	33.33333333333333
Strep_C13008	3	33.33333333333333
Strep_C23165	3	33.33333333333333
Strep_C23161	3	33.33333333333333
Strep_C13677	3	33.33333333333333
Strep_C27921	3	33.33333333333333
Strep_C23785	3	33.33333333333333
Strep_C8186	3	33.33333333333333
Strep_C23144	3	33.33333333333333
Strep_C23308	3	33.33333333333333
Strep_C13475	3	33.33333333333333
Strep_C13474	3	33.33333333333333
Strep_C13470	3	33.33333333333333
Strep_C13258	3	33.33333333333333
Strep_C13135	3	33.33333333333333
Strep_C8420	3	33.33333333333333
Strep_C8484	3	33.33333333333333
Strep_C13263	3	33.33333333333333
Strep_C2995	3	33.33333333333333
Strep_C26603	3	33.33333333333333
Strep_C13268	3	33.33333333333333
Strep_C29895	3	33.33333333333333
Strep_C23606	3	33.33333333333333
Strep_C8413	3	33.33333333333333
Strep_C8412	3	33.33333333333333
Strep_C10021	3	33.33333333333333
Strep_C23478	3	33.33333333333333
Strep_C26597	3	33.33333333333333
Strep_C13294	3	33.33333333333333
Strep_C8403	3	33.33333333333333
Strep_C26593	3	33.33333333333333
Strep_C29884	3	33.33333333333333
Strep_C8399	3	33.33333333333333
Strep_C8397	3	33.33333333333333
Strep_C13257	3	33.33333333333333
Strep_C13256	3	33.33333333333333
Strep_C29899	3	33.33333333333333
Strep_C23532	3	33.33333333333333
Strep_C10003	3	33.33333333333333
Strep_C2990	3	33.33333333333333
Strep_C10004	3	33.33333333333333
Strep_C845	3	33.33333333333333
Strep_C13189	3	33.33333333333333
Strep_C9999	3	33.33333333333333
Strep_C8451	3	33.33333333333333
Strep_C10009	3	33.33333333333333
Strep_C10010	3	33.33333333333333
Strep_C13216	3	33.33333333333333
Strep_C1324	3	33.33333333333333
Strep_C23587	3	33.33333333333333
Strep_C8436	3	33.33333333333333
Strep_C23589	3	33.33333333333333
Strep_C13223	3	33.33333333333333
Strep_C2358	3	33.33333333333333
Strep_C23519	3	33.33333333333333
Strep_C13229	3	33.33333333333333
Strep_C13237	3	33.33333333333333
Strep_C10018	3	33.33333333333333
Strep_C23620	3	33.33333333333333
Strep_C8491	3	33.33333333333333
Strep_C26590	3	33.33333333333333
Strep_C23335	3	33.33333333333333
Strep_C13415	3	33.33333333333333
Strep_C13416	3	33.33333333333333
Strep_C1004	3	33.33333333333333
Strep_C10054	3	33.33333333333333
Strep_C13426	3	33.33333333333333
Strep_C8326	3	33.33333333333333
Strep_C13432	3	33.33333333333333
Strep_C10057	3	33.33333333333333
Strep_C10058	3	33.33333333333333
Strep_C1005	3	33.33333333333333
Strep_C23369	3	33.33333333333333
Strep_C30062	3	33.33333333333333
Strep_C23331	3	33.33333333333333
Strep_C13447	3	33.33333333333333
Strep_C8311	3	33.33333333333333
Strep_C30067	3	33.33333333333333
Strep_C26556	3	33.33333333333333
Strep_C13461	3	33.33333333333333
Strep_C23315	3	33.33333333333333
Strep_C13078	3	33.33333333333333
Strep_C23360	3	33.33333333333333
Strep_C10042	3	33.33333333333333
Strep_C13325	3	33.33333333333333
Strep_C836	3	33.33333333333333
Strep_C23443	3	33.33333333333333
Strep_C13329	3	33.33333333333333
Strep_C23442	3	33.33333333333333
Strep_C13109	3	33.33333333333333
Strep_C13332	3	33.33333333333333
Strep_C8385	3	33.33333333333333
Strep_C2343	3	33.33333333333333
Strep_C23431	3	33.33333333333333
Strep_C13351	3	33.33333333333333
Strep_C13103	3	33.33333333333333
Strep_C29856	3	33.33333333333333
Strep_C23642	3	33.33333333333333
Strep_C13369	3	33.33333333333333
Strep_C13374	3	33.33333333333333
Strep_C13379	3	33.33333333333333
Strep_C1337	3	33.33333333333333
Strep_C8350	3	33.33333333333333
Strep_C1003	3	33.33333333333333
Strep_C23662	3	33.33333333333333
Strep_C3002	3	33.33333333333333
Strep_C23055	3	33.33333333333333
Strep_C13786	3	33.33333333333333
Strep_C2304	3	33.33333333333333
Strep_C12870	3	33.33333333333333
Strep_C14198	3	33.33333333333333
Strep_C14199	3	33.33333333333333
Strep_C7913	3	33.33333333333333
Strep_C29670	3	33.33333333333333
Strep_C3075	3	33.33333333333333
Strep_C790	3	33.33333333333333
Strep_C22733	3	33.33333333333333
Strep_C1420	3	33.33333333333333
Strep_C3076	3	33.33333333333333
Strep_C29667	3	33.33333333333333
Strep_C3082	3	33.33333333333333
Strep_C3085	3	33.33333333333333
Strep_C14228	3	33.33333333333333
Strep_C22717	3	33.33333333333333
Strep_C7898	3	33.33333333333333
Strep_C14234	3	33.33333333333333
Strep_C3090	3	33.33333333333333
Strep_C14243	3	33.33333333333333
Strep_C12843	3	33.33333333333333
Strep_C7888	3	33.33333333333333
Strep_C3096	3	33.33333333333333
Strep_C26364	3	33.33333333333333
Strep_C3061	3	33.33333333333333
Strep_C14185	3	33.33333333333333
Strep_C14145	3	33.33333333333333
Strep_C14121	3	33.33333333333333
Strep_C14122	3	33.33333333333333
Strep_C14123	3	33.33333333333333
Strep_C23957	3	33.33333333333333
Strep_C10186	3	33.33333333333333
Strep_C22800	3	33.33333333333333
Strep_C30397	3	33.33333333333333
Strep_C303	3	33.33333333333333
Strep_C22787	3	33.33333333333333
Strep_C14148	3	33.33333333333333
Strep_C14184	3	33.33333333333333
Strep_C3042	3	33.33333333333333
Strep_C7936	3	33.33333333333333
Strep_C7933	3	33.33333333333333
Strep_C1415	3	33.33333333333333
Strep_C7929	3	33.33333333333333
Strep_C22769	3	33.33333333333333
Strep_C14177	3	33.33333333333333
Strep_C3058	3	33.33333333333333
Strep_C14182	3	33.33333333333333
Strep_C226	3	33.33333333333333
Strep_C2269	3	33.33333333333333
Strep_C22699	3	33.33333333333333
Strep_C3158	3	33.33333333333333
Strep_C3135	3	33.33333333333333
Strep_C24009	3	33.33333333333333
Strep_C7834	3	33.33333333333333
Strep_C3146	3	33.33333333333333
Strep_C3150	3	33.33333333333333
Strep_C7823	3	33.33333333333333
Strep_C22609	3	33.33333333333333
Strep_C26314	3	33.33333333333333
Strep_C3156	3	33.33333333333333
Strep_C14380	3	33.33333333333333
Strep_C10230	3	33.33333333333333
Strep_C14381	3	33.33333333333333
Strep_C14382	3	33.33333333333333
Strep_C27359	3	33.33333333333333
Strep_C7816	3	33.33333333333333
Strep_C14385	3	33.33333333333333
Strep_C14386	3	33.33333333333333
Strep_C2630	3	33.33333333333333
Strep_C10247	3	33.33333333333333
Strep_C28178	3	33.33333333333333
Strep_C26321	3	33.33333333333333
Strep_C9911	3	33.33333333333333
Strep_C14265	3	33.33333333333333
Strep_C22659	3	33.33333333333333
Strep_C14266	3	33.33333333333333
Strep_C12838	3	33.33333333333333
Strep_C14281	3	33.33333333333333
Strep_C14283	3	33.33333333333333
Strep_C27432	3	33.33333333333333
Strep_C22680	3	33.33333333333333
Strep_C9916	3	33.33333333333333
Strep_C8637	3	33.33333333333333
Strep_C24000	3	33.33333333333333
Strep_C863	3	33.33333333333333
Strep_C26324	3	33.33333333333333
Strep_C22656	3	33.33333333333333
Strep_C22654	3	33.33333333333333
Strep_C3126	3	33.33333333333333
Strep_C12821	3	33.33333333333333
Strep_C22639	3	33.33333333333333
Strep_C27887	3	33.33333333333333
Strep_C24006	3	33.33333333333333
Strep_C14336	3	33.33333333333333
Strep_C10229	3	33.33333333333333
Strep_C22806	3	33.33333333333333
Strep_C26382	3	33.33333333333333
Strep_C13794	3	33.33333333333333
Strep_C23955	3	33.33333333333333
Strep_C28087	3	33.33333333333333
Strep_C8585	3	33.33333333333333
Strep_C13891	3	33.33333333333333
Strep_C8076	3	33.33333333333333
Strep_C23883	3	33.33333333333333
Strep_C12934	3	33.33333333333333
Strep_C22966	3	33.33333333333333
Strep_C8588	3	33.33333333333333
Strep_C13905	3	33.33333333333333
Strep_C22962	3	33.33333333333333
Strep_C22960	3	33.33333333333333
Strep_C13911	3	33.33333333333333
Strep_C10151	3	33.33333333333333
Strep_C10152	3	33.33333333333333
Strep_C29727	3	33.33333333333333
Strep_C12929	3	33.33333333333333
Strep_C22948	3	33.33333333333333
Strep_C22945	3	33.33333333333333
Strep_C29726	3	33.33333333333333
Strep_C28095	3	33.33333333333333
Strep_C13955	3	33.33333333333333
Strep_C9950	3	33.33333333333333
Strep_C13873	3	33.33333333333333
Strep_C9951	3	33.33333333333333
Strep_C23850	3	33.33333333333333
Strep_C8571	3	33.33333333333333
Strep_C12970	3	33.33333333333333
Strep_C29752	3	33.33333333333333
Strep_C10129	3	33.33333333333333
Strep_C12963	3	33.33333333333333
Strep_C13821	3	33.33333333333333
Strep_C29745	3	33.33333333333333
Strep_C8576	3	33.33333333333333
Strep_C29742	3	33.33333333333333
Strep_C23852	3	33.33333333333333
Strep_C22991	3	33.33333333333333
Strep_C8110	3	33.33333333333333
Strep_C9957	3	33.33333333333333
Strep_C30264	3	33.33333333333333
Strep_C30268	3	33.33333333333333
Strep_C13853	3	33.33333333333333
Strep_C12948	3	33.33333333333333
Strep_C22997	3	33.33333333333333
Strep_C22996	3	33.33333333333333
Strep_C22993	3	33.33333333333333
Strep_C8041	3	33.33333333333333
Strep_C10160	3	33.33333333333333
Strep_C12919	3	33.33333333333333
Strep_C14088	3	33.33333333333333
Strep_C23939	3	33.33333333333333
Strep_C10177	3	33.33333333333333
Strep_C8616	3	33.33333333333333
Strep_C7985	3	33.33333333333333
Strep_C10178	3	33.33333333333333
Strep_C7980	3	33.33333333333333
Strep_C797	3	33.33333333333333
Strep_C22832	3	33.33333333333333
Strep_C22828	3	33.33333333333333
Strep_C12881	3	33.33333333333333
Strep_C23935	3	33.33333333333333
Strep_C14092	3	33.33333333333333
Strep_C12880	3	33.33333333333333
Strep_C12879	3	33.33333333333333
Strep_C22812	3	33.33333333333333
Strep_C23953	3	33.33333333333333
Strep_C12872	3	33.33333333333333
Strep_C7954	3	33.33333333333333
Strep_C12871	3	33.33333333333333
Strep_C14114	3	33.33333333333333
Strep_C14047	3	33.33333333333333
Strep_C12895	3	33.33333333333333
Strep_C26422	3	33.33333333333333
Strep_C2742	3	33.33333333333333
Strep_C26421	3	33.33333333333333
Strep_C12917	3	33.33333333333333
Strep_C30327	3	33.33333333333333
Strep_C8030	3	33.33333333333333
Strep_C12913	3	33.33333333333333
Strep_C10169	3	33.33333333333333
Strep_C23917	3	33.33333333333333
Strep_C14003	3	33.33333333333333
Strep_C8603	3	33.33333333333333
Strep_C22876	3	33.33333333333333
Strep_C10174	3	33.33333333333333
Strep_C23924	3	33.33333333333333
Strep_C1289	3	33.33333333333333
Strep_C1402	3	33.33333333333333
Strep_C860	3	33.33333333333333
Strep_C22864	3	33.33333333333333
Strep_C23931	3	33.33333333333333
Strep_C23932	3	33.33333333333333
Strep_C22861	3	33.33333333333333
Strep_C1403	3	33.33333333333333
Strep_C28423	3	33.33333333333333
Strep_C22300	3	33.33333333333333
Strep_C19223	3	33.33333333333333
Strep_C12270	3	33.33333333333333
Strep_C9758	3	33.33333333333333
Strep_C25893	3	33.33333333333333
Strep_C24426	3	33.33333333333333
Strep_C15767	3	33.33333333333333
Strep_C25948	3	33.33333333333333
Strep_C21164	3	33.33333333333333
Strep_C29392	3	33.33333333333333
Strep_C388	3	33.33333333333333
Strep_C3804	3	33.33333333333333
Strep_C15762	3	33.33333333333333
Strep_C15760	3	33.33333333333333
Strep_C6799	3	33.33333333333333
Strep_C9714	3	33.33333333333333
Strep_C15758	3	33.33333333333333
Strep_C1599	3	33.33333333333333
Strep_C6990	3	33.33333333333333
Strep_C15753	3	33.33333333333333
Strep_C21159	3	33.33333333333333
Strep_C8926	3	33.33333333333333
Strep_C16217	3	33.33333333333333
Strep_C28475	3	33.33333333333333
Strep_C9757	3	33.33333333333333
Strep_C25946	3	33.33333333333333
Strep_C258	3	33.33333333333333
Strep_C12279	3	33.33333333333333
Strep_C6878	3	33.33333333333333
Strep_C24428	3	33.33333333333333
Strep_C12205	3	33.33333333333333
Strep_C21171	3	33.33333333333333
Strep_C21566	3	33.33333333333333
Strep_C7092	3	33.33333333333333
Strep_C15776	3	33.33333333333333
Strep_C7000	3	33.33333333333333
Strep_C8923	3	33.33333333333333
Strep_C21571	3	33.33333333333333
Strep_C8978	3	33.33333333333333
Strep_C21170	3	33.33333333333333
Strep_C4056	3	33.33333333333333
Strep_C6801	3	33.33333333333333
Strep_C25794	3	33.33333333333333
Strep_C12208	3	33.33333333333333
Strep_C3972	3	33.33333333333333
Strep_C16377	3	33.33333333333333
Strep_C12378	3	33.33333333333333
Strep_C16007	3	33.33333333333333
Strep_C21410	3	33.33333333333333
Strep_C12226	3	33.33333333333333
Strep_C16158	3	33.33333333333333
Strep_C15730	3	33.33333333333333
Strep_C7113	3	33.33333333333333
Strep_C12375	3	33.33333333333333
Strep_C21318	3	33.33333333333333
Strep_C28439	3	33.33333333333333
Strep_C3792	3	33.33333333333333
Strep_C4071	3	33.33333333333333
Strep_C3901	3	33.33333333333333
Strep_C10557	3	33.33333333333333
Strep_C21139	3	33.33333333333333
Strep_C3902	3	33.33333333333333
Strep_C2587	3	33.33333333333333
Strep_C8986	3	33.33333333333333
Strep_C21406	3	33.33333333333333
Strep_C6771	3	33.33333333333333
Strep_C15718	3	33.33333333333333
Strep_C8955	3	33.33333333333333
Strep_C4068	3	33.33333333333333
Strep_C6905	3	33.33333333333333
Strep_C6793	3	33.33333333333333
Strep_C21296	3	33.33333333333333
Strep_C16380	3	33.33333333333333
Strep_C29419	3	33.33333333333333
Strep_C7107	3	33.33333333333333
Strep_C8875	3	33.33333333333333
Strep_C16185	3	33.33333333333333
Strep_C8981	3	33.33333333333333
Strep_C21599	3	33.33333333333333
Strep_C10685	3	33.33333333333333
Strep_C16032	3	33.33333333333333
Strep_C1601	3	33.33333333333333
Strep_C212	3	33.33333333333333
Strep_C8874	3	33.33333333333333
Strep_C16179	3	33.33333333333333
Strep_C25882	3	33.33333333333333
Strep_C25841	3	33.33333333333333
Strep_C10689	3	33.33333333333333
Strep_C16030	3	33.33333333333333
Strep_C21556	3	33.33333333333333
Strep_C7009	3	33.33333333333333
Strep_C10682	3	33.33333333333333
Strep_C16352	3	33.33333333333333
Strep_C21504	3	33.33333333333333
Strep_C7035	3	33.33333333333333
Strep_C6847	3	33.33333333333333
Strep_C2120	3	33.33333333333333
Strep_C21228	3	33.33333333333333
Strep_C12315	3	33.33333333333333
Strep_C4026	3	33.33333333333333
Strep_C16300	3	33.33333333333333
Strep_C4027	3	33.33333333333333
Strep_C6833	3	33.33333333333333
Strep_C15860	3	33.33333333333333
Strep_C15858	3	33.33333333333333
Strep_C1065	3	33.33333333333333
Strep_C890	3	33.33333333333333
Strep_C15855	3	33.33333333333333
Strep_C2592	3	33.33333333333333
Strep_C27789	3	33.33333333333333
Strep_C16308	3	33.33333333333333
Strep_C3867	3	33.33333333333333
Strep_C15909	3	33.33333333333333
Strep_C15907	3	33.33333333333333
Strep_C21502	3	33.33333333333333
Strep_C15887	3	33.33333333333333
Strep_C15899	3	33.33333333333333
Strep_C21492	3	33.33333333333333
Strep_C6844	3	33.33333333333333
Strep_C15900	3	33.33333333333333
Strep_C4013	3	33.33333333333333
Strep_C889	3	33.33333333333333
Strep_C7044	3	33.33333333333333
Strep_C21215	3	33.33333333333333
Strep_C4012	3	33.33333333333333
Strep_C10673	3	33.33333333333333
Strep_C21496	3	33.33333333333333
Strep_C3855	3	33.33333333333333
Strep_C15903	3	33.33333333333333
Strep_C26858	3	33.33333333333333
Strep_C24363	3	33.33333333333333
Strep_C15878	3	33.33333333333333
Strep_C15906	3	33.33333333333333
Strep_C12325	3	33.33333333333333
Strep_C9736	3	33.33333333333333
Strep_C7065	3	33.33333333333333
Strep_C15935	3	33.33333333333333
Strep_C12280	3	33.33333333333333
Strep_C15960	3	33.33333333333333
Strep_C27260	3	33.33333333333333
Strep_C16344	3	33.33333333333333
Strep_C6810	3	33.33333333333333
Strep_C12288	3	33.33333333333333
Strep_C15964	3	33.33333333333333
Strep_C3992	3	33.33333333333333
Strep_C15968	3	33.33333333333333
Strep_C24358	3	33.33333333333333
Strep_C7015	3	33.33333333333333
Strep_C1634	3	33.33333333333333
Strep_C21546	3	33.33333333333333
Strep_C3828	3	33.33333333333333
Strep_C1622	3	33.33333333333333
Strep_C3879	3	33.33333333333333
Strep_C12352	3	33.33333333333333
Strep_C24356	3	33.33333333333333
Strep_C12202	3	33.33333333333333
Strep_C15825	3	33.33333333333333
Strep_C16335	3	33.33333333333333
Strep_C15846	3	33.33333333333333
Strep_C24457	3	33.33333333333333
Strep_C28534	3	33.33333333333333
Strep_C12336	3	33.33333333333333
Strep_C386	3	33.33333333333333
Strep_C7025	3	33.33333333333333
Strep_C3870	3	33.33333333333333
Strep_C21522	3	33.33333333333333
Strep_C15841	3	33.33333333333333
Strep_C4032	3	33.33333333333333
Strep_C16254	3	33.33333333333333
Strep_C12176	3	33.33333333333333
Strep_C25806	3	33.33333333333333
Strep_C7070	3	33.33333333333333
Strep_C24459	3	33.33333333333333
Strep_C12199	3	33.33333333333333
Strep_C3835	3	33.33333333333333
Strep_C16246	3	33.33333333333333
Strep_C24374	3	33.33333333333333
Strep_C6815	3	33.33333333333333
Strep_C2131	3	33.33333333333333
Strep_C16366	3	33.33333333333333
Strep_C2132	3	33.33333333333333
Strep_C16063	3	33.33333333333333
Strep_C1643	3	33.33333333333333
Strep_C16427	3	33.33333333333333
Strep_C213	3	33.33333333333333
Strep_C3940	3	33.33333333333333
Strep_C16079	3	33.33333333333333
Strep_C21366	3	33.33333333333333
Strep_C12392	3	33.33333333333333
Strep_C27810	3	33.33333333333333
Strep_C16442	3	33.33333333333333
Strep_C28432	3	33.33333333333333
Strep_C4081	3	33.33333333333333
Strep_C3924	3	33.33333333333333
Strep_C15707	3	33.33333333333333
Strep_C12156	3	33.33333333333333
Strep_C16130	3	33.33333333333333
Strep_C2133	3	33.33333333333333
Strep_C390	3	33.33333333333333
Strep_C6943	3	33.33333333333333
Strep_C21398	3	33.33333333333333
Strep_C21101	3	33.33333333333333
Strep_C16093	3	33.33333333333333
Strep_C6759	3	33.33333333333333
Strep_C6924	3	33.33333333333333
Strep_C21119	3	33.33333333333333
Strep_C28427	3	33.33333333333333
Strep_C24321	3	33.33333333333333
Strep_C6923	3	33.33333333333333
Strep_C8862	3	33.33333333333333
Strep_C16126	3	33.33333333333333
Strep_C2164	3	33.33333333333333
Strep_C21394	3	33.33333333333333
Strep_C12246	3	33.33333333333333
Strep_C15656	3	33.33333333333333
Strep_C16125	3	33.33333333333333
Strep_C21668	3	33.33333333333333
Strep_C2138	3	33.33333333333333
Strep_C3950	3	33.33333333333333
Strep_C16148	3	33.33333333333333
Strep_C21383	3	33.33333333333333
Strep_C3930	3	33.33333333333333
Strep_C16433	3	33.33333333333333
Strep_C377	3	33.33333333333333
Strep_C16078	3	33.33333333333333
Strep_C21353	3	33.33333333333333
Strep_C16097	3	33.33333333333333
Strep_C16431	3	33.33333333333333
Strep_C15671	3	33.33333333333333
Strep_C21364	3	33.33333333333333
Strep_C6761	3	33.33333333333333
Strep_C24331	3	33.33333333333333
Strep_C16430	3	33.33333333333333
Strep_C15714	3	33.33333333333333
Strep_C3917	3	33.33333333333333
Strep_C1641	3	33.33333333333333
Strep_C16428	3	33.33333333333333
Strep_C6768	3	33.33333333333333
Strep_C24391	3	33.33333333333333
Strep_C1566	3	33.33333333333333
Strep_C6752	3	33.33333333333333
Strep_C21362	3	33.33333333333333
Strep_C6960	3	33.33333333333333
Strep_C12157	3	33.33333333333333
Strep_C25869	3	33.33333333333333
Strep_C16464	3	33.33333333333333
Strep_C25875	3	33.33333333333333
Strep_C6941	3	33.33333333333333
Strep_C27269	3	33.33333333333333
Strep_C898	3	33.33333333333333
Strep_C10624	3	33.33333333333333
Strep_C6939	3	33.33333333333333
Strep_C4184	2	22.22222222222222
Strep_C22995	2	22.22222222222222
Strep_C20946	2	22.22222222222222
Strep_C19668	2	22.22222222222222
Strep_C20951	2	22.22222222222222
Strep_C9952	2	22.22222222222222
Strep_C11144	2	22.22222222222222
Strep_C19662	2	22.22222222222222
Strep_C22711	2	22.22222222222222
Strep_C29731	2	22.22222222222222
Strep_C19663	2	22.22222222222222
Strep_C4186	2	22.22222222222222
Strep_C4826	2	22.22222222222222
Strep_C23868	2	22.22222222222222
Strep_C23872	2	22.22222222222222
Strep_C2297	2	22.22222222222222
Strep_C19659	2	22.22222222222222
Strep_C23878	2	22.22222222222222
Strep_C22712	2	22.22222222222222
Strep_C20950	2	22.22222222222222
Strep_C19658	2	22.22222222222222
Strep_C19660	2	22.22222222222222
Strep_C19657	2	22.22222222222222
Strep_C20948	2	22.22222222222222
Strep_C4939	2	22.22222222222222
Strep_C19673	2	22.22222222222222
Strep_C22972	2	22.22222222222222
Strep_C30301	2	22.22222222222222
Strep_C30299	2	22.22222222222222
Strep_C482	2	22.22222222222222
Strep_C21257	2	22.22222222222222
Strep_C10652	2	22.22222222222222
Strep_C24436	2	22.22222222222222
Strep_C9508	2	22.22222222222222
Strep_C2294	2	22.22222222222222
Strep_C22949	2	22.22222222222222
Strep_C24433	2	22.22222222222222
Strep_C24830	2	22.22222222222222
Strep_C27268	2	22.22222222222222
Strep_C24526	2	22.22222222222222
Strep_C4001	2	22.22222222222222
Strep_C22721	2	22.22222222222222
Strep_C21336	2	22.22222222222222
Strep_C27427	2	22.22222222222222
Strep_C20878	2	22.22222222222222
Strep_C1064	2	22.22222222222222
Strep_C22937	2	22.22222222222222
Strep_C22934	2	22.22222222222222
Strep_C29107	2	22.22222222222222
Strep_C27428	2	22.22222222222222
Strep_C22931	2	22.22222222222222
Strep_C22928	2	22.22222222222222
Strep_C1014	2	22.22222222222222
Strep_C22955	2	22.22222222222222
Strep_C22956	2	22.22222222222222
Strep_C10148	2	22.22222222222222
Strep_C20945	2	22.22222222222222
Strep_C4000	2	22.22222222222222
Strep_C21252	2	22.22222222222222
Strep_C4936	2	22.22222222222222
Strep_C27370	2	22.22222222222222
Strep_C23884	2	22.22222222222222
Strep_C19672	2	22.22222222222222
Strep_C22964	2	22.22222222222222
Strep_C4189	2	22.22222222222222
Strep_C9509	2	22.22222222222222
Strep_C9479	2	22.22222222222222
Strep_C9480	2	22.22222222222222
Strep_C22963	2	22.22222222222222
Strep_C21254	2	22.22222222222222
Strep_C3087	2	22.22222222222222
Strep_C22961	2	22.22222222222222
Strep_C399	2	22.22222222222222
Strep_C9706	2	22.22222222222222
Strep_C11131	2	22.22222222222222
Strep_C22959	2	22.22222222222222
Strep_C24881	2	22.22222222222222
Strep_C23885	2	22.22222222222222
Strep_C4227	2	22.22222222222222
Strep_C4183	2	22.22222222222222
Strep_C21245	2	22.22222222222222
Strep_C21248	2	22.22222222222222
Strep_C22694	2	22.22222222222222
Strep_C1960	2	22.22222222222222
Strep_C10123	2	22.22222222222222
Strep_C11155	2	22.22222222222222
Strep_C4818	2	22.22222222222222
Strep_C11153	2	22.22222222222222
Strep_C4174	2	22.22222222222222
Strep_C4970	2	22.22222222222222
Strep_C4968	2	22.22222222222222
Strep_C3098	2	22.22222222222222
Strep_C23045	2	22.22222222222222
Strep_C23044	2	22.22222222222222
Strep_C22698	2	22.22222222222222
Strep_C23043	2	22.22222222222222
Strep_C27256	2	22.22222222222222
Strep_C1961	2	22.22222222222222
Strep_C23042	2	22.22222222222222
Strep_C20967	2	22.22222222222222
Strep_C20873	2	22.22222222222222
Strep_C10623	2	22.22222222222222
Strep_C23040	2	22.22222222222222
Strep_C21343	2	22.22222222222222
Strep_C19622	2	22.22222222222222
Strep_C9516	2	22.22222222222222
Strep_C29751	2	22.22222222222222
Strep_C19623	2	22.22222222222222
Strep_C4972	2	22.22222222222222
Strep_C23047	2	22.22222222222222
Strep_C9511	2	22.22222222222222
Strep_C23048	2	22.22222222222222
Strep_C21354	2	22.22222222222222
Strep_C3022	2	22.22222222222222
Strep_C11158	2	22.22222222222222
Strep_C30230	2	22.22222222222222
Strep_C9919	2	22.22222222222222
Strep_C30232	2	22.22222222222222
Strep_C23060	2	22.22222222222222
Strep_C2305	2	22.22222222222222
Strep_C20970	2	22.22222222222222
Strep_C30236	2	22.22222222222222
Strep_C30237	2	22.22222222222222
Strep_C2913	2	22.22222222222222
Strep_C23054	2	22.22222222222222
Strep_C23836	2	22.22222222222222
Strep_C3104	2	22.22222222222222
Strep_C27369	2	22.22222222222222
Strep_C22688	2	22.22222222222222
Strep_C9920	2	22.22222222222222
Strep_C23993	2	22.22222222222222
Strep_C23051	2	22.22222222222222
Strep_C20871	2	22.22222222222222
Strep_C23050	2	22.22222222222222
Strep_C10741	2	22.22222222222222
Strep_C23049	2	22.22222222222222
Strep_C3934	2	22.22222222222222
Strep_C9514	2	22.22222222222222
Strep_C29747	2	22.22222222222222
Strep_C1987	2	22.22222222222222
Strep_C1012	2	22.22222222222222
Strep_C21244	2	22.22222222222222
Strep_C19872	2	22.22222222222222
Strep_C23859	2	22.22222222222222
Strep_C23860	2	22.22222222222222
Strep_C29098	2	22.22222222222222
Strep_C4954	2	22.22222222222222
Strep_C23861	2	22.22222222222222
Strep_C4952	2	22.22222222222222
Strep_C3091	2	22.22222222222222
Strep_C21340	2	22.22222222222222
Strep_C29109	2	22.22222222222222
Strep_C2488	2	22.22222222222222
Strep_C23862	2	22.22222222222222
Strep_C23863	2	22.22222222222222
Strep_C1986	2	22.22222222222222
Strep_C9954	2	22.22222222222222
Strep_C19869	2	22.22222222222222
Strep_C308	2	22.22222222222222
Strep_C9953	2	22.22222222222222
Strep_C1964	2	22.22222222222222
Strep_C10656	2	22.22222222222222
Strep_C2270	2	22.22222222222222
Strep_C23864	2	22.22222222222222
Strep_C27147	2	22.22222222222222
Strep_C4945	2	22.22222222222222
Strep_C21341	2	22.22222222222222
Strep_C30267	2	22.22222222222222
Strep_C21242	2	22.22222222222222
Strep_C2723	2	22.22222222222222
Strep_C9958	2	22.22222222222222
Strep_C4010	2	22.22222222222222
Strep_C19627	2	22.22222222222222
Strep_C23030	2	22.22222222222222
Strep_C3024	2	22.22222222222222
Strep_C4820	2	22.22222222222222
Strep_C4008	2	22.22222222222222
Strep_C24442	2	22.22222222222222
Strep_C21237	2	22.22222222222222
Strep_C27259	2	22.22222222222222
