gene	dominant_allele	dominant_count	dominant_frequency	dominant_proteins	cluster_representative	alternative_proteins	total_alleles	total_strains_with_gene
Strep_C15604	Strep_C15604A0	1	0.1111111111111111	WP_328839724.1	WP_045555309.1	WP_086765533.1,WP_003947578.1,WP_003976734.1	9	9
Strep_C1562	Strep_C1562A0	1	0.1111111111111111	WP_328836506.1	WP_328836506.1	WP_369279552.1,WP_003972829.1,WP_045559786.1	8	8
Strep_C15629	Strep_C15629A0	1	0.1111111111111111	WP_328837525.1	WP_086796839.1	WP_150472293.1,WP_003948735.1,WP_016327001.1	9	9
Strep_C15643	Strep_C15643A4	2	0.2222222222222222	WP_045563225.1	WP_037704819.1	WP_150469943.1,WP_003946893.1,WP_003977482.1	8	9
Strep_C15644	Strep_C15644A3	2	0.2222222222222222	WP_003977611.1	WP_037704940.1	WP_150469856.1,WP_015508257.1,WP_045562353.1	8	9
Strep_C15676	Strep_C15676A0	1	0.1111111111111111	WP_328836086.1	WP_003952073.1	WP_369279909.1,WP_003972249.1,WP_045556807.1	9	9
Strep_C15677	Strep_C15677A3	2	0.2222222222222222	WP_016325632.1	WP_010640365.1	WP_045561731.1,WP_328840811.1,WP_150474369.1	7	9
Strep_C15729	Strep_C15729A3	2	0.2222222222222222	WP_003977167.1	WP_037701829.1	WP_086770162.1,WP_003947216.1,WP_045557081.1	8	9
Strep_C15731	Strep_C15731A3	2	0.2222222222222222	WP_003977928.1	WP_079024253.1	WP_150473823.1,WP_015508262.1,WP_078853811.1	8	9
Strep_C15738	Strep_C15738A2	2	0.2222222222222222	WP_003976828.1	WP_328839803.1	WP_369277984.1,WP_237314306.1,WP_013004460.1	7	8
Strep_C15739	Strep_C15739A3	2	0.2222222222222222	WP_003976897.1	WP_328839880.1	WP_369277944.1,WP_003947439.1,WP_045560918.1	8	9
Strep_C1574	Strep_C1574A0	1	0.1111111111111111	WP_413254519.1	WP_413254519.1	WP_369278124.1,WP_003947826.1,WP_016326112.1	9	9
Strep_C15746	Strep_C15746A2	2	0.2222222222222222	WP_003975420.1	WP_150472159.1	WP_045562611.1,WP_328837645.1,WP_013001688.1	6	8
Strep_C1576	Strep_C1576A0	1	0.1111111111111111	WP_328840067.1	WP_013004789.1	WP_369277862.1,WP_003977114.1,WP_045557014.1	8	8
Strep_C15761	Strep_C15761A3	2	0.2222222222222222	WP_003973384.1	WP_003951139.1	WP_037696047.1,WP_150472948.1,WP_045561445.1	8	9
Strep_C15766	Strep_C15766A3	2	0.2222222222222222	WP_003973205.1	WP_026048250.1	WP_005481548.1,WP_037700861.1,WP_365269343.1	7	9
Strep_C15775	Strep_C15775A3	2	0.2222222222222222	WP_016326394.1	WP_016326394.1	WP_328838808.1,WP_369278504.1,WP_015507222.1	8	9
Strep_C15778	Strep_C15778A0	1	0.1111111111111111	WP_046706041.1	WP_045556812.1	WP_369279911.1,WP_003952078.1,WP_003972243.1	9	9
Strep_C1578	Strep_C1578A0	1	0.1111111111111111	WP_319767499.1	WP_319767499.1	WP_365271324.1,WP_003976063.1,WP_045557638.1	8	8
Strep_C158	Strep_C158A0	1	0.1111111111111111	WP_328836744.1	WP_086796452.1	WP_150473045.1,WP_015507001.1,WP_016327413.1	9	9
Strep_C15806	Strep_C15806A3	2	0.2222222222222222	WP_003974762.1	WP_037688427.1	WP_045555973.1,WP_319257254.1,WP_003948988.1	7	9
Strep_C15807	Strep_C15807A0	1	0.1111111111111111	WP_037704818.1	WP_037704818.1	WP_369277730.1,WP_003946894.1,WP_003977481.1	9	9
Strep_C15809	Strep_C15809A0	1	0.1111111111111111	WP_319769063.1	WP_319769063.1	WP_369277701.1,WP_003946841.1,WP_003977568.1	9	9
Strep_C15810	Strep_C15810A2	2	0.2222222222222222	WP_003975656.1	WP_327345268.1	WP_150471419.1,WP_045556223.1,WP_013002951.1	7	8
Strep_C15827	Strep_C15827A2	2	0.2222222222222222	WP_003973822.1	WP_369279194.1	WP_328837145.1,WP_045559095.1,WP_041669215.1	7	8
Strep_C15830	Strep_C15830A2	2	0.2222222222222222	WP_003972438.1	WP_369279723.1	WP_328836232.1,WP_237312983.1,WP_012999562.1	7	8
Strep_C15831	Strep_C15831A3	2	0.2222222222222222	WP_011027884.1	WP_003947168.1	WP_319766100.1,WP_369277816.1,WP_045557138.1	8	9
Strep_C15834	Strep_C15834A0	1	0.1111111111111111	WP_328838614.1	WP_008404303.1	WP_073496618.1,WP_042799610.1,WP_093792773.1	9	9
Strep_C15837	Strep_C15837A3	2	0.2222222222222222	WP_003975085.1	WP_003975085.1	WP_328838140.1,WP_150471873.1,WP_037629755.1	8	9
Strep_C15872	Strep_C15872A0	1	0.1111111111111111	WP_327345554.1	WP_327345554.1	WP_150471195.1,WP_003975968.1,WP_060884562.1	8	8
Strep_C15874	Strep_C15874A0	1	0.1111111111111111	WP_328836568.1	WP_328836568.1	WP_244205180.1,WP_003951591.1,WP_003972875.1	9	9
Strep_C15875	Strep_C15875A3	2	0.2222222222222222	WP_003975622.1	WP_328838685.1	WP_045556191.1,WP_150471464.1,WP_003950214.1	7	9
Strep_C15876	Strep_C15876A0	1	0.1111111111111111	WP_328840271.1	WP_328840271.1	WP_086772748.1,WP_003978425.1,WP_045557309.1	8	8
Strep_C15889	Strep_C15889A0	1	0.1111111111111111	WP_328840181.1	WP_003947097.1	WP_150470107.1,WP_003977266.1,WP_045557184.1	9	9
Strep_C15908	Strep_C15908A0	1	0.1111111111111111	WP_328837251.1	WP_045559216.1	WP_086767228.1,WP_008416543.1,WP_003973999.1	9	9
Strep_C1591	Strep_C1591A3	2	0.2222222222222222	WP_003974893.1	WP_319692281.1	WP_150471745.1,WP_003949534.1,WP_045562553.1	8	9
Strep_C15919	Strep_C15919A2	2	0.2222222222222222	WP_003977478.1	WP_010358224.1	WP_328840317.1,WP_369277731.1,WP_237311073.1	7	8
Strep_C15923	Strep_C15923A0	1	0.1111111111111111	WP_037698665.1	WP_037698665.1	WP_369280028.1,WP_003978045.1,WP_045560018.1	8	8
Strep_C15924	Strep_C15924A3	2	0.2222222222222222	WP_003976991.1	WP_319759711.1	WP_369277907.1,WP_003947394.1,WP_237310802.1	8	9
Strep_C15925	Strep_C15925A3	2	0.2222222222222222	WP_003976768.1	WP_319760175.1	WP_365267619.1,WP_003947545.1,WP_045555277.1	8	9
Strep_C15929	Strep_C15929A3	2	0.2222222222222222	WP_016327093.1	WP_328837348.1	WP_365273420.1,WP_003948455.1,WP_045559559.1	8	9
Strep_C15933	Strep_C15933A0	1	0.1111111111111111	WP_328840292.1	WP_328840292.1	WP_369277747.1,WP_003946925.1,WP_003977443.1	9	9
Strep_C15944	Strep_C15944A0	1	0.1111111111111111	WP_328839743.1	WP_003947554.1	WP_150470529.1,WP_003976758.1,WP_045555286.1	9	9
Strep_C15947	Strep_C15947A0	1	0.1111111111111111	WP_037691660.1	WP_003951208.1	WP_369279431.1,WP_003973288.1,WP_045561366.1	9	9
Strep_C15954	Strep_C15954A3	2	0.2222222222222222	WP_003976592.1	WP_015507991.1	WP_328839643.1,WP_150470654.1,WP_078853254.1	8	9
Strep_C15963	Strep_C15963A0	1	0.1111111111111111	WP_328839274.1	WP_045557496.1	WP_150470928.1,WP_003947992.1,WP_016326183.1	9	9
Strep_C15997	Strep_C15997A3	2	0.2222222222222222	WP_003976534.1	WP_037704614.1	WP_086769845.1,WP_003947766.1,WP_045562818.1	8	9
Strep_C16000	Strep_C16000A3	2	0.2222222222222222	WP_003973878.1	WP_328837191.1	WP_150472601.1,WP_003950636.1,WP_045559146.1	8	9
Strep_C16002	Strep_C16002A3	2	0.2222222222222222	WP_003975902.1	WP_328838949.1	WP_266457519.1,WP_003950565.1,WP_045560655.1	8	9
Strep_C16004	Strep_C16004A3	2	0.2222222222222222	WP_003977306.1	WP_328840207.1	WP_013005004.1,WP_086769018.1,WP_003947062.1	7	9
Strep_C16008	Strep_C16008A0	1	0.1111111111111111	WP_328836105.1	WP_150473663.1	WP_003952050.1,WP_003972270.1,WP_177261705.1	9	9
Strep_C16010	Strep_C16010A0	1	0.1111111111111111	WP_328840388.1	WP_369277695.1	WP_015508233.1,WP_003977584.1,WP_045562379.1	9	9
Strep_C16024	Strep_C16024A3	2	0.2222222222222222	WP_003976439.1	WP_010637633.1	WP_319760741.1,WP_150470771.1,WP_045557934.1	8	9
Strep_C16052	Strep_C16052A3	2	0.2222222222222222	WP_003978056.1	WP_012998846.1	WP_319767017.1,WP_150473907.1,WP_003972027.1	9	8
Strep_C16067	Strep_C16067A2	2	0.2222222222222222	WP_011029273.1	WP_010350710.1	WP_328842227.1,WP_086767087.1,WP_045558524.1	7	8
Strep_C1607	Strep_C1607A0	1	0.1111111111111111	WP_328839588.1	WP_369280236.1	WP_369278859.1,WP_016327935.1,WP_237310578.1	9	8
Strep_C16076	Strep_C16076A0	1	0.1111111111111111	WP_037698864.1	WP_037698864.1	WP_150473828.1,WP_003946724.1,WP_003977937.1	9	9
Strep_C16077	Strep_C16077A4	2	0.2222222222222222	WP_045557459.1	WP_037699957.1	WP_369278209.1,WP_003947960.1,WP_037667401.1	8	9
Strep_C16080	Strep_C16080A3	2	0.2222222222222222	WP_003977110.1	WP_319766198.1	WP_086772392.1,WP_003947274.1,WP_045557011.1	8	9
Strep_C16083	Strep_C16083A3	2	0.2222222222222222	WP_003973799.1	WP_328837131.1	WP_150472652.1,WP_003950718.1,WP_045559080.1	8	9
Strep_C16086	Strep_C16086A4	2	0.2222222222222222	WP_030863629.1	WP_328837898.1	WP_045558411.1,WP_020115793.1,WP_167396258.1	10	8
Strep_C16088	Strep_C16088A2	2	0.2222222222222222	WP_003976090.1	WP_328839138.1	WP_328736251.1,WP_045557776.1,WP_013003496.1	7	8
Strep_C16105	Strep_C16105A3	2	0.2222222222222222	WP_003974737.1	WP_003949807.1	WP_328838418.1,WP_150471625.1,WP_045555983.1	8	9
Strep_C16113	Strep_C16113A0	1	0.1111111111111111	WP_328836296.1	WP_015506808.1	WP_328734687.1,WP_003972514.1,WP_045556557.1	9	9
Strep_C16118	Strep_C16118A3	2	0.2222222222222222	WP_003976252.1	WP_003976252.1	WP_045557492.1,WP_328839277.1,WP_369278226.1	7	9
Strep_C16163	Strep_C16163A2	2	0.2222222222222222	WP_003974808.1	WP_150471670.1	WP_328838374.1,WP_045555938.1,WP_013002598.1	7	8
Strep_C16181	Strep_C16181A0	1	0.1111111111111111	WP_046707396.1	WP_003974815.1	WP_150471676.1,WP_003949052.1,WP_045555928.1	9	9
Strep_C16192	Strep_C16192A3	2	0.2222222222222222	WP_011029090.1	WP_234442836.1	WP_319761735.1,WP_150472093.1,WP_003949639.1	8	9
Strep_C16198	Strep_C16198A2	2	0.2222222222222222	WP_003973335.1	WP_037728264.1	WP_045561406.1,WP_328836795.1,WP_086771989.1	6	8
Strep_C16219	Strep_C16219A3	2	0.2222222222222222	WP_003976513.1	WP_328842340.1	WP_208639607.1,WP_225930555.1,WP_086787321.1	8	9
Strep_C1628	Strep_C1628A0	1	0.1111111111111111	WP_328838853.1	WP_013003162.1	WP_369278485.1,WP_003975828.1,WP_237310143.1	8	8
Strep_C16292	Strep_C16292A3	2	0.2222222222222222	WP_003973686.1	WP_150472720.1	WP_045558984.1,WP_046709344.1,WP_003950821.1	7	9
Strep_C16305	Strep_C16305A3	2	0.2222222222222222	WP_003974001.1	WP_003948312.1	WP_328837254.1,WP_369279144.1,WP_045559218.1	8	9
Strep_C16307	Strep_C16307A0	1	0.1111111111111111	WP_086753540.1	WP_010642163.1	WP_150472816.1,WP_003973564.1,WP_045558879.1	9	9
Strep_C16334	Strep_C16334A3	2	0.2222222222222222	WP_003975906.1	WP_037703537.1	WP_086770357.1,WP_003950569.1,WP_045560652.1	8	9
Strep_C16372	Strep_C16372A2	2	0.2222222222222222	WP_011031564.1	WP_045555593.1	WP_328841128.1,WP_365271715.1,WP_078580269.1	7	8
Strep_C16405	Strep_C16405A4	2	0.2222222222222222	WP_003974037.1	WP_328839593.1	WP_328837278.1,WP_369279121.1,WP_003948339.1	9	9
Strep_C16423	Strep_C16423A0	1	0.1111111111111111	WP_328836514.1	WP_003972836.1	WP_328734813.1,WP_008410980.1,WP_045559794.1	9	9
Strep_C16424	Strep_C16424A0	1	0.1111111111111111	WP_328838771.1	WP_003975714.1	WP_369278517.1,WP_003950348.1,WP_237309801.1	9	9
Strep_C16458	Strep_C16458A3	2	0.2222222222222222	WP_003972879.1	WP_037700533.1	WP_150473224.1,WP_003951588.1,WP_045559876.1	8	9
Strep_C16462	Strep_C16462A0	1	0.1111111111111111	WP_408997013.1	WP_408997013.1	WP_150470907.1,WP_010637793.1,WP_003976276.1	9	9
Strep_C16468	Strep_C16468A3	2	0.2222222222222222	WP_003976789.1	WP_369278008.1	WP_327348757.1,WP_003947524.1,WP_045555790.1	8	9
Strep_C16473	Strep_C16473A3	2	0.2222222222222222	WP_003977618.1	WP_003946793.1	WP_045562347.1,WP_046708900.1,WP_086768474.1	7	9
Strep_C16477	Strep_C16477A3	2	0.2222222222222222	WP_003977745.1	WP_008408053.1	WP_037690750.1,WP_086765783.1,WP_237311671.1	8	9
Strep_C16502	Strep_C16502A3	2	0.2222222222222222	WP_003976951.1	WP_010355551.1	WP_328839938.1,WP_150470367.1,WP_003947427.1	8	9
Strep_C16516	Strep_C16516A0	1	0.1111111111111111	WP_328839611.1	WP_328839611.1	WP_150470683.1,WP_003947756.1,WP_003976550.1	9	9
Strep_C16517	Strep_C16517A2	2	0.2222222222222222	WP_003976966.1	WP_328839951.1	WP_369277919.1,WP_193381623.1,WP_013004625.1	7	8
Strep_C16530	Strep_C16530A3	2	0.2222222222222222	WP_003974314.1	WP_003948661.1	WP_033528317.1,WP_328837448.1,WP_086767469.1	7	9
Strep_C16547	Strep_C16547A2	2	0.2222222222222222	WP_003974837.1	WP_045555903.1	WP_328838340.1,WP_150471703.1,WP_013002567.1	7	8
Strep_C16548	Strep_C16548A0	1	0.1111111111111111	WP_328836281.1	WP_045556576.1	WP_328734677.1,WP_003972493.1,WP_011030956.1	8	8
Strep_C16549	Strep_C16549A2	2	0.2222222222222222	WP_003977293.1	WP_045557206.1	WP_328840198.1,WP_086768990.1,WP_037725662.1	7	8
Strep_C16563	Strep_C16563A3	2	0.2222222222222222	WP_003976766.1	WP_013004388.1	WP_037693313.1,WP_086771622.1,WP_003947547.1	8	9
Strep_C1657	Strep_C1657A0	1	0.1111111111111111	WP_328836116.1	WP_369279894.1	WP_015506768.1,WP_003972286.1,WP_177261707.1	9	9
Strep_C16580	Strep_C16580A0	1	0.1111111111111111	WP_060892544.1	WP_060892544.1	WP_319181560.1,WP_003978061.1,WP_045560033.1	8	8
Strep_C16582	Strep_C16582A0	1	0.1111111111111111	WP_328840092.1	WP_328840092.1	WP_086768943.1,WP_003947238.1,WP_003977147.1	9	9
Strep_C16587	Strep_C16587A3	2	0.2222222222222222	WP_003977603.1	WP_086771759.1	WP_328840407.1,WP_003946811.1,WP_045562358.1	8	9
Strep_C16588	Strep_C16588A0	1	0.1111111111111111	WP_327344742.1	WP_328735651.1	WP_003949386.1,WP_037666519.1,WP_045558503.1	9	9
Strep_C1659	Strep_C1659A0	1	0.1111111111111111	WP_328837207.1	WP_042799647.1	WP_365278803.1,WP_015507839.1,WP_237313308.1	9	9
Strep_C16621	Strep_C16621A0	1	0.1111111111111111	WP_319066464.1	WP_013001103.1	WP_150472593.1,WP_003973932.1,WP_045559157.1	8	8
Strep_C16631	Strep_C16631A3	2	0.2222222222222222	WP_003973759.1	WP_037695081.1	WP_150472680.1,WP_003950755.1,WP_045559045.1	8	9
Strep_C16639	Strep_C16639A0	1	0.1111111111111111	WP_328840803.1	WP_328840803.1	WP_150469684.1,WP_003977729.1,WP_237311664.1	8	8
Strep_C16657	Strep_C16657A4	2	0.2222222222222222	WP_003973942.1	WP_015507838.1	WP_328837208.1,WP_328841474.1,WP_150472584.1	9	9
Strep_C1669	Strep_C1669A0	1	0.1111111111111111	WP_328836017.1	WP_003947137.1	WP_150473768.1,WP_003972144.1,WP_045561632.1	9	9
Strep_C16695	Strep_C16695A0	1	0.1111111111111111	WP_037696279.1	WP_037696279.1	WP_364800668.1,WP_003947577.1,WP_003976735.1	9	9
Strep_C16696	Strep_C16696A3	2	0.2222222222222222	WP_003974984.1	WP_319762572.1	WP_086769049.1,WP_008416676.1,WP_045558461.1	8	9
Strep_C16699	Strep_C16699A3	2	0.2222222222222222	WP_003977008.1	WP_328839987.1	WP_045560797.1,WP_086769320.1,WP_003947377.1	7	9
Strep_C16719	Strep_C16719A3	2	0.2222222222222222	WP_003975477.1	WP_003948883.1	WP_328837621.1,WP_150472192.1,WP_045562648.1	8	9
Strep_C1673	Strep_C1673A3	2	0.2222222222222222	WP_003973290.1	WP_328836749.1	WP_086766416.1,WP_003951206.1,WP_045561368.1	8	9
Strep_C16735	Strep_C16735A3	2	0.2222222222222222	WP_011029291.1	WP_011029291.1	WP_037689661.1,WP_073491260.1,WP_003949379.1	8	9
Strep_C1674	Strep_C1674A0	1	0.1111111111111111	WP_328836892.1	WP_328836892.1	WP_369279319.1,WP_015507069.1,WP_003973504.1	9	9
Strep_C16750	Strep_C16750A0	1	0.1111111111111111	WP_327342564.1	WP_037729860.1	WP_150473630.1,WP_003972322.1,WP_045556741.1	8	8
Strep_C16751	Strep_C16751A2	2	0.2222222222222222	WP_003977108.1	WP_041669996.1	WP_037701995.1,WP_365275802.1,WP_045557009.1	7	8
Strep_C16767	Strep_C16767A0	2	0.2222222222222222	WP_003993203.1	WP_003993203.1	WP_020270051.1,WP_081219617.1,WP_003951083.1	7	9
Strep_C16768	Strep_C16768A0	1	0.1111111111111111	WP_037693245.1	WP_037693245.1	WP_328736788.1,WP_003947509.1,WP_003976805.1	9	9
Strep_C16791	Strep_C16791A0	1	0.1111111111111111	WP_328836715.1	WP_369279449.1	WP_003973235.1,WP_045561123.1,WP_011030454.1	8	8
Strep_C16800	Strep_C16800A3	2	0.2222222222222222	WP_003974588.1	WP_003974946.1	WP_328838525.1,WP_150471549.1,WP_003950085.1	10	9
Strep_C16842	Strep_C16842A6	2	0.2222222222222222	WP_003973149.1	WP_050372188.1	WP_210551143.1,WP_328836675.1,WP_192364536.1	13	9
Strep_C16862	Strep_C16862A0	1	0.1111111111111111	WP_319695875.1	WP_003951502.1	WP_328835130.1,WP_010360499.1,WP_369277091.1	11	9
Strep_C16890	Strep_C16890A3	2	0.2222222222222222	WP_003977169.1	WP_041670017.1	WP_045557083.1,WP_319766141.1,WP_150470174.1	7	9
Strep_C16907	Strep_C16907A2	2	0.2222222222222222	WP_016326845.1	WP_369278662.1	WP_328838429.1,WP_234442434.1,WP_231885113.1	7	8
Strep_C16912	Strep_C16912A3	2	0.2222222222222222	WP_003974894.1	WP_003949533.1	WP_046709551.1,WP_086771918.1,WP_045562552.1	8	9
Strep_C16924	Strep_C16924A3	2	0.2222222222222222	WP_011028458.1	WP_011028458.1	WP_046703647.1,WP_086767288.1,WP_008411884.1	8	9
Strep_C16929	Strep_C16929A0	1	0.1111111111111111	WP_328837206.1	WP_037666364.1	WP_369279174.1,WP_003948245.1,WP_045559160.1	9	9
Strep_C16930	Strep_C16930A0	1	0.1111111111111111	WP_328839736.1	WP_042799504.1	WP_369278019.1,WP_045555293.1,WP_003976749.1	8	8
Strep_C16997	Strep_C16997A0	1	0.1111111111111111	WP_037700816.1	WP_037700816.1	WP_086772805.1,WP_015506978.1,WP_003973181.1	9	9
Strep_C17006	Strep_C17006A0	1	0.1111111111111111	WP_319765938.1	WP_150470006.1	WP_003977416.1,WP_045557312.1,WP_011027773.1	8	8
Strep_C17014	Strep_C17014A0	1	0.1111111111111111	WP_328836331.1	WP_003951787.1	WP_150473430.1,WP_003972672.1,WP_177261888.1	9	9
Strep_C17020	Strep_C17020A3	2	0.2222222222222222	WP_003976619.1	WP_003976619.1	WP_328839658.1,WP_369278057.1,WP_003947691.1	8	9
Strep_C17055	Strep_C17055A0	1	0.1111111111111111	WP_037700873.1	WP_037700873.1	WP_369279457.1,WP_003951292.1,WP_003973210.1	9	9
Strep_C17056	Strep_C17056A3	2	0.2222222222222222	WP_272819702.1	WP_078935457.1	WP_086764528.1,WP_078884611.1,WP_161270547.1	7	8
Strep_C17061	Strep_C17061A0	1	0.1111111111111111	WP_328839800.1	WP_328839800.1	WP_150470465.1,WP_003949737.1,WP_003976825.1	9	9
Strep_C17065	Strep_C17065A3	2	0.2222222222222222	WP_003974747.1	WP_150471631.1	WP_045555976.1,WP_037688441.1,WP_003949791.1	7	9
Strep_C17077	Strep_C17077A4	2	0.2222222222222222	WP_045556960.1	WP_008403414.1	WP_328840019.1,WP_365275897.1,WP_003977064.1	8	9
Strep_C17079	Strep_C17079A0	1	0.1111111111111111	WP_319765654.1	WP_010640369.1	WP_150474370.1,WP_003977740.1,WP_093790608.1	9	9
Strep_C17085	Strep_C17085A2	2	0.2222222222222222	WP_003974480.1	WP_003974480.1	WP_086754541.1,WP_369278982.1,WP_237313426.1	7	8
Strep_C1710	Strep_C1710A0	1	0.1111111111111111	WP_328837163.1	WP_328837163.1	WP_369279188.1,WP_003950655.1,WP_003973855.1	9	9
Strep_C1711	Strep_C1711A0	1	0.1111111111111111	WP_328840203.1	WP_328840203.1	WP_328736982.1,WP_003977299.1,WP_045557212.1	8	8
Strep_C17121	Strep_C17121A3	2	0.2222222222222222	WP_003974389.1	WP_037696358.1	WP_150472288.1,WP_003948741.1,WP_045559591.1	8	9
Strep_C17130	Strep_C17130A0	1	0.1111111111111111	WP_328840385.1	WP_150469883.1	WP_003977583.1,WP_045562381.1,WP_011027667.1	8	8
Strep_C17131	Strep_C17131A3	2	0.2222222222222222	WP_030870060.1	WP_150472876.1	WP_078853897.1,WP_328836894.1,WP_008410668.1	7	9
Strep_C17142	Strep_C17142A3	2	0.2222222222222222	WP_003973245.1	WP_003951261.1	WP_045561135.1,WP_037700951.1,WP_086770313.1	7	9
Strep_C17175	Strep_C17175A3	2	0.2222222222222222	WP_016326377.1	WP_010356951.1	WP_409130493.1,WP_365271244.1,WP_008409138.1	8	9
Strep_C17183	Strep_C17183A3	2	0.2222222222222222	WP_003977010.1	WP_046704935.1	WP_086769314.1,WP_003947374.1,WP_045560794.1	8	9
Strep_C17188	Strep_C17188A2	2	0.2222222222222222	WP_003978125.1	WP_328835751.1	WP_150474815.1,WP_045560125.1,WP_012998752.1	7	8
Strep_C17198	Strep_C17198A3	2	0.2222222222222222	WP_003973756.1	WP_190047056.1	WP_013000816.1,WP_328842130.1,WP_026048295.1	7	9
Strep_C17234	Strep_C17234A3	2	0.2222222222222222	WP_003975126.1	WP_049875877.1	WP_037690328.1,WP_150471903.1,WP_003949307.1	8	9
Strep_C17267	Strep_C17267A3	2	0.2222222222222222	WP_003977159.1	WP_003947225.1	WP_046707724.1,WP_086770411.1,WP_093789411.1	8	9
Strep_C17313	Strep_C17313A0	2	0.2222222222222222	WP_005486827.1	WP_005486827.1	WP_003975843.1,WP_009320785.1,WP_086769235.1	6	9
Strep_C17315	Strep_C17315A3	2	0.2222222222222222	WP_003975269.1	WP_046709563.1	WP_150472021.1,WP_003949202.1,WP_045558227.1	8	9
Strep_C17316	Strep_C17316A0	4	0.4444444444444444	WP_189823911.1	WP_189823911.1	WP_003975799.1,WP_187282414.1,WP_003950455.1	5	9
Strep_C17339	Strep_C17339A3	2	0.2222222222222222	WP_003977599.1	WP_003946814.1	WP_037704931.1,WP_369277684.1,WP_045562362.1	8	9
Strep_C17340	Strep_C17340A3	2	0.2222222222222222	WP_003977484.1	WP_003946891.1	WP_060885535.1,WP_328840320.1,WP_150469941.1	7	9
Strep_C17343	Strep_C17343A3	2	0.2222222222222222	WP_003975444.1	WP_003948901.1	WP_045562630.1,WP_319697451.1,WP_150472175.1	7	9
Strep_C1736	Strep_C1736A0	1	0.1111111111111111	WP_328839853.1	WP_003976866.1	WP_369277957.1,WP_045560952.1,WP_011028063.1	8	8
Strep_C17377	Strep_C17377A3	2	0.2222222222222222	WP_003974105.1	WP_037694439.1	WP_045562906.1,WP_229894457.1,WP_015507781.1	7	9
Strep_C17385	Strep_C17385A3	2	0.2222222222222222	WP_003977361.1	WP_328840232.1	WP_045557263.1,WP_150470045.1,WP_003947007.1	7	9
Strep_C17395	Strep_C17395A0	1	0.1111111111111111	WP_328836909.1	WP_369279312.1	WP_003973525.1,WP_371271445.1,WP_011030270.1	8	8
Strep_C17396	Strep_C17396A0	1	0.1111111111111111	WP_328836743.1	WP_369279434.1	WP_003951225.1,WP_003973275.1,WP_045561156.1	9	9
Strep_C17402	Strep_C17402A3	2	0.2222222222222222	WP_003975300.1	WP_003949167.1	WP_327344333.1,WP_086772962.1,WP_045558159.1	8	9
Strep_C1744	Strep_C1744A0	1	0.1111111111111111	WP_328836700.1	WP_328836700.1	WP_328734947.1,WP_015506986.1,WP_003973207.1	9	9
Strep_C17442	Strep_C17442A0	1	0.1111111111111111	WP_328835813.1	WP_010357766.1	WP_150473924.1,WP_003978076.1,WP_045560044.1	8	8
Strep_C17453	Strep_C17453A2	2	0.2222222222222222	WP_016327825.1	WP_328836132.1	WP_150473632.1,WP_045556748.1,WP_012999406.1	7	8
Strep_C17455	Strep_C17455A3	2	0.2222222222222222	WP_003974584.1	WP_328838530.1	WP_045556080.1,WP_150471546.1,WP_003950092.1	7	9
Strep_C17463	Strep_C17463A3	2	0.2222222222222222	WP_003975031.1	WP_150471844.1	WP_328838169.1,WP_003949394.1,WP_045558496.1	8	9
Strep_C17486	Strep_C17486A2	2	0.2222222222222222	WP_030872400.1	WP_045556179.1	WP_328838676.1,WP_086773380.1,WP_013002899.1	7	8
Strep_C17500	Strep_C17500A2	2	0.2222222222222222	WP_011028033.1	WP_037728179.1	WP_328839916.1,WP_150470389.1,WP_045560880.1	7	8
Strep_C17513	Strep_C17513A3	2	0.2222222222222222	WP_003974745.1	WP_046707143.1	WP_033322296.1,WP_073941673.1,WP_008410337.1	7	9
Strep_C17518	Strep_C17518A0	1	0.1111111111111111	WP_328836693.1	WP_328836693.1	WP_086772210.1,WP_003973193.1,WP_237313181.1	8	8
Strep_C17523	Strep_C17523A3	2	0.2222222222222222	WP_003973214.1	WP_086773158.1	WP_328836705.1,WP_003951289.1,WP_078853772.1	8	9
Strep_C1753	Strep_C1753A3	2	0.2222222222222222	WP_011030459.1	WP_011030459.1	WP_328836710.1,WP_369279452.1,WP_010641724.1	8	9
Strep_C17540	Strep_C17540A3	2	0.2222222222222222	WP_003973634.1	WP_003973634.1	WP_060883293.1,WP_037695368.1,WP_086770594.1	7	9
Strep_C17575	Strep_C17575A0	4	0.4444444444444444	WP_013001223.1	WP_013001223.1	WP_003974066.1,WP_190046492.1,WP_003948375.1	5	9
Strep_C17576	Strep_C17576A3	2	0.2222222222222222	WP_003975748.1	WP_028797028.1	WP_045556447.1,WP_150471342.1,WP_003950390.1	7	9
Strep_C17579	Strep_C17579A3	2	0.2222222222222222	WP_003975684.1	WP_046706161.1	WP_086770897.1,WP_008415217.1,WP_045556264.1	8	9
Strep_C17586	Strep_C17586A0	1	0.1111111111111111	WP_328840796.1	WP_328840796.1	WP_369277552.1,WP_003952238.1,WP_003977718.1	9	9
Strep_C17590	Strep_C17590A2	2	0.2222222222222222	WP_003972414.1	WP_086769740.1	WP_328836212.1,WP_045556654.1,WP_063807178.1	7	8
Strep_C17597	Strep_C17597A3	2	0.2222222222222222	WP_003973594.1	WP_369279276.1	WP_045558904.1,WP_037695455.1,WP_003950911.1	7	9
Strep_C17598	Strep_C17598A0	1	0.1111111111111111	WP_037701019.1	WP_369279433.1	WP_016327412.1,WP_193381301.1,WP_161270562.1	8	8
