Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Genome assembly ID	Genome representation
GCF_008642335.1	Streptomyces venezuelae (strain=ATCC 14585)	54571	6994	Unknown	Unknown	GCF_008642335.1	full
GCF_008642355.1	Streptomyces venezuelae (strain=ATCC 14583)	54571	7063	Unknown	Unknown	GCF_008642355.1	full
GCF_008642375.1	Streptomyces venezuelae (strain=ATCC 15068)	54571	7502	Unknown	Unknown	GCF_008642375.1	full
GCF_008705255.1	Streptomyces venezuelae (strain=ATCC 10595)	54571	6830	Unknown	Unknown	GCF_008705255.1	full
GCF_037414505.1	Streptomyces netropsis (strain=M-141)	55404	6753	Unknown	Unknown	GCF_037414505.1	full
GCF_002803845.1	Streptomyces lavendulae subsp. lavendulae (strain=CCM 3239)	58340	7550	Unknown	Unknown	GCF_002803845.1	full
GCF_018255875.1	Streptomyces lavendulae subsp. lavendulae (strain=Del-LP)	58340	6958	Unknown	Unknown	GCF_018255875.1	full
GCF_035918175.1	Streptomyces canus (strain=NBC_01585)	58343	9586	Unknown	Unknown	GCF_035918175.1	full
GCF_036110805.1	Streptomyces canus (strain=NBC_00350)	58343	9236	Unknown	Unknown	GCF_036110805.1	full
GCF_036177905.1	Streptomyces canus (strain=NBC_00277)	58343	9348	Unknown	Unknown	GCF_036177905.1	full
GCF_036197725.1	Streptomyces canus (strain=NBC_00225)	58343	9581	Unknown	Unknown	GCF_036197725.1	full
GCF_036226545.1	Streptomyces canus (strain=NBC_00710)	58343	9525	Unknown	Unknown	GCF_036226545.1	full
GCF_036227285.1	Streptomyces canus (strain=NBC_01475)	58343	9421	Unknown	Unknown	GCF_036227285.1	full
GCF_036237135.1	Streptomyces canus (strain=NBC_01360)	58343	9925	Unknown	Unknown	GCF_036237135.1	full
GCF_041435015.1	Streptomyces canus (strain=NBC 00349)	58343	9247	Unknown	Unknown	GCF_041435015.1	full
GCF_045039975.1	Streptomyces canus (strain=NBC_01370)	58343	9357	Unknown	Unknown	GCF_045039975.1	full
GCF_045040845.1	Streptomyces canus (strain=NBC_00001)	58343	9416	Unknown	Unknown	GCF_045040845.1	full
GCF_045041025.1	Streptomyces canus (strain=NBC_00022)	58343	9115	Unknown	Unknown	GCF_045041025.1	full
GCF_045041285.1	Streptomyces canus (strain=NBC_00087)	58343	9378	Unknown	Unknown	GCF_045041285.1	full
GCF_045160145.1	Streptomyces canus (strain=NBC_00002)	58343	9868	Unknown	Unknown	GCF_045160145.1	full
GCF_045162685.1	Streptomyces canus (strain=NBC_01002)	58343	10563	Unknown	Unknown	GCF_045162685.1	full
GCF_045206245.1	Streptomyces canus (strain=NBC_00135)	58343	9109	Unknown	Unknown	GCF_045206245.1	full
GCF_045206945.1	Streptomyces canus (strain=NBC_00632)	58343	9831	Unknown	Unknown	GCF_045206945.1	full
GCF_045207015.1	Streptomyces canus (strain=NBC_00633)	58343	9657	Unknown	Unknown	GCF_045207015.1	full
GCF_045207065.1	Streptomyces canus (strain=NBC_00634)	58343	9402	Unknown	Unknown	GCF_045207065.1	full
GCF_045207135.1	Streptomyces canus (strain=NBC 00636)	58343	9582	Unknown	Unknown	GCF_045207135.1	full
GCF_045207405.1	Streptomyces canus (strain=NBC_00866)	58343	9294	Unknown	Unknown	GCF_045207405.1	full
GCF_035977975.1	Streptomyces celluloflavus (strain=NBC_01299)	58344	7393	Unknown	Unknown	GCF_035977975.1	full
GCF_008704855.1	Streptomyces platensis (strain=ATCC 23948)	58346	7162	Unknown	Unknown	GCF_008704855.1	full
GCF_035951655.1	Streptomyces platensis (strain=NBC_01337)	58346	7423	Unknown	Unknown	GCF_035951655.1	full
GCF_036079075.1	Streptomyces platensis (strain=NBC_00375)	58346	7381	Unknown	Unknown	GCF_036079075.1	full
GCF_036345215.1	Streptomyces platensis (strain=NBC_00573)	58346	7377	Unknown	Unknown	GCF_036345215.1	full
GCF_036347175.1	Streptomyces platensis (strain=NBC_00734)	58346	7560	Unknown	Unknown	GCF_036347175.1	full
GCF_045161275.1	Streptomyces platensis (strain=NBC_00591)	58346	7404	Unknown	Unknown	GCF_045161275.1	full
GCF_045207925.1	Streptomyces platensis (strain=NBC_00999)	58346	7256	Unknown	Unknown	GCF_045207925.1	full
GCF_017639205.1	Streptomyces nojiriensis (strain=JCM 3382)	66374	7924	Unknown	Unknown	GCF_017639205.1	full
GCF_036013835.1	Streptomyces nojiriensis (strain=NBC_00471)	66374	8844	Unknown	Unknown	GCF_036013835.1	full
GCF_003970715.1	Streptomyces luteoverticillatus (strain=CGMCC 15060)	66425	6274	Unknown	Unknown	GCF_003970715.1	full
GCF_032121415.1	Streptomyces parvus (strain=F-G-2)	66428	6305	Unknown	Unknown	GCF_032121415.1	full
GCF_010669165.1	Streptomyces aureoverticillatus (strain=HN6)	66871	8010	Unknown	Unknown	GCF_010669165.1	full
GCF_033109485.1	Streptomyces cyaneofuscatus (strain=89-2-2)	66883	6974	Unknown	Unknown	GCF_033109485.1	full
GCF_035578105.1	Streptomyces cyaneofuscatus (strain=NEB1061)	66883	6870	Unknown	Unknown	GCF_035578105.1	full
GCF_035917555.1	Streptomyces cyaneofuscatus (strain=NBC 01792)	66883	6891	Unknown	Unknown	GCF_035917555.1	full
GCF_035918115.1	Streptomyces cyaneofuscatus (strain=NBC 01749)	66883	6894	Unknown	Unknown	GCF_035918115.1	full
GCF_035950875.1	Streptomyces cyaneofuscatus (strain=NBC_01338)	66883	7113	Unknown	Unknown	GCF_035950875.1	full
GCF_045161825.1	Streptomyces cyaneofuscatus (strain=NBC_00835)	66883	7386	Unknown	Unknown	GCF_045161825.1	full
GCF_045208885.1	Streptomyces cyaneofuscatus (strain=NBC_01606)	66883	7222	Unknown	Unknown	GCF_045208885.1	full
GCF_015710995.1	Streptomyces gardneri (strain=ATCC 15439)	66892	7885	Unknown	Unknown	GCF_015710995.1	full
GCF_045160875.1	Streptomyces achromogenes (strain=NBC_00156)	67255	7247	Unknown	Unknown	GCF_045160875.1	full
GCF_002804165.1	Streptomyces cavourensis (strain=1AS2a)	67258	6338	Unknown	Unknown	GCF_002804165.1	full
GCF_003352445.1	Streptomyces cavourensis (strain=TJ430)	67258	6361	Unknown	Unknown	GCF_003352445.1	full
GCF_024297125.1	Streptomyces cavourensis (strain=2BA6PG)	67258	5971	Unknown	Unknown	GCF_024297125.1	full
GCF_024365045.1	Streptomyces cavourensis (strain=F2)	67258	6726	Unknown	Unknown	GCF_024365045.1	full
GCF_026642235.1	Streptomyces cavourensis (strain=NA4)	67258	6442	Unknown	Unknown	GCF_026642235.1	full
GCF_009299385.1	Streptomyces cinereoruber (strain=ATCC 19740)	67260	6543	Unknown	Unknown	GCF_009299385.1	full
GCF_003610995.1	Streptomyces griseus subsp. griseus (strain=ATCC 13273)	67263	5944	Unknown	Unknown	GCF_003610995.1	full
GCF_002189675.2	Streptomyces alboflavus (strain=MDJK44)	67267	8041	Unknown	Unknown	GCF_002189675.2	full
GCF_036172715.1	Streptomyces bobili (strain=NBC_00302)	67280	7982	Unknown	Unknown	GCF_036172715.1	full
GCF_041051855.1	Streptomyces bobili (strain=GDT1)	67280	8695	Unknown	Unknown	GCF_041051855.1	full
GCF_006716135.1	Streptomyces calvus (strain=DSM 41452)	67282	6442	Unknown	Unknown	GCF_006716135.1	full
GCF_027270315.1	Streptomyces cinnabarinus (strain=DSM 40467)	67287	8385	Unknown	Unknown	GCF_027270315.1	full
GCF_023716005.1	Streptomyces filamentosus (strain=L30)	67294	6611	Unknown	Unknown	GCF_023716005.1	full
GCF_014216315.1	Streptomyces finlayi (strain=NBSH44)	67296	6606	Unknown	Unknown	GCF_014216315.1	full
GCF_003595235.1	Streptomyces griseorubiginosus (strain=3E-1)	67304	8250	Unknown	Unknown	GCF_003595235.1	full
GCF_006516935.1	Streptomyces griseorubiginosus (strain=BTU6)	67304	7993	Unknown	Unknown	GCF_006516935.1	full
GCF_036345115.1	Streptomyces griseorubiginosus (strain=NBC_00587)	67304	8536	Unknown	Unknown	GCF_036345115.1	full
GCF_036345135.1	Streptomyces griseorubiginosus (strain=NBC_00586)	67304	8622	Unknown	Unknown	GCF_036345135.1	full
GCF_004803895.1	Streptomyces hawaiiensis (strain=ATCC 12236)	67305	7702	Unknown	Unknown	GCF_004803895.1	full
GCF_031593255.1	Streptomyces janthinus (strain=JCM 4387)	67308	8342	Unknown	Unknown	GCF_031593255.1	full
GCF_036226805.1	Streptomyces melanogenes (strain=NBC_00668)	67326	7357	Unknown	Unknown	GCF_036226805.1	full
GCF_046628145.1	Streptomyces mutabilis (strain=MPB24)	67332	6996	Unknown	Unknown	GCF_046628145.1	full
GCF_008704445.1	Streptomyces prasinus (strain=ATCC 13879)	67345	6363	Unknown	Unknown	GCF_008704445.1	full
GCF_036541045.1	Streptomyces prasinus (strain=WY33)	67345	6104	Unknown	Unknown	GCF_036541045.1	full
GCF_048565015.1	Streptomyces prasinus (strain=VKPM AC-800)	67345	6596	Unknown	Unknown	GCF_048565015.1	full
GCF_045162825.1	Streptomyces prunicolor (strain=NBC_01021)	67348	9591	Unknown	Unknown	GCF_045162825.1	full
GCF_036226705.1	Streptomyces pseudovenezuelae (strain=NBC_00686)	67350	8579	Unknown	Unknown	GCF_036226705.1	full
GCF_036226845.1	Streptomyces pseudovenezuelae (strain=NBC_00666)	67350	8659	Unknown	Unknown	GCF_036226845.1	full
GCF_036226905.1	Streptomyces pseudovenezuelae (strain=NBC 00661)	67350	8863	Unknown	Unknown	GCF_036226905.1	full
GCF_036243435.1	Streptomyces pseudovenezuelae (strain=NBC_00713)	67350	8506	Unknown	Unknown	GCF_036243435.1	full
GCF_036345035.1	Streptomyces pseudovenezuelae (strain=NBC_00598)	67350	8746	Unknown	Unknown	GCF_036345035.1	full
GCF_016906185.1	Streptomyces californicus (strain=FDAARGOS_1209)	67351	6817	Unknown	Unknown	GCF_016906185.1	full
GCF_016906205.1	Streptomyces californicus (strain=FDAARGOS_1212)	67351	6817	Unknown	Unknown	GCF_016906205.1	full
GCF_016906225.1	Streptomyces californicus (strain=FDAARGOS_1211)	67351	6831	Unknown	Unknown	GCF_016906225.1	full
GCF_016906245.1	Streptomyces californicus (strain=FDAARGOS_1213)	67351	6817	Unknown	Unknown	GCF_016906245.1	full
GCF_016906265.1	Streptomyces californicus (strain=FDAARGOS_1210)	67351	7037	Unknown	Unknown	GCF_016906265.1	full
GCF_041014795.1	Streptomyces californicus (strain=DJ09)	67351	6512	Unknown	Unknown	GCF_041014795.1	full
GCF_045039735.1	Streptomyces rubiginosohelvolus (strain=NBC_01139)	67362	6806	Unknown	Unknown	GCF_045039735.1	full
GCF_026427415.1	Streptomyces tanashiensis (strain=Kala)	67367	7636	Unknown	Unknown	GCF_026427415.1	full
GCF_036541015.1	Streptomyces xanthochromogenes (strain=WY144)	67384	6426	Unknown	Unknown	GCF_036541015.1	full
GCF_028421465.1	Streptomyces xanthophaeus (strain=KPP03845)	67385	7615	Unknown	Unknown	GCF_028421465.1	full
GCF_030440515.1	Streptomyces xanthophaeus (strain=GA114 Liu)	67385	7240	Unknown	Unknown	GCF_030440515.1	full
GCF_045039725.1	Streptomyces xanthophaeus (strain=NBC_01137)	67385	7848	Unknown	Unknown	GCF_045039725.1	full
GCF_045039745.1	Streptomyces xanthophaeus (strain=NBC_01147)	67385	7612	Unknown	Unknown	GCF_045039745.1	full
GCF_037126205.1	Streptomyces hygroscopicus subsp. hygroscopicus (strain=DSM 41954)	68042	7591	Unknown	Unknown	GCF_037126205.1	full
GCF_027497475.1	Streptomyces libani subsp. libani (strain=DSM 40555)	68044	7663	Unknown	Unknown	GCF_027497475.1	full
GCF_035917655.1	Streptomyces anthocyanicus (strain=NBC 01777)	68174	7440	Unknown	Unknown	GCF_035917655.1	full
GCF_036226945.1	Streptomyces anthocyanicus (strain=NBC 01687)	68174	7704	Unknown	Unknown	GCF_036226945.1	full
GCF_045039985.1	Streptomyces anthocyanicus (strain=NBC_01372)	68174	7746	Unknown	Unknown	GCF_045039985.1	full
GCF_045206015.1	Streptomyces anthocyanicus (strain=NBC_00116)	68174	7415	Unknown	Unknown	GCF_045206015.1	full
GCF_045209725.1	Streptomyces anthocyanicus (strain=NBC 01636)	68174	8021	Unknown	Unknown	GCF_045209725.1	full
GCF_045276945.1	Streptomyces anthocyanicus (strain=NBC 01662)	68174	7554	Unknown	Unknown	GCF_045276945.1	full
GCF_030291795.1	Streptomyces antimycoticus (strain=FIM95-F1)	68175	7973	Unknown	Unknown	GCF_030291795.1	full
GCF_045161845.1	Streptomyces antimycoticus (strain=NBC_00839)	68175	8915	Unknown	Unknown	GCF_045161845.1	full
GCF_003268675.1	Streptomyces bacillaris (strain=ATCC 15855)	68179	6511	Unknown	Unknown	GCF_003268675.1	full
GCF_036345975.1	Streptomyces clavifer (strain=NBC_00558)	68188	6777	Unknown	Unknown	GCF_036345975.1	full
GCF_041431075.1	Streptomyces clavifer (strain=NBC 00607)	68188	6798	Unknown	Unknown	GCF_041431075.1	full
GCF_030388665.1	Streptomyces flavofungini (strain=TRM90047)	68200	7821	Unknown	Unknown	GCF_030388665.1	full
GCF_003665435.1	Streptomyces fungicidicus (strain=TXX3120)	68203	6660	Unknown	Unknown	GCF_003665435.1	full
GCF_020783515.1	Streptomyces fungicidicus (strain=F10)	68203	5857	Unknown	Unknown	GCF_020783515.1	full
GCF_020783535.1	Streptomyces fungicidicus (strain=F9)	68203	5856	Unknown	Unknown	GCF_020783535.1	full
GCF_020783555.1	Streptomyces fungicidicus (strain=F8)	68203	5856	Unknown	Unknown	GCF_020783555.1	full
GCF_020783575.1	Streptomyces fungicidicus (strain=ATCC 21013)	68203	5856	Unknown	Unknown	GCF_020783575.1	full
GCF_020783595.1	Streptomyces fungicidicus (strain=F2)	68203	5857	Unknown	Unknown	GCF_020783595.1	full
GCF_020783615.1	Streptomyces fungicidicus (strain=F1)	68203	5857	Unknown	Unknown	GCF_020783615.1	full
GCF_020783635.1	Streptomyces fungicidicus (strain=F7)	68203	5855	Unknown	Unknown	GCF_020783635.1	full
GCF_003325375.1	Streptomyces globosus (strain=LZH-48)	68209	6453	Unknown	Unknown	GCF_003325375.1	full
GCF_030294945.1	Streptomyces graminofaciens (strain=A-8890)	68212	9674	Unknown	Unknown	GCF_030294945.1	full
GCF_037099765.1	Streptomyces griseoaurantiacus (strain=XQ-29)	68213	6490	Unknown	Unknown	GCF_037099765.1	full
GCF_041439005.1	Streptomyces griseoaurantiacus (strain=NBC_01366)	68213	6422	Unknown	Unknown	GCF_041439005.1	full
GCF_001542625.1	Streptomyces griseochromogenes (strain=ATCC 14511)	68214	9281	Unknown	Unknown	GCF_001542625.1	full
GCF_036287475.1	Streptomyces iakyrus (strain=CGMCC 4.1912)	68219	8125	Unknown	Unknown	GCF_036287475.1	full
GCF_035917115.1	Streptomyces longwoodensis (strain=NBC_00540)	68231	6243	Unknown	Unknown	GCF_035917115.1	full
GCF_036346085.1	Streptomyces longwoodensis (strain=NBC_00541)	68231	6836	Unknown	Unknown	GCF_036346085.1	full
GCF_036347155.1	Streptomyces longwoodensis (strain=NBC_00735)	68231	6777	Unknown	Unknown	GCF_036347155.1	full
GCF_041431155.1	Streptomyces longwoodensis (strain=NBC 00538)	68231	7455	Unknown	Unknown	GCF_041431155.1	full
GCF_045161325.1	Streptomyces longwoodensis (strain=NBC_00594)	68231	6746	Unknown	Unknown	GCF_045161325.1	full
GCF_045161505.1	Streptomyces longwoodensis (strain=NBC_00635)	68231	6896	Unknown	Unknown	GCF_045161505.1	full
GCF_045161645.1	Streptomyces longwoodensis (strain=NBC 00642)	68231	6985	Unknown	Unknown	GCF_045161645.1	full
GCF_045161695.1	Streptomyces longwoodensis (strain=NBC 00643)	68231	6898	Unknown	Unknown	GCF_045161695.1	full
GCF_045161705.1	Streptomyces longwoodensis (strain=NBC 00651)	68231	7134	Unknown	Unknown	GCF_045161705.1	full
GCF_045161765.1	Streptomyces longwoodensis (strain=NBC_00731)	68231	6937	Unknown	Unknown	GCF_045161765.1	full
GCF_036243495.1	Streptomyces luteogriseus (strain=NBC_00711)	68233	7892	Unknown	Unknown	GCF_036243495.1	full
GCF_036347215.1	Streptomyces luteogriseus (strain=NBC_00712)	68233	7890	Unknown	Unknown	GCF_036347215.1	full
GCF_018310535.1	Streptomyces mirabilis (strain=P16B-1)	68239	8251	Unknown	Unknown	GCF_018310535.1	full
GCF_036069355.1	Streptomyces mirabilis (strain=NBC_00381)	68239	10677	Unknown	Unknown	GCF_036069355.1	full
GCF_036073155.1	Streptomyces mirabilis (strain=NBC_00379)	68239	9929	Unknown	Unknown	GCF_036073155.1	full
GCF_036202585.1	Streptomyces mirabilis (strain=NBC_00200)	68239	10181	Unknown	Unknown	GCF_036202585.1	full
GCF_036248315.1	Streptomyces mirabilis (strain=NBC 01714)	68239	10161	Unknown	Unknown	GCF_036248315.1	full
GCF_030490905.1	Streptomyces olivoreticuli (strain=ZZ-21)	68246	6877	Unknown	Unknown	GCF_030490905.1	full
GCF_002005225.1	Streptomyces pactum (strain=ACT12)	68249	6800	Unknown	Unknown	GCF_002005225.1	full
GCF_007363395.1	Streptomyces spectabilis (strain=NRRL 2792)	68270	7835	Unknown	Unknown	GCF_007363395.1	full
GCF_008704795.1	Streptomyces spectabilis (strain=ATCC 27465)	68270	8067	Unknown	Unknown	GCF_008704795.1	full
GCF_036204065.1	Streptomyces tauricus (strain=NBC_00189)	68274	8511	Unknown	Unknown	GCF_036204065.1	full
GCF_014701095.1	Streptomyces tuirus (strain=JCM 4255)	68278	6653	Unknown	Unknown	GCF_014701095.1	full
GCF_035991205.1	Streptomyces zaomyceticus (strain=NBC_01228)	68286	8378	Unknown	Unknown	GCF_035991205.1	full
GCF_036035005.1	Streptomyces zaomyceticus (strain=NBC_00415)	68286	8011	Unknown	Unknown	GCF_036035005.1	full
GCF_041435155.1	Streptomyces zaomyceticus (strain=NBC 00278)	68286	7758	Unknown	Unknown	GCF_041435155.1	full
GCF_045041295.1	Streptomyces zaomyceticus (strain=NBC_00088)	68286	7680	Unknown	Unknown	GCF_045041295.1	full
GCF_045160785.1	Streptomyces zaomyceticus (strain=NBC_00044)	68286	8025	Unknown	Unknown	GCF_045160785.1	full
GCF_045160795.1	Streptomyces zaomyceticus (strain=NBC_00084)	68286	8095	Unknown	Unknown	GCF_045160795.1	full
GCF_045206215.1	Streptomyces zaomyceticus (strain=NBC_00123)	68286	8153	Unknown	Unknown	GCF_045206215.1	full
GCF_004328625.1	Streptomyces seoulensis (strain=KCTC 9819)	73044	5714	Unknown	Unknown	GCF_004328625.1	full
GCF_022846655.1	Streptomyces seoulensis (strain=HEK131)	73044	5855	Unknown	Unknown	GCF_022846655.1	full
GCF_001983975.1	Streptomyces autolyticus (strain=CGMCC0516)	75293	7931	Unknown	Unknown	GCF_001983975.1	full
GCF_017526105.1	Streptomyces cyanogenus (strain=S136)	80860	7277	Unknown	Unknown	GCF_017526105.1	full
GCF_036226965.1	Streptomyces althioticus (strain=NBC 01686)	83380	6964	Unknown	Unknown	GCF_036226965.1	full
GCF_045276965.1	Streptomyces althioticus (strain=NBC 01666)	83380	6535	Unknown	Unknown	GCF_045276965.1	full
GCF_045276995.1	Streptomyces althioticus (strain=NBC 01672)	83380	6795	Unknown	Unknown	GCF_045276995.1	full
GCF_045277055.1	Streptomyces althioticus (strain=NBC 01679)	83380	6946	Unknown	Unknown	GCF_045277055.1	full
GCF_003932715.1	Streptomyces tsukubensis (strain=NRRL 18488)	83656	6444	Unknown	Unknown	GCF_003932715.1	full
GCF_009296025.1	Streptomyces tsukubensis (strain=AT3)	83656	6663	Unknown	Unknown	GCF_009296025.1	full
GCF_016919685.1	Streptomyces tsukubensis (strain=L20)	83656	6354	Unknown	Unknown	GCF_016919685.1	full
GCF_002591335.1	Streptomyces malaysiensis (strain=DSM 4137)	92644	8369	Unknown	Unknown	GCF_002591335.1	full
GCF_006974005.1	Streptomyces malaysiensis (strain=DSM 4137)	92644	8233	Unknown	Unknown	GCF_006974005.1	full
GCF_033547115.1	Streptomyces malaysiensis (strain=NA3722)	92644	8849	Unknown	Unknown	GCF_033547115.1	full
GCF_008931305.1	Streptomyces coelicolor A3(2) (strain=CFB_NBC_0001)	100226	7542	Unknown	Unknown	GCF_008931305.1	full
GCF_023923245.1	Streptomyces phaeoluteigriseus (strain=Qhu-M197)	114686	7686	Unknown	Unknown	GCF_023923245.1	full
GCF_008705135.1	Streptomyces coeruleorubidus (strain=ATCC 13740)	116188	8177	Unknown	Unknown	GCF_008705135.1	full
GCF_028885415.1	Streptomyces coeruleorubidus (strain=DM)	116188	8034	Unknown	Unknown	GCF_028885415.1	full
GCF_033216215.1	Streptomyces coeruleorubidus (strain=CICC 11043)	116188	8037	Unknown	Unknown	GCF_033216215.1	full
GCF_008704395.1	Streptomyces alboniger (strain=ATCC 12461)	132473	6740	Unknown	Unknown	GCF_008704395.1	full
GCF_017751265.1	Streptomyces rimosus subsp. rimosus (strain=SRI-4018v0)	132474	8013	Unknown	Unknown	GCF_017751265.1	full
GCF_022760195.1	Streptomyces rimosus subsp. rimosus (strain=R7)	132474	8208	Unknown	Unknown	GCF_022760195.1	full
GCF_024218735.1	Streptomyces rimosus subsp. rimosus (strain=HP126)	132474	7485	Unknown	Unknown	GCF_024218735.1	full
GCF_024223055.1	Streptomyces rimosus subsp. rimosus (strain=DV3)	132474	7471	Unknown	Unknown	GCF_024223055.1	full
GCF_035962435.1	Streptomyces europaeiscabiei (strain=NBC 01735)	146819	9588	Unknown	Unknown	GCF_035962435.1	full
GCF_036013565.1	Streptomyces europaeiscabiei (strain=NBC_00497)	146819	9193	Unknown	Unknown	GCF_036013565.1	full
GCF_036013605.1	Streptomyces europaeiscabiei (strain=NBC_00494)	146819	9278	Unknown	Unknown	GCF_036013605.1	full
GCF_036013765.1	Streptomyces europaeiscabiei (strain=NBC_00480)	146819	9577	Unknown	Unknown	GCF_036013765.1	full
GCF_036093575.1	Streptomyces europaeiscabiei (strain=NBC_00363)	146819	8883	Unknown	Unknown	GCF_036093575.1	full
GCF_036181125.1	Streptomyces europaeiscabiei (strain=NBC_00261)	146819	9499	Unknown	Unknown	GCF_036181125.1	full
GCF_036346855.1	Streptomyces europaeiscabiei (strain=NBC_00515)	146819	8993	Unknown	Unknown	GCF_036346855.1	full
GCF_045206405.1	Streptomyces europaeiscabiei (strain=NBC_00514)	146819	8621	Unknown	Unknown	GCF_045206405.1	full
GCF_014673495.1	Streptomyces griseofuscus (strain=DSM 40191)	146922	7853	Unknown	Unknown	GCF_014673495.1	full
GCF_001660045.1	Streptomyces parvulus (strain=2297)	146923	6822	Unknown	Unknown	GCF_001660045.1	full
GCF_018069625.1	Streptomyces yatensis (strain=DSM 41771)	155177	8381	Unknown	Unknown	GCF_018069625.1	full
GCF_029011865.1	Streptomyces yunnanensis (strain=P86)	156453	8269	Unknown	Unknown	GCF_029011865.1	full
GCF_041519305.1	Streptomyces luteireticuli (strain=ASG80)	173858	7470	Unknown	Unknown	GCF_041519305.1	full
GCF_013394065.1	Streptomyces rectiverticillatus (strain=B15-08)	173860	6381	Unknown	Unknown	GCF_013394065.1	full
GCF_003428925.1	Streptomyces koyangensis (strain=VK-A60T)	188770	6070	Unknown	Unknown	GCF_003428925.1	full
GCF_016803985.1	Streptomyces koyangensis (strain=SCSIO 5802)	188770	5849	Unknown	Unknown	GCF_016803985.1	full
GCF_002009175.1	Streptomyces niveus (strain=SCSIO 3406)	193462	6816	Unknown	Unknown	GCF_002009175.1	full
GCF_036227585.1	Streptomyces niveus (strain=NBC_01447)	193462	7419	Unknown	Unknown	GCF_036227585.1	full
GCF_036229765.1	Streptomyces niveus (strain=NBC_01432)	193462	7616	Unknown	Unknown	GCF_036229765.1	full
GCF_042465705.1	Streptomyces niveus (strain=P8-A1)	193462	7725	Unknown	Unknown	GCF_042465705.1	full
GCF_045040305.1	Streptomyces niveus (strain=NBC_01507)	193462	7308	Unknown	Unknown	GCF_045040305.1	full
GCF_045040435.1	Streptomyces niveus (strain=NBC 01536)	193462	7389	Unknown	Unknown	GCF_045040435.1	full
GCF_045161855.1	Streptomyces niveus (strain=NBC_00843)	193462	7411	Unknown	Unknown	GCF_045161855.1	full
GCF_045208155.1	Streptomyces niveus (strain=NBC 01542)	193462	7619	Unknown	Unknown	GCF_045208155.1	full
GCF_027947575.1	Streptomyces rubrogriseus (strain=NBRC 15455)	194673	7300	Unknown	Unknown	GCF_027947575.1	full
GCF_026167665.1	Streptomyces drozdowiczii (strain=MDA8-470)	202862	6040	Unknown	Unknown	GCF_026167665.1	full
GCF_001431765.1	Streptomyces sp. FR-008 (strain=FR-008)	206662	6066	Unknown	Unknown	GCF_001431765.1	full
GCF_000009765.2	Streptomyces avermitilis MA-4680 = NBRC 14893 (strain=MA-4680)	227882	7667	Unknown	Unknown	GCF_000009765.2	full
GCF_001941845.1	Streptomyces sp. TN58 (strain=TN58)	234612	6486	Unknown	Unknown	GCF_001941845.1	full
GCF_036189065.1	Streptomyces jietaisiensis (strain=NBC_00522)	235987	6402	Unknown	Unknown	GCF_036189065.1	full
GCF_036189845.1	Streptomyces jietaisiensis (strain=NBC_00521)	235987	6424	Unknown	Unknown	GCF_036189845.1	full
GCF_036190545.1	Streptomyces jietaisiensis (strain=NBC_00504)	235987	6505	Unknown	Unknown	GCF_036190545.1	full
GCF_036224405.1	Streptomyces jietaisiensis (strain=NBC_00489)	235987	6411	Unknown	Unknown	GCF_036224405.1	full
GCF_036226185.1	Streptomyces jietaisiensis (strain=NBC_00478)	235987	6442	Unknown	Unknown	GCF_036226185.1	full
GCF_036347095.1	Streptomyces jietaisiensis (strain=NBC_00805)	235987	6306	Unknown	Unknown	GCF_036347095.1	full
GCF_045041055.1	Streptomyces jietaisiensis (strain=NBC_00023)	235987	6484	Unknown	Unknown	GCF_045041055.1	full
GCF_045206425.1	Streptomyces jietaisiensis (strain=NBC_00595)	235987	6415	Unknown	Unknown	GCF_045206425.1	full
GCF_045206515.1	Streptomyces jietaisiensis (strain=NBC_00616)	235987	6373	Unknown	Unknown	GCF_045206515.1	full
GCF_019880305.1	Streptomyces decoyicus (strain=NRRL 2666)	249567	7322	Unknown	Unknown	GCF_019880305.1	full
GCF_035917695.1	Streptomyces decoyicus (strain=NBC 01774)	249567	7867	Unknown	Unknown	GCF_035917695.1	full
GCF_036013815.1	Streptomyces decoyicus (strain=NBC_00472)	249567	7858	Unknown	Unknown	GCF_036013815.1	full
GCF_036237195.1	Streptomyces decoyicus (strain=NBC_01359)	249567	7858	Unknown	Unknown	GCF_036237195.1	full
GCF_045162785.1	Streptomyces decoyicus (strain=NBC_01015)	249567	7846	Unknown	Unknown	GCF_045162785.1	full
GCF_045208505.1	Streptomyces decoyicus (strain=NBC_01584)	249567	7844	Unknown	Unknown	GCF_045208505.1	full
GCF_045208515.1	Streptomyces decoyicus (strain=NBC_01586)	249567	8039	Unknown	Unknown	GCF_045208515.1	full
GCF_013085465.1	Streptomyces asoensis (strain=H2S5)	249586	8510	Unknown	Unknown	GCF_013085465.1	full
GCF_001267885.1	Streptomyces ambofaciens ATCC 23877 (strain=ATCC 23877)	278992	7050	Unknown	Unknown	GCF_001267885.1	full
GCF_027947595.1	Streptomyces lienomycini (strain=DSM 41475)	284035	6827	Unknown	Unknown	GCF_027947595.1	full
GCF_001750785.1	Streptomyces rubrolavendulae (strain=MJM4426)	285473	5328	Unknown	Unknown	GCF_001750785.1	full
GCF_036124195.1	Streptomyces caniferus (strain=NBC_00337)	285557	7390	Unknown	Unknown	GCF_036124195.1	full
GCF_036167175.1	Streptomyces caniferus (strain=NBC_00314)	285557	7539	Unknown	Unknown	GCF_036167175.1	full
