gene	dominant_allele	dominant_count	dominant_frequency	dominant_proteins	cluster_representative	alternative_proteins	total_alleles	total_strains_with_gene	protein_id	locus_tag	gene_id	product	go_ids	go_process	go_function	go_component	annotation_source
Strep_C121176	Strep_C121176A606	12	0.0857142857142857	A0A7H8ZMZ1	A0A2R4JUS9	A0A1B1MI79,A0A7H8T4S4,A0A2R4JF36	1241	140	A0A1B1MI79			ATP/GTP-binding protein	GO:0005525		GTP binding [GO:0005525]		alternative_protein_1
Strep_C121233	Strep_C121233A122	2	0.0142857142857142	A0A0N6ZIL8	A0A2U9NZF6	B1W5H8,A0A7H0NTB1,A0A1W5XTS5	387	140	A0A2U9NZF6			Pyrophosphate--fructose 6-phosphate 1-phosphotransferase (EC 2.7.1.90) (6-phosphofructokinase, pyrophosphate dependent) (PPi-dependent phosphofructokinase) (PPi-PFK) (Pyrophosphate-dependent 6-phosphofructose-1-kinase)	GO:0061621;GO:0030388;GO:0006002;GO:0003872;GO:0016208;GO:0005524;GO:0047334;GO:0070095;GO:0042802;GO:0046872;GO:0048029;GO:0005945	canonical glycolysis [GO:0061621]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]	6-phosphofructokinase activity [GO:0003872]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; diphosphate-fructose-6-phosphate 1-phosphotransferase activity [GO:0047334]; fructose-6-phosphate binding [GO:0070095]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; monosaccharide binding [GO:0048029]	6-phosphofructokinase complex [GO:0005945]	cluster_representative
Strep_C121317	Strep_C121317A0	1	0.0071428571428571	A0A1W7CZA0	A0A1W7CZA0	A0A0U3QEU3,A0A191UZG7,A0A1H4KCW3	157	140	A0A1W7CZA0			Trehalose-6-phosphate synthase	GO:0005992;GO:0003825;GO:0004805;GO:0005829	trehalose biosynthetic process [GO:0005992]	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity [GO:0003825]; trehalose-phosphatase activity [GO:0004805]	cytosol [GO:0005829]	dominant_protein
Strep_C121416	Strep_C121416A350	2	0.0142857142857142	A0A7H8ZKT3	A0A1Z1W689	A0A2K8PR68,A0A1H4SG40,A0A1W5XJS5	566	139	A0A1Z1W689			LysR family transcriptional regulator	GO:0003677;GO:0003700;GO:0032993		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	protein-DNA complex [GO:0032993]	cluster_representative
Strep_C12164	Strep_C12164A1136	2	0.0142857142857142	A0A7H8ZWK4	A0A2S2G0P7	A0A7G6XSB2,A0A5P2DRM0,A0A7G7BU06	1345	140	A0A5P2DRM0			1-phosphofructokinase family hexose kinase	GO:0003872;GO:0005524;GO:0005829		6-phosphofructokinase activity [GO:0003872]; ATP binding [GO:0005524]	cytosol [GO:0005829]	alternative_protein_2
Strep_C121644	Strep_C121644A354	9	0.0642857142857142	A0A1L7GK07	A0A1Z2L1Q6	A0A0M3QI36,A0A6G9FE59,A0A0B5IAK0	485	140	A0A1Z2L1Q6			IclR family transcriptional regulator	GO:0045892;GO:0003677;GO:0003700	negative regulation of DNA-templated transcription [GO:0045892]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		cluster_representative
Strep_C121675	Strep_C121675A0	1	0.0071428571428571	A0A1Z2LB90	A0A1Z2LB90	A0A1W7D4A2,A0A222T7G8,A0A6G9FNN5	139	139	A0A1Z2LB90			HEAT repeat domain-containing protein					dominant_protein
Strep_C122795	Strep_C122795A0	1	0.0071428571428571	A0A3Q8VEL1	A0A3Q8VEL1	A0A7G1ND57,A0A0A8ETP3,A0A5P2C2P5	195	139	A0A7G1ND57			Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	GO:0006094;GO:0051156;GO:0006096;GO:0097367;GO:0004347;GO:0048029;GO:0005829	gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]	cytosol [GO:0005829]	alternative_protein_1
Strep_C122858	Strep_C122858A43	7	0.05	A0A3S8WGE0	A0A3Q8W6Z5	L8ETG8,A0A6I6FG94,A0A516REP2	131	140	L8ETG8			Phosphocarrier protein HPr	GO:0009401;GO:0005737	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]		cytoplasm [GO:0005737]	alternative_protein_1
Strep_C123048	Strep_C123048A164	2	0.0142857142857142	A0A222SWP7	A0A3Q9K759	A0A0G3UN07,A0A3G4VUS2,A0A3S8XTS5	169	140	A0A3Q9K759			TIGR01458 family HAD-type hydrolase	GO:0016791;GO:0005737		phosphatase activity [GO:0016791]	cytoplasm [GO:0005737]	cluster_representative
Strep_C123053	Strep_C123053A447	2	0.0142857142857142	A0A1W5XU66	A0A3Q9K7A9	A0A6N9VDW6,N0CVU9,A0A0B5HSK4	783	140	A0A3Q9K7A9			Amidase	GO:0003824		catalytic activity [GO:0003824]		cluster_representative
Strep_C123144	Strep_C123144A19	2	0.0142857142857142	A0A0U3BJ79	A0A3S8VXN7	A0A7H8ZK23,A0A1V0UJ14,A0A5P2CRF9	150	137	A0A0U3BJ79			Uricase (EC 1.7.3.3) (Urate oxidase)	GO:0006144;GO:0019628;GO:0004846	purine nucleobase metabolic process [GO:0006144]; urate catabolic process [GO:0019628]	urate oxidase activity [GO:0004846]		dominant_protein
Strep_C123146	Strep_C123146A188	2	0.0142857142857142	A0A0C5FYE2	A0A3S8W3V1	A0A6N9VC20,N0CX18,A0A0F7W1H6	1613	140	A0A0C5FYE2			Aspartate aminotransferase	GO:0019265;GO:0008453;GO:0004760	glycine biosynthetic process, by transamination of glyoxylate [GO:0019265]	alanine-glyoxylate transaminase activity [GO:0008453]; L-serine-pyruvate transaminase activity [GO:0004760]		dominant_protein
Strep_C123369	Strep_C123369A28	2	0.0142857142857142	A0A7H8ZW31	A0A0K2ARU8	A0A0M4DVM3,A0A0M5IWW3,A0A7G7BPX5	138	139	A0A0K2ARU8			Putative integral membrane protein	GO:0016791;GO:0016020		phosphatase activity [GO:0016791]	membrane [GO:0016020]	cluster_representative
Strep_C123489	Strep_C123489A0	1	0.0071428571428571	A0A1A9IXU0	A0A1A9IXU0	A0A1H4QWI1,A0A5P9WN72,A0A5J6GBG5	145	139	A0A1H4QWI1			Secreted protein	GO:0005975;GO:0016020	carbohydrate metabolic process [GO:0005975]		membrane [GO:0016020]	alternative_protein_1
Strep_C123550	Strep_C123550A125	2	0.0142857142857142	A0A0F7VW11	A0A1D7Y5A8	N0CQ77,A0A6N9VPF2,A0A7H9A1H2	841	139	A0A0F7VW11			Transcriptional regulator	GO:0003700;GO:0000976		DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]		dominant_protein
Strep_C123645	Strep_C123645A329	2	0.0142857142857142	A0A7H8ZL39	A0A1L7GPI4	A0A0M4DUC8,A0A6G9FJU4,A0A5J6JEW5	392	139	A0A0M4DUC8			Glutamine amidotransferase	GO:0016740		transferase activity [GO:0016740]		alternative_protein_1
Strep_C123695	Strep_C123695A0	1	0.0071428571428571	A0A1U9QUG5	A0A1U9QUG5	A0A6C0Q7E2,A0A0N6ZJX2,A0A3Q9KG69	139	139	A0A1U9QUG5			Oxidoreductase					dominant_protein
Strep_C123850	Strep_C123850A50	2	0.0142857142857142	A0A7H8ZMY0	A0A1W7D6R1	A0A0U3Q239,A0A0C5FUL6,A0A3S9ID57	249	138	A0A1W7D6R1			Crp/Fnr family transcriptional regulator	GO:0003700;GO:0005829		DNA-binding transcription factor activity [GO:0003700]	cytosol [GO:0005829]	cluster_representative
Strep_C124141	Strep_C124141A35	2	0.0142857142857142	A0A1U9P3T3	A0A2R4JUY2	A0A1V0UGZ1,A0A7H8ZN99,A0A6N9V8G4	183	139	A0A1V0UGZ1			Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	GO:0019264;GO:0032259;GO:0035999;GO:0004372;GO:0008168;GO:0042803;GO:0030170;GO:0005829	glycine biosynthetic process from serine [GO:0019264]; methylation [GO:0032259]; tetrahydrofolate interconversion [GO:0035999]	glycine hydroxymethyltransferase activity [GO:0004372]; methyltransferase activity [GO:0008168]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]	cytosol [GO:0005829]	alternative_protein_1
Strep_C124178	Strep_C124178A152	2	0.0142857142857142	A0A3S8VPY4	A0A2S1SSP9	A0A5J6HU19,A0A3S8WK35,A0A6N9VFT7	1710	140	A0A2S1SSP9			SAM-dependent methyltransferase	GO:0017000;GO:0032259;GO:0008168	antibiotic biosynthetic process [GO:0017000]; methylation [GO:0032259]	methyltransferase activity [GO:0008168]		cluster_representative
Strep_C124243	Strep_C124243A12	2	0.0142857142857142	A0A0M4DTS8	A0A2Z4J2S4	A0A7H9A0N5,A0A1V0UEV5,A0A3Q8UQK3	134	140	A0A0M4DTS8			DUF7945 domain-containing protein					dominant_protein
Strep_C12445	Strep_C12445A119	2	0.0142857142857142	B4VCR5	A0A2Z5JLV2	A0A1L7GM78,A0A7G6XDL7,A0A0M4DIW3	327	140	A0A2Z5JLV2			SGNH hydrolase	GO:0016787		hydrolase activity [GO:0016787]		cluster_representative
Strep_C124696	Strep_C124696A22	5	0.0357142857142857	A0A0M3QNH6	A0A5B7USH1	A0A3G4VTP9,B4V4A5,N0CQ88	128	139	N0CQ88			DNA repair protein RecO (Recombination protein O)	GO:0006310;GO:0006302;GO:0043590	DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]		bacterial nucleoid [GO:0043590]	alternative_protein_3
Strep_C1247	Strep_C1247A0	1	0.0071428571428571	A0A5B7USP9	A0A5B7USP9	A0A0F7N349,A0A5P2B9Y3,A0A7H8JQA9	139	139	A0A5P2B9Y3			GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	GO:0042254;GO:0005525;GO:0003924;GO:0000287;GO:0005737	ribosome biogenesis [GO:0042254]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]	cytoplasm [GO:0005737]	alternative_protein_2
Strep_C125025	Strep_C125025A89	6	0.0428571428571428	A0A346C6P2	A0A5P8K7L2	A0A5J6GCW3,A0A5J6HIV8,A0A291QFP0	196	138	A0A5J6GCW3			Anti-sigma factor antagonist	GO:0043856		anti-sigma factor antagonist activity [GO:0043856]		alternative_protein_1
Strep_C125096	Strep_C125096A120	2	0.0142857142857142	A0A3G4VXF4	A0A5R9M7H6	G2NLZ8,A0A2S2GBK1,A0A1H4T342	130	140	A0A1H4T342			Transcription elongation factor GreA (Transcript cleavage factor GreA)	GO:0006354;GO:0032784;GO:0003677;GO:0070063;GO:0003746	DNA-templated transcription elongation [GO:0006354]; regulation of DNA-templated transcription elongation [GO:0032784]	DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; translation elongation factor activity [GO:0003746]		alternative_protein_3
Strep_C125288	Strep_C125288A0	1	0.0071428571428571	G2P666	G2P666	A0A1Z2L9L5,A0A0C5FN37,A0A6I6WYZ8	141	140	G2P666			5'-3' exonuclease	GO:0033567;GO:0008409;GO:0017108;GO:0003677	DNA replication, Okazaki fragment processing [GO:0033567]	5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; DNA binding [GO:0003677]		dominant_protein
Strep_C125294	Strep_C125294A0	1	0.0071428571428571	G2PAE1	G2PAE1	A0A1H4SZ69,A0A346C162,A0A3G2JK30	139	139	G2PAE1			Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	GO:0006355;GO:0000716;GO:0005524;GO:0003684;GO:0003678;GO:0016787;GO:0005737	regulation of DNA-templated transcription [GO:0006355]; transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]	ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]	cytoplasm [GO:0005737]	dominant_protein
Strep_C125438	Strep_C125438A0	1	0.0071428571428571	J2JV86	J2JV86	A0A089XG24,A0A346C3Q8,A0A3Q8VW06	320	140	J2JV86			GNAT family N-acetyltransferase (N-acetyltransferase GCN5)	GO:0030649;GO:0034069	aminoglycoside antibiotic catabolic process [GO:0030649]	aminoglycoside N-acetyltransferase activity [GO:0034069]		dominant_protein
Strep_C125487	Strep_C125487A218	2	0.0142857142857142	B1VYP5	L8ET70	A0A5P2DWB9,A0A1V0QY19,A0A1V0UHB8	236	140	B1VYP5			4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	GO:0019288;GO:0016114;GO:0051539;GO:0046429;GO:0141197;GO:0005506	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin) [GO:0046429]; 4-hydroxy-3-methylbut-2-enyl-diphosphate synthase activity (flavodoxin) [GO:0141197]; iron ion binding [GO:0005506]		dominant_protein
Strep_C125523	Strep_C125523A0	1	0.0071428571428571	N0CLU3	N0CLU3	A0A0U3NGW1,A0A0F7VWE7,A0A6I6FSU4	143	140	N0CLU3			Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	GO:0055129;GO:0005524;GO:0004349;GO:0003723;GO:0005829	L-proline biosynthetic process [GO:0055129]	ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; RNA binding [GO:0003723]	cytosol [GO:0005829]	dominant_protein
Strep_C125612	Strep_C125612A0	1	0.0071428571428571	Q82BQ5	Q82BQ5	A0A0U3P1K9,A0A1A9IV71,A0A426SFL0	139	139	Q82BQ5			Dihydrouridine synthase	GO:0050660;GO:0003723;GO:0017150		flavin adenine dinucleotide binding [GO:0050660]; RNA binding [GO:0003723]; tRNA dihydrouridine synthase activity [GO:0017150]		dominant_protein
Strep_C125796	Strep_C125796A116	3	0.0214285714285714	A0A1L6PIE0	A0A0U3PWD5	N0CWN9,A0A7R8RXF5,A0A6N9V9F2	253	140	N0CWN9			Elongation factor Tu (EF-Tu) (EC 3.6.5.3)	GO:0005525;GO:0003924;GO:0000287;GO:0016779;GO:0003746;GO:0005829		GTP binding [GO:0005525]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]; nucleotidyltransferase activity [GO:0016779]; translation elongation factor activity [GO:0003746]	cytosol [GO:0005829]	alternative_protein_1
Strep_C125820	Strep_C125820A0	1	0.0071428571428571	A0A1H4UDE6	A0A1H4UDE6	A0A222T1S5,A0A0B5DRK9,A0A6M4WUV1	140	140	A0A1H4UDE6			16S rRNA (Guanine966-N2)-methyltransferase	GO:0031167;GO:0008168;GO:0003676	rRNA methylation [GO:0031167]	methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]		dominant_protein
Strep_C125830	Strep_C125830A108	4	0.0285714285714285	N0CX38	A0A1H5CE48	A0A7M2T3S8,A0A7M2SIT0,A0A221P3V4	118	140	N0CX38			Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	GO:0009097;GO:0009099;GO:0003984;GO:1990610;GO:0005829	isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610]	cytosol [GO:0005829]	dominant_protein
Strep_C125907	Strep_C125907A26	2	0.0142857142857142	A0A7H8ZJV2	A0A0A8F049	A0A0U3PH16,A0A0N6ZF86,A0A7H8IH35	137	138	A0A7H8ZJV2			deleted					dominant_protein
Strep_C125933	Strep_C125933A230	3	0.0214285714285714	A0A5P2BSM1	A0A0A8F0E9	A0A6N9V417,A0A7R8NNP5,N0CV80	487	140	A0A5P2BSM1			UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase)	GO:0051301;GO:0071555;GO:0009252;GO:0008360;GO:0003677;GO:0016765;GO:0005737	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	DNA binding [GO:0003677]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]	cytoplasm [GO:0005737]	dominant_protein
Strep_C12601	Strep_C12601A17	8	0.0571428571428571	A0A1E5PP42	A0A344U446	A0A6H0CHS1,A0A6M4PNY2,A0A7M2SVH7	81	140	A0A1E5PP42			Large ribosomal subunit protein bL20	GO:0000027;GO:0006412;GO:0019843;GO:0003735;GO:1990904;GO:0005840	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	dominant_protein
Strep_C126016	Strep_C126016A0	1	0.0071428571428571	A0A0F7N9G7	A0A0F7N9G7	A0A2K9F7U0,A0A0C5G4Z4,A0A6M4X131	138	138	A0A0C5G4Z4			Hydrolase	GO:0016787		hydrolase activity [GO:0016787]		alternative_protein_2
Strep_C126154	Strep_C126154A261	2	0.0142857142857142	A0A0F7NAU2	A0A0U3D081	A0A0M4E835,A0A6N9VFP2,A0A6G5RRY4	486	138	A0A0U3D081			Ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB	GO:0051470;GO:0033294	ectoine transmembrane transport [GO:0051470]	ectoine binding [GO:0033294]		cluster_representative
Strep_C126200	Strep_C126200A103	2	0.0142857142857142	A0A516RBD2	A0A191V9Q6	A0A7H8ZU75,A0A1V0UDT0,A0A0N6ZEL3	350	140	A0A516RBD2			Exopolyphosphatase/guanosine-5'-triphosphate, 3'-diphosphate pyrophosphatase (EC 3.6.1.11, EC 3.6.1.40) (Ppx/GppA family phosphatase)	GO:0004309;GO:0008894		exopolyphosphatase activity [GO:0004309]; guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity [GO:0008894]		dominant_protein
Strep_C126216	Strep_C126216A0	1	0.0071428571428571	A0A1A9J200	A0A1A9J200	A0A0U3NKJ0,A0A0M4DQ93,Q826I8	140	140	A0A0M4DQ93			Phosphomethylpyrimidine kinase	GO:0009228;GO:0009229;GO:0005524;GO:0008902;GO:0008972;GO:0005829	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	ATP binding [GO:0005524]; hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]	cytosol [GO:0005829]	alternative_protein_2
Strep_C126350	Strep_C126350A11	2	0.0142857142857142	N0CRV1	J2JU99	G2PE49,A0A222T6G2,A0A3Q8UMB6	799	140	N0CRV1			Putative ester cyclase	GO:0030638;GO:0003824	polyketide metabolic process [GO:0030638]	catalytic activity [GO:0003824]		dominant_protein
Strep_C126372	Strep_C126372A83	3	0.0214285714285714	A0A5P2BIZ5	L8EQ69	A0A1L6PDX7,A0A0U3KDY5,A0A516RFU2	303	139	A0A5P2BIZ5			CoA ester lyase	GO:0006107;GO:0016829;GO:0000287	oxaloacetate metabolic process [GO:0006107]	lyase activity [GO:0016829]; magnesium ion binding [GO:0000287]		dominant_protein
Strep_C126378	Strep_C126378A0	1	0.0071428571428571	L8EUY6	L8EUY6	A0A0A8EP23,A0A0U3KE43,S5V797	324	140	L8EUY6			Lipoprotein	GO:0005975	carbohydrate metabolic process [GO:0005975]			dominant_protein
Strep_C1264	Strep_C1264A29	2	0.0142857142857142	N0CSX1	A0A5B7UY33	A0A7H8ZW47,A0A1V0U8L3,A0A0M4DRN0	375	137	N0CSX1			NLP/P60-family protein	GO:0008234		cysteine-type peptidase activity [GO:0008234]		dominant_protein
Strep_C126566	Strep_C126566A45	6	0.0428571428571428	A0A5J6GBT5	Q82KE0	A0A7H8ZLG8,A0A1V0UHS8,A0A1L7GKT9	122	139	A0A5J6GBT5			LexA repressor (EC 3.4.21.88)	GO:0006281;GO:0006260;GO:0045892;GO:0006508;GO:0009432;GO:0003677;GO:0004252	DNA repair [GO:0006281]; DNA replication [GO:0006260]; negative regulation of DNA-templated transcription [GO:0045892]; proteolysis [GO:0006508]; SOS response [GO:0009432]	DNA binding [GO:0003677]; serine-type endopeptidase activity [GO:0004252]		dominant_protein
Strep_C12675	Strep_C12675A0	1	0.0071428571428571	A0A345HMF6	A0A345HMF6	A0A0F7VU27,A0A1V0TR04,A0A1W5XN91	139	139	A0A345HMF6			FAD-binding PCMH-type domain-containing protein					dominant_protein
Strep_C126839	Strep_C126839A2244	2	0.0142857142857142	A0A7H8ZQ16	A0A0A8F1V2	A0A7H8ZUU0,A0A1V0UAI9,A0A1V0UDW0	3663	140	A0A1V0UAI9			Alpha/beta hydrolase	GO:0016787		hydrolase activity [GO:0016787]		alternative_protein_2
Strep_C126898	Strep_C126898A111	2	0.0142857142857142	B4VE81	A0A0C5FZA3	A0A0F7N203,A0A3Q8UNX8,A0A3Q8VZ02	139	140	A0A0C5FZA3			Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	GO:0009249;GO:0051539;GO:0016992;GO:0046872;GO:0005737	protein lipoylation [GO:0009249]	4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]	cytoplasm [GO:0005737]	cluster_representative
Strep_C126956	Strep_C126956A0	1	0.0071428571428571	A0A0F7NAQ3	A0A0F7NAQ3	A0A1U9QRD5,A0A1Z2L1N5,A0A7M2SK86	138	138	A0A1U9QRD5			Fumarate hydratase class I (EC 4.2.1.2)	GO:0006099;GO:0051539;GO:0004333;GO:0046872;GO:0042803	tricarboxylic acid cycle [GO:0006099]	4 iron, 4 sulfur cluster binding [GO:0051539]; fumarate hydratase activity [GO:0004333]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]		alternative_protein_1
Strep_C127133	Strep_C127133A31	2	0.0142857142857142	A0A1V0UAK7	A0A1A9J5P4	A0A6I6F4J6,A0A0K2ASN5,A0A6I6W8I3	225	131	A0A1V0UAK7			GDP-mannose pyrophosphorylase					dominant_protein
Strep_C12714	Strep_C12714A67	2	0.0142857142857142	A0A1V0UL14	A0A345I0I3	A0A089X382,A0A2R4JX96,A0A0M4DVL9	235	139	A0A1V0UL14			ATPase	GO:0005524;GO:0016887		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		dominant_protein
Strep_C127149	Strep_C127149A0	1	0.0071428571428571	A0A1B1B010	A0A1B1B010	A0A1H4I9W5,A0A0C5GHV6,A0A5R9LW63	158	140	A0A1B1B010			3-isopropylmalate dehydratase (3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit (EC 4.2.1.33, EC 4.2.1.35))	GO:0008652;GO:0043436;GO:0051539;GO:0016836;GO:0046872	amino acid biosynthetic process [GO:0008652]; oxoacid metabolic process [GO:0043436]	4 iron, 4 sulfur cluster binding [GO:0051539]; hydro-lyase activity [GO:0016836]; metal ion binding [GO:0046872]		dominant_protein
Strep_C12757	Strep_C12757A44	3	0.0214285714285714	A0A0F7NAT9	A0A346C7L0	A0A1H4UPN5,G2NYB5,A0A0F7VS51	128	140	A0A0F7NAT9			deleted					dominant_protein
Strep_C12817	Strep_C12817A475	2	0.0142857142857142	A0A3G4W1S5	A0A385DFZ2	N0CJC0,A0A6N9VBL8,A0A0U3GFI5	492	140	A0A385DFZ2			ROK family transcriptional regulator	GO:0003700		DNA-binding transcription factor activity [GO:0003700]		cluster_representative
Strep_C12825	Strep_C12825A0	1	0.0071428571428571	A0A385DG27	A0A385DG27	A0A0U3M1P0,A0A7T1T5U8,A0A5P2BG13	360	140	A0A385DG27			2'-5' RNA ligase family protein	GO:0016874		ligase activity [GO:0016874]		dominant_protein
Strep_C12926	Strep_C12926A0	1	0.0071428571428571	A0A387HRD2	A0A387HRD2	A0A1H4X790,A0A0U3NZY8,A0A7R8NFD6	197	136	A0A387HRD2			Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	GO:0071555;GO:0009252;GO:0008360;GO:0046677;GO:0050380;GO:0005886	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	undecaprenyl-diphosphatase activity [GO:0050380]	plasma membrane [GO:0005886]	dominant_protein
Strep_C13018	Strep_C13018A0	1	0.0071428571428571	A0A6I6SE42	A0A6I6SE42	A0A0A8EUT3,A0A516R4P2,A0A3S9ZR23	138	138	A0A6I6SE42			deleted					dominant_protein
Strep_C13085	Strep_C13085A31	2	0.0142857142857142	A0A1V0UAG8	A0A6I6WNR0	A0A1W5ZA16,A0A0M4DZF1,A0A5B7UU02	160	140	A0A1V0UAG8			TetR family transcriptional regulator	GO:0045892;GO:0003700;GO:0000976	negative regulation of DNA-templated transcription [GO:0045892]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]		dominant_protein
Strep_C13424	Strep_C13424A14	2	0.0142857142857142	A0A0C5G7Z9	A0A7G1NLU1	A0A3Q8UVZ0,A0A0F7ND07,A0A0A8EBS8	239	140	A0A0C5G7Z9			Dehydrogenase	GO:0008654;GO:0046872;GO:0016614;GO:0005737	phospholipid biosynthetic process [GO:0008654]	metal ion binding [GO:0046872]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]	cytoplasm [GO:0005737]	dominant_protein
Strep_C1368	Strep_C1368A106	3	0.0214285714285714	A0A3S8Y114	A0A5B8IPX1	A0A5P2BEM1,A0A3Q8UT75,A0A0F7NAA9	201	140	A0A5B8IPX1			Cobalamin B12-binding domain-containing protein	GO:0031419;GO:0046872		cobalamin binding [GO:0031419]; metal ion binding [GO:0046872]		cluster_representative
Strep_C13755	Strep_C13755A129	3	0.0214285714285714	A0A5P2CCX5	A0A7G7BSK5	A0A1V0U6J9,A0A7H8ZYX5,A0A0M4E0R4	137	135	A0A5P2CCX5			Ferredoxin	GO:0051539;GO:0009055;GO:0005506		4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; iron ion binding [GO:0005506]		dominant_protein
Strep_C13848	Strep_C13848A676	3	0.0214285714285714	A0A5B7UV13	A0A7H0I7V3	A0A0U3KL73,A0A1L6PET7,A0A7H9A0U1	1348	140	A0A7H0I7V3			Histidine phosphatase family protein	GO:0016791;GO:0005737		phosphatase activity [GO:0016791]	cytoplasm [GO:0005737]	cluster_representative
Strep_C13864	Strep_C13864A395	2	0.0142857142857142	A0A6N9V0U9	A0A7H0IE96	A0A0A8EY25,A0A0U2WSP8,A0A3Q8W1Z2	507	138	A0A6N9V0U9			Alkene reductase	GO:0010181;GO:0016628;GO:0005829		FMN binding [GO:0010181]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]	cytosol [GO:0005829]	dominant_protein
Strep_C13888	Strep_C13888A0	1	0.0071428571428571	A0A7H0IME5	A0A7H0IME5	A0A143BVN4,A0A2N9BIX4,A0A2S2GH74	272	138	A0A7H0IME5			Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)	GO:0042158;GO:0016410;GO:0005886	lipoprotein biosynthetic process [GO:0042158]	N-acyltransferase activity [GO:0016410]	plasma membrane [GO:0005886]	dominant_protein
