gene	dominant_allele	dominant_count	dominant_frequency	dominant_proteins	cluster_representative	alternative_proteins	total_alleles	total_strains_with_gene	protein_id	locus_tag	gene_id	product	go_ids	go_process	go_function	go_component	annotation_source
Strep_C165321	Strep_C165321A16	2	0.0142857142857142	A0A3Q8ULU1	A0A7M2SU31	A0A3G4W508,B4VCQ0,A0A1U9NU48	134	138	A0A3Q8ULU1			deleted					dominant_protein
Strep_C167888	Strep_C167888A2	11	0.0785714285714285	G2NFU3	A0A0G3UNR9	A0A6I6N1L8,A0A6M4PGY3,A0A2R4JFF9	99	139	G2NFU3			deleted					dominant_protein
Strep_C168489	Strep_C168489A2	24	0.171428571428571	A0A1B1AQG0	A0A0A8EU54	A0A1S6J8S6,A0A6G5RHH6,A0A143C461	63	140	A0A1B1AQG0			NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	GO:0008137;GO:0050136;GO:0048038;GO:0030964;GO:0005886		NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]	NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]	dominant_protein
Strep_C168803	Strep_C168803A22	3	0.0214285714285714	A0A1L6PHN6	A0A5R9M812	A0A5P2BFA7,A0A3Q8USW3,A0A0F7NCR1	121	129	A0A5P2BFA7			RidA family protein	GO:0019239;GO:0005829		deaminase activity [GO:0019239]	cytosol [GO:0005829]	alternative_protein_1
Strep_C169116	Strep_C169116A31	3	0.0214285714285714	A0A1L6PJS4	A0A0K2AVV2	A0A7L4Z2D8,A0A1X4GSH0,A0A0C5GEF7	127	136	A0A1L6PJS4			deleted					dominant_protein
Strep_C16921	Strep_C16921A0	1	0.0071428571428571	D7CCF9	A0A7R8NZQ7	Q82JM2,S5VA35,A0A5Q0LAP7	144	140	D7CCF9			Acetolactate synthase (EC 2.2.1.6)	GO:0009097;GO:0009099;GO:0003984;GO:0050660;GO:0000287;GO:0030976;GO:0005948	isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]	acetolactate synthase complex [GO:0005948]	dominant_protein
Strep_C169853	Strep_C169853A83	3	0.0214285714285714	A0A5P2CEA1	A0A2N9BGJ3	A0A0C5G0I5,A0A0F7W3M0,A0A0M3QNP3	132	140	A0A5P2CEA1			DNA-binding protein	GO:0003677		DNA binding [GO:0003677]		dominant_protein
Strep_C170356	Strep_C170356A83	3	0.0214285714285714	A0A5P2BI70	A0A0M4DAB9	A0A3Q8UT12,A0A0F7N6J7,A0A3G4VYJ3	129	140	A0A5P2BI70			Large ribosomal subunit protein bL12	GO:0006412;GO:0003729;GO:0003735;GO:0022625	translation [GO:0006412]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]	dominant_protein
Strep_C170954	Strep_C170954A15	2	0.0142857142857142	A0A0F7N586	A0A0A8ERV1	A0A1W5Z5H9,A0A0M4DZS6,A0A7H8ZW78	133	138	A0A0F7N586			deleted					dominant_protein
Strep_C171392	Strep_C171392A2	10	0.0714285714285714	A0A0U3BEE8	A0A6I6WGB9	A0A3Q8W531,A0A2K8PE97,A0A1U9P1H7	104	138	A0A0U3BEE8			Large ribosomal subunit protein uL23	GO:0006412;GO:0019843;GO:0003735;GO:1990904;GO:0005840	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	dominant_protein
Strep_C171527	Strep_C171527A4	11	0.0785714285714285	A0A0U3LHH0	D7BQU9	A0A345HNN2,A0A5P2BXH0,A0A6G9GY96	69	140	A0A0U3LHH0			Large ribosomal subunit protein uL16	GO:0006412;GO:0019843;GO:0003735;GO:0000049;GO:0022625	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	cytosolic large ribosomal subunit [GO:0022625]	dominant_protein
Strep_C172204	Strep_C172204A41	7	0.05	A0A494V6Y0	B1VXX9	A0A0M5IW06,A0A1L6PFR4,A0A0U3KCH7	103	140	A0A494V6Y0			XRE family transcriptional regulator	GO:0003677;GO:0003700;GO:0005829		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	cytosol [GO:0005829]	dominant_protein
Strep_C17305	Strep_C17305A0	1	0.0071428571428571	D7C120	A0A2S1SVT6	Q82DG5,A0A089XA11,A0A6I6FJP0	134	133	D7C120			Cholesterol oxidase (EC 1.1.3.6) (EC 5.3.3.1) (Cholesterol isomerase)	GO:0008203;GO:0050660;GO:0016853;GO:0016614	cholesterol metabolic process [GO:0008203]	flavin adenine dinucleotide binding [GO:0050660]; isomerase activity [GO:0016853]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]		dominant_protein
Strep_C173218	Strep_C173218A31	6	0.0428571428571428	A0A1V0R153	A0A5J6J849	A0A1L6PLD8,A0A6N9VDH3,B1VSG7	115	131	A0A5J6J849			7,8-dihydroneopterin aldolase (EC 4.1.2.25)	GO:0046656;GO:0046654;GO:0004150;GO:0005737	folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	dihydroneopterin aldolase activity [GO:0004150]	cytoplasm [GO:0005737]	cluster_representative
Strep_C173690	Strep_C173690A1	81	0.578571428571429	A0A1B1AQR8	A0A0F7FSW0	A0A516RC11,A0A3S8WD79,A0A0K2AX71	19	139	A0A1B1AQR8			Small ribosomal subunit protein uS11	GO:0006412;GO:0019843;GO:0003735;GO:1990904;GO:0005840	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	dominant_protein
Strep_C175781	Strep_C175781A28	9	0.0642857142857142	A0A5J6J565	D7BQV6	A0A5P2XE78,A0A5J6HHA8,A0A1P8TGZ5	81	140	A0A5J6J565			Small ribosomal subunit protein uS8	GO:0006412;GO:0019843;GO:0003735;GO:0005737;GO:1990904;GO:0005840	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	dominant_protein
Strep_C175782	Strep_C175782A84	3	0.0214285714285714	A0A5P2CKB4	D7CER0	A0A0F7N3Q8,A0A3Q8UNW9,B4V3J4	129	140	A0A5P2CKB4			Cytochrome c oxidase polypeptide 4 (EC 7.1.1.9) (Cytochrome aa3 subunit 4) (Cytochrome c oxidase polypeptide IV)	GO:0022900;GO:0004129;GO:0005886	electron transport chain [GO:0022900]	cytochrome-c oxidase activity [GO:0004129]	plasma membrane [GO:0005886]	dominant_protein
Strep_C175964	Strep_C175964A4	5	0.0357142857142857	A0A7R8NY00	A0A1W7CUM3	A0A0M5IQ44,A0A291QGB0,A0A6G9FEM4	118	140	A0A7R8NY00			deleted					dominant_protein
Strep_C176348	Strep_C176348A4	5	0.0357142857142857	A0A1W5YXW2	D7CHJ5	N0D2B9,A0A7R8RYU8,A0A1V0UGF8	106	140	D7CHJ5			Superoxide dismutase, Ni (EC 1.15.1.1)	GO:0016151;GO:0004784		nickel cation binding [GO:0016151]; superoxide dismutase activity [GO:0004784]		cluster_representative
Strep_C176808	Strep_C176808A1	37	0.264285714285714	A0A7T7L1I7	A0A6I6WAD0	A0A1L6PRN9,N0CJR6,A0A7H8ZYK8	46	139	A0A7T7L1I7			RNA polymerase-binding protein RbpA	GO:0045893;GO:0001000;GO:0008270	positive regulation of DNA-templated transcription [GO:0045893]	bacterial-type RNA polymerase core enzyme binding [GO:0001000]; zinc ion binding [GO:0008270]		dominant_protein
Strep_C176829	Strep_C176829A34	4	0.0285714285714285	A0A346C5E0	A0A6G9GXU9	A0A1H4PKF9,G2P1H4,A0A222SWC8	126	140	A0A6G9GXU9			Succinate dehydrogenase, cytochrome b556 subunit	GO:0006099;GO:0009055;GO:0046872;GO:0016020	tricarboxylic acid cycle [GO:0006099]	electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]	membrane [GO:0016020]	cluster_representative
Strep_C177012	Strep_C177012A28	8	0.0571428571428571	A0A5P2DFC5	B4VA68	A0A7M2SVH7,A0A6M4PNY2,A0A1A9ITS2	81	140	A0A5P2DFC5			Large ribosomal subunit protein bL20	GO:0000027;GO:0006412;GO:0019843;GO:0003735;GO:1990904;GO:0005840	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	dominant_protein
Strep_C177950	Strep_C177950A4	6	0.0428571428571428	A0A0U3LVY3	A0A6I6WEE7	A0A0C5G6N3,A0A0F7VXP4,A0A0K2AZ59	128	140	A0A0U3LVY3			Glycine cleavage system H protein	GO:0019464;GO:0009249;GO:0005829;GO:0005960	glycine decarboxylation via glycine cleavage system [GO:0019464]; protein lipoylation [GO:0009249]		cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]	dominant_protein
Strep_C178209	Strep_C178209A23	2	0.0142857142857142	A0A0N6ZKQ8	A0A191V0H1	A0A5J6GF49,A0A291QC57,D7C8Q1	132	134	A0A191V0H1			Phage holin family protein	GO:0016020			membrane [GO:0016020]	cluster_representative
Strep_C178629	Strep_C178629A19	4	0.0285714285714285	A0A0K2AX19	D7BQV8	A0A1W5YZA2,A0A7H8ZP97,A0A0M4DSB1	107	139	A0A0K2AX19			Large ribosomal subunit protein uL18	GO:0006412;GO:0008097;GO:0003735;GO:0022625	translation [GO:0006412]	5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]	dominant_protein
Strep_C178636	Strep_C178636A30	7	0.05	A0A7G6XKI3	D7C1D6	A0A1W5Z051,A0A1L6PJ38,A0A0U3BD91	106	140	D7C1D6			Cold shock protein	GO:0003676;GO:0005737		nucleic acid binding [GO:0003676]	cytoplasm [GO:0005737]	cluster_representative
Strep_C17867	Strep_C17867A0	1	0.0071428571428571	D7C586	A0A7L7MD38	Q82BZ2,A0A089X5B4,A0A5Q0LIV2	144	137	D7C586			Putative long chain fatty acid:CoA ligase	GO:0004467;GO:0016020		long-chain fatty acid-CoA ligase activity [GO:0004467]	membrane [GO:0016020]	dominant_protein
Strep_C179013	Strep_C179013A15	2	0.0142857142857142	A0A0C5FPR6	A0A5B8J5X2	D7C5A2,Q82BW5,S5VFX4	139	140	A0A0C5FPR6			Cytidine deaminase	GO:0003824		catalytic activity [GO:0003824]		dominant_protein
Strep_C179222	Strep_C179222A29	9	0.0642857142857142	A0A2K8PE37	D7BQW7	A0A143C4Q7,A0A5J6I7F1,A0A514JUA6	89	140	A0A2K8PE37			Small ribosomal subunit protein uS13	GO:0006412;GO:0019843;GO:0003735;GO:0000049;GO:0005829;GO:0015935	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]	dominant_protein
Strep_C179470	Strep_C179470A16	2	0.0142857142857142	A0A3S8VMU2	A0A0F7FT78	A0A7G6XMD1,A0A1L7GE27,N0CLR6	136	139	A0A0F7FT78			Hit-family protein	GO:0003824		catalytic activity [GO:0003824]		cluster_representative
Strep_C179815	Strep_C179815A16	3	0.0214285714285714	A0A3S8VWH8	N0D3C6	B4V1P6,A0A5J6J929,A0A3G4VZ79	114	140	N0D3C6			Large ribosomal subunit protein bL19	GO:0006412;GO:0003735;GO:0022625	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]	cluster_representative
Strep_C179965	Strep_C179965A23	3	0.0214285714285714	A0A346C0M8	A0A291Q8K8	A0A7G6XLQ2,A0A1V0R426,A0A1L7GEH1	122	139	A0A291Q8K8			10 kDa chaperonin	GO:0005524;GO:0046872;GO:0044183;GO:0051087;GO:0051082		ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein folding chaperone [GO:0044183]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]		cluster_representative
Strep_C179971	Strep_C179971A2	23	0.164285714285714	A0A1V0UF20	A0A2K8PE57	A0A346C4Z8,A0A6I6NDV6,Q82DP0	57	140	A0A1V0UF20			Large ribosomal subunit protein uL22	GO:0006412;GO:0019843;GO:0003735;GO:0022625	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]	dominant_protein
Strep_C180638	Strep_C180638A0	111	0.792857142857143	A0A1V0UFE1	A0A0F7FUL7	A0A1U9P150,B4V506,A0A344TV41	14	140	A0A1V0UFE1			Small ribosomal subunit protein uS12	GO:0006412;GO:0019843;GO:0003735;GO:0000049;GO:0015935	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	small ribosomal subunit [GO:0015935]	dominant_protein
Strep_C18110	Strep_C18110A19	2	0.0142857142857142	A0A3G4VS93	A0A2K8PL94	D7BR02,Q829A8,S5UNN0	142	139	A0A2K8PL94			Trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	GO:0005993;GO:0004555	trehalose catabolic process [GO:0005993]	alpha,alpha-trehalase activity [GO:0004555]		cluster_representative
Strep_C181115	Strep_C181115A5	5	0.0357142857142857	A0A7R8NQ78	A0A1Z1WFD0	A0A0U3M3N2,A0A7H0NKG4,A0A1L6PJR1	96	113	A0A1Z1WFD0			Rieske domain-containing protein	GO:0051537;GO:0046872;GO:0004497;GO:0016705		2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]		cluster_representative
Strep_C181306	Strep_C181306A29	3	0.0214285714285714	A0A1D7YD04	A0A5P2AS27	A0A1W5Z0P4,A0A0M4E605,A0A1D7VEQ4	133	140	A0A1D7YD04			Lsr2 family protein	GO:0016746;GO:0003677		acyltransferase activity [GO:0016746]; DNA binding [GO:0003677]		dominant_protein
Strep_C181501	Strep_C181501A1	44	0.314285714285714	A0A0U3PR21	D7BQV2	A0A0M3QMD7,A0A516RBZ1,A0A1W5YZA7	21	139	D7BQV2			Large ribosomal subunit protein uL14	GO:0006412;GO:0070180;GO:0003735;GO:0022625	translation [GO:0006412]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]	cluster_representative
Strep_C18174	Strep_C18174A15	2	0.0142857142857142	A0A0F7W586	A0A5Q0LK67	D7BWY5,Q827U8,S5UZN1	139	140	A0A0F7W586			Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	GO:0006435;GO:0005524;GO:0046872;GO:0004829;GO:0000049;GO:0005737	threonyl-tRNA aminoacylation [GO:0006435]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]	cytoplasm [GO:0005737]	dominant_protein
Strep_C181758	Strep_C181758A3	38	0.271428571428571	A0A089X0E0	A0A0F7FP11	A0A291Q3H5,A0A5J6GRS1,A0A7T7L1G0	46	138	A0A089X0E0			Integration host factor-like helix-two turn-helix domain-containing protein	GO:0003676		nucleic acid binding [GO:0003676]		dominant_protein
Strep_C18303	Strep_C18303A0	1	0.0071428571428571	D7C3B1	A0A7H8IL48	Q82BM4,S5UU75,A0A6I6SNJ7	129	129	D7C3B1			Fatty acid ABC transporter ATP-binding/permease protein	GO:0015421;GO:0005524;GO:0016887;GO:0005886		ABC-type oligopeptide transporter activity [GO:0015421]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	plasma membrane [GO:0005886]	dominant_protein
Strep_C183704	Strep_C183704A6	3	0.0214285714285714	A0A1H4QFJ2	A0A7H8H2V5	A0A3G4VVT8,A0A0G3UL55,A0A6G9FIQ5	133	140	A0A1H4QFJ2			Nucleoid-associated protein SAMN04490356_3212	GO:0003677;GO:0043590;GO:0005829		DNA binding [GO:0003677]	bacterial nucleoid [GO:0043590]; cytosol [GO:0005829]	dominant_protein
Strep_C183770	Strep_C183770A47	6	0.0428571428571428	A0A1P8TM76	Q82AL5	A0A0F7W5M4,A0A1D7YGX6,A0A514JVT7	101	139	A0A1P8TM76			Iron-sulfur cluster assembly accessory protein (Iron-sulfur cluster insertion protein ErpA)	GO:0016226;GO:0051537;GO:0051539;GO:0005506	iron-sulfur cluster assembly [GO:0016226]	2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]		dominant_protein
Strep_C183867	Strep_C183867A9	5	0.0357142857142857	A0A6N9VDD6	A0A0F7VWZ0	A0A7G6XFG1,A0A5J6J1T7,A0A1U9P9I1	124	140	A0A6N9VDD6			DUF503 domain-containing protein					dominant_protein
Strep_C184020	Strep_C184020A2	23	0.164285714285714	A0A0M4DU95	A0A0F7FUN7	A0A291QCS4,A0A346C209,A0A3Q9C358	56	140	A0A0F7FUN7			Anti-sigma factor antagonist	GO:0043856		anti-sigma factor antagonist activity [GO:0043856]		cluster_representative
Strep_C184832	Strep_C184832A18	11	0.0785714285714285	A0A3S8XUI6	A0A7G1NH62	A0A0B5I696,A0A1L7GE07,A0A5P1ZK93	87	140	A0A7G1NH62			Large ribosomal subunit protein bL21	GO:0006412;GO:0019843;GO:0003735;GO:0005737;GO:1990904;GO:0005840	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cluster_representative
Strep_C185605	Strep_C185605A4	12	0.0857142857142857	A0A7H8T4L1	A0A1Z2L021	N0CZI5,B1VYW8,A0A0M3QLY1	131	139	A0A7H8T4L1			Nitrogen regulatory protein P-II	GO:0006808;GO:0005524;GO:0030234;GO:0005829	regulation of nitrogen utilization [GO:0006808]	ATP binding [GO:0005524]; enzyme regulator activity [GO:0030234]	cytosol [GO:0005829]	dominant_protein
Strep_C186039	Strep_C186039A87	3	0.0214285714285714	A0A5P2CCX5	N0CMI0	A0A1V0U6J9,A0A7H8ZYX5,D7BU46	137	135	A0A5P2CCX5			Ferredoxin	GO:0051539;GO:0009055;GO:0005506		4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; iron ion binding [GO:0005506]		dominant_protein
Strep_C186249	Strep_C186249A30	3	0.0214285714285714	A0A1U9NVX2	A0A0F7FQ84	A0A5B7UQA9,A0A516R5E0,Q829T2	125	140	A0A0F7FQ84			Ferredoxin, 2Fe-2S	GO:0051537;GO:0046872;GO:0004497;GO:0016705		2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]		cluster_representative
Strep_C186771	Strep_C186771A22	6	0.0428571428571428	A0A5J6IDY9	A0A2K8PH52	A0A7R8NQ45,A0A7H0NMB5,N0CWH8	115	133	A0A5J6IDY9			Lsr2 family protein	GO:0016746;GO:0003677		acyltransferase activity [GO:0016746]; DNA binding [GO:0003677]		dominant_protein
Strep_C187049	Strep_C187049A19	6	0.0428571428571428	A0A5P9WJ39	A0A7L7M883	A0A291QFP0,A0A3Q8V3L1,A0A5J6GCW3	104	138	A0A291QFP0			Anti-sigma factor antagonist	GO:0043856		anti-sigma factor antagonist activity [GO:0043856]		alternative_protein_1
Strep_C187643	Strep_C187643A8	29	0.207142857142857	A0A5Q0LIW4	Q829V9	A0A221P7Y4,A0A1S6JEG5,A0A346BY58	58	139	A0A5Q0LIW4			RNA polymerase-binding protein RbpA	GO:0045893;GO:0001000;GO:0008270	positive regulation of DNA-templated transcription [GO:0045893]	bacterial-type RNA polymerase core enzyme binding [GO:0001000]; zinc ion binding [GO:0008270]		dominant_protein
Strep_C188187	Strep_C188187A1	39	0.278571428571429	A0A1Z1W6D5	D7BWE3	A0A0U3LST6,A0A1W5Z7D8,A0A0M4DPK5	43	140	A0A1Z1W6D5			Small basic protein	GO:0005886			plasma membrane [GO:0005886]	dominant_protein
Strep_C188332	Strep_C188332A6	3	0.0214285714285714	A0A1H4TLX1	A0A1D7VSX3	A0A221P2V2,A0A6H0CR30,A0A0F7ND71	121	134	A0A1H4TLX1			Quaternary ammonium compound-resistance protein SugE	GO:0022857;GO:0005886		transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]	dominant_protein
Strep_C188491	Strep_C188491A34	9	0.0642857142857142	A0A2R4T7Q1	A0A3Q9FWF5	A0A1S6J7K6,A0A346C622,A0A143C5N0	87	140	A0A2R4T7Q1			Ferredoxin	GO:0051538;GO:0051539;GO:0009055;GO:0046872		3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]		dominant_protein
Strep_C18890	Strep_C18890A0	1	0.0071428571428571	D7BTE3	A0A7H8H1F7	Q82I71,S5V0E7,A0A5J6I7I3	140	140	D7BTE3			Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32) (GTP-dependent phosphoenolpyruvate carboxykinase) (GTP-PEPCK)	GO:0071333;GO:0006094;GO:0046327;GO:0006107;GO:0019543;GO:0033993;GO:0042594;GO:0005525;GO:0016301;GO:0030145;GO:0004613;GO:0005829	cellular response to glucose stimulus [GO:0071333]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; oxaloacetate metabolic process [GO:0006107]; propionate catabolic process [GO:0019543]; response to lipid [GO:0033993]; response to starvation [GO:0042594]	GTP binding [GO:0005525]; kinase activity [GO:0016301]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]	cytosol [GO:0005829]	dominant_protein
Strep_C189355	Strep_C189355A0	41	0.292857142857143	A0A7H8ZMZ2	A0A0A8EJN5	A0A2U9P870,A0A221P2K2,A0A1B1AS07	40	140	A0A2U9P870			Transcriptional regulator WhiB	GO:0045454;GO:0045892;GO:0051539;GO:0035731;GO:0003677;GO:0046872;GO:0047134;GO:0005737	cell redox homeostasis [GO:0045454]; negative regulation of DNA-templated transcription [GO:0045892]	4 iron, 4 sulfur cluster binding [GO:0051539]; dinitrosyl-iron complex binding [GO:0035731]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; protein-disulfide reductase [NAD(P)H] activity [GO:0047134]	cytoplasm [GO:0005737]	alternative_protein_1
Strep_C189844	Strep_C189844A4	9	0.0642857142857142	A0A1W5YZA1	D7BQV3	A0A143C4I2,A0A191V273,A0A1B1MF67	95	140	D7BQV3			Large ribosomal subunit protein uL24	GO:0006412;GO:0019843;GO:0003735;GO:1990904;GO:0005840	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cluster_representative
Strep_C19020	Strep_C19020A18	2	0.0142857142857142	B4VEB7	G2P000	A0A7H8ZSF9,A0A1V0UE62,D7CHQ8	137	139	G2P000			Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	GO:0009097;GO:0009099;GO:0051537;GO:0004160;GO:0000287;GO:0005829	isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	2 iron, 2 sulfur cluster binding [GO:0051537]; dihydroxy-acid dehydratase activity [GO:0004160]; magnesium ion binding [GO:0000287]	cytosol [GO:0005829]	cluster_representative
Strep_C190661	Strep_C190661A20	3	0.0214285714285714	A0A3S8XPW9	A0A387HJR2	A0A7G1P2Q9,A0A7T7KY19,A0A0F7VY67	111	123	A0A387HJR2			Protein translocase subunit SecE	GO:0065002;GO:0009306;GO:0006605;GO:0043952;GO:0008320;GO:0005886	intracellular protein transmembrane transport [GO:0065002]; protein secretion [GO:0009306]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	protein transmembrane transporter activity [GO:0008320]	plasma membrane [GO:0005886]	cluster_representative
Strep_C190902	Strep_C190902A22	3	0.0214285714285714	A0A0N6ZKQ9	D7C8Q0	N0CYC0,A0A6N9VFZ3,A0A0M4DTL8	126	139	A0A0N6ZKQ9			deleted					dominant_protein
Strep_C19203	Strep_C19203A0	1	0.0071428571428571	D7CGG0	A0A7T1T6C4	Q82EC7,A0A0A8ES01,A0A6M4PLQ5	125	125	D7CGG0			L-aspartate oxidase (EC 1.4.3.16)	GO:0034628;GO:0008734;GO:0033765;GO:0005737	'de novo' NAD+ biosynthetic process from L-aspartate [GO:0034628]	L-aspartate oxidase activity [GO:0008734]; steroid dehydrogenase activity, acting on the CH-CH group of donors [GO:0033765]	cytoplasm [GO:0005737]	dominant_protein
Strep_C192290	Strep_C192290A2	14	0.1	A0A2S2GAT4	A0A0F7FX93	A0A6H0CRH5,A0A7H0ID49,A0A1Z1WHE5	74	140	A0A0F7FX93			Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10) (Cpn10)	GO:0005524;GO:0046872;GO:0044183;GO:0051087;GO:0051082;GO:0005737		ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein folding chaperone [GO:0044183]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]	cytoplasm [GO:0005737]	cluster_representative
Strep_C192548	Strep_C192548A0	128	0.914285714285714	A0A0B5DNG5	D7BQU1	A0A0F7FUI3,A0A1W7CWA2,A0A6I6WJQ4	7	139	A0A0B5DNG5			Small ribosomal subunit protein uS10	GO:0006412;GO:0003735;GO:0000049;GO:1990904;GO:0005840	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	dominant_protein
Strep_C192565	Strep_C192565A23	7	0.05	A0A1B1AQN8	G2ND68	A0A1W5XPQ3,A0A0D4DRU9,J1ZVV2	99	139	A0A1B1AQN8			Small ribosomal subunit protein uS17	GO:0006412;GO:0019843;GO:0003735;GO:0022627	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytosolic small ribosomal subunit [GO:0022627]	dominant_protein
Strep_C193656	Strep_C193656A11	22	0.157142857142857	A0A1S6J5T5	D7C8J8	A0A1A9J464,A0A7G1P059,C9Z0G8	53	140	A0A1S6J5T5			dUTPase					dominant_protein
Strep_C193953	Strep_C193953A6	29	0.207142857142857	A0A7G8K7W4	A0A5B7UP22	A0A2Z4J6G1,A0A1B1M5X3,A0A0U3PSP3	41	140	A0A7G8K7W4			DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	GO:0006351;GO:0003677;GO:0003899;GO:0000428	DNA-templated transcription [GO:0006351]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]	DNA-directed RNA polymerase complex [GO:0000428]	dominant_protein
Strep_C194114	Strep_C194114A4	9	0.0642857142857142	B1VS41	A0A6I6SEM7	A0A1U9NZR8,A0A7G6XK84,A0A2K8PFC9	95	140	B1VS41			DUF1416 domain-containing protein	GO:0005975	carbohydrate metabolic process [GO:0005975]			dominant_protein
