gene	dominant_allele	dominant_count	dominant_frequency	dominant_proteins	cluster_representative	alternative_proteins	total_alleles	total_strains_with_gene
Strep_C17378	Strep_C17378A0	1	0.1111111111111111	WP_319073241.1	WP_319073241.1	WP_013005526.1	2	2
Strep_C17379	Strep_C17379A0	1	0.1111111111111111	WP_319111277.1	WP_319111277.1		1	1
Strep_C1738	Strep_C1738A0	1	0.1111111111111111	WP_328838625.1	WP_328838625.1		1	1
Strep_C17380	Strep_C17380A0	1	0.1111111111111111	WP_328834637.1	WP_328834637.1		1	1
Strep_C17381	Strep_C17381A0	1	0.1111111111111111	WP_328836591.1	WP_328836591.1		1	1
Strep_C17382	Strep_C17382A0	1	0.1111111111111111	WP_328837806.1	WP_328837806.1		1	1
Strep_C17383	Strep_C17383A3	2	0.2222222222222222	WP_003976651.1	WP_328839677.1	WP_150470605.1,WP_003947662.1,WP_013004275.1	7	7
Strep_C17384	Strep_C17384A0	1	0.1111111111111111	WP_328839969.1	WP_328839969.1	WP_409105924.1,WP_013004648.1,WP_275875013.1	4	4
Strep_C17385	Strep_C17385A3	2	0.2222222222222222	WP_003977361.1	WP_328840232.1	WP_045557263.1,WP_150470045.1,WP_003947007.1	7	9
Strep_C17386	Strep_C17386A0	1	0.1111111111111111	WP_328840386.1	WP_328840386.1	WP_369277697.1,WP_237311182.1,WP_013005235.1	6	6
Strep_C17387	Strep_C17387A0	1	0.1111111111111111	WP_328840912.1	WP_328840912.1		1	1
Strep_C17388	Strep_C17388A0	1	0.1111111111111111	WP_328841262.1	WP_328841262.1		1	1
Strep_C17389	Strep_C17389A0	1	0.1111111111111111	WP_328841263.1	WP_328841263.1		1	1
Strep_C1739	Strep_C1739A0	1	0.1111111111111111	WP_369280320.1	WP_369280320.1		1	1
Strep_C17390	Strep_C17390A0	1	0.1111111111111111	WP_328841627.1	WP_328841627.1		1	1
Strep_C17391	Strep_C17391A0	1	0.1111111111111111	WP_328841884.1	WP_328841884.1		1	1
Strep_C17392	Strep_C17392A0	1	0.1111111111111111	WP_365266989.1	WP_365266989.1		1	1
Strep_C17393	Strep_C17393A0	1	0.1111111111111111	WP_369276522.1	WP_369276522.1		1	1
Strep_C17394	Strep_C17394A0	1	0.1111111111111111	WP_369276702.1	WP_369276702.1		1	1
Strep_C17395	Strep_C17395A0	1	0.1111111111111111	WP_328836909.1	WP_369279312.1	WP_003973525.1,WP_371271445.1,WP_011030270.1	8	8
Strep_C17396	Strep_C17396A0	1	0.1111111111111111	WP_328836743.1	WP_369279434.1	WP_003951225.1,WP_003973275.1,WP_045561156.1	9	9
Strep_C17397	Strep_C17397A0	1	0.1111111111111111	WP_369279711.1	WP_369279711.1		1	1
Strep_C17398	Strep_C17398A0	1	0.1111111111111111	WP_369279797.1	WP_369279797.1		1	1
Strep_C17399	Strep_C17399A0	1	0.1111111111111111	WP_369279947.1	WP_369279947.1	WP_010353066.1	2	2
Strep_C174	Strep_C174A0	1	0.1111111111111111	WP_369278851.1	WP_369278851.1		1	1
Strep_C1740	Strep_C1740A0	1	0.1111111111111111	WP_045555446.1	WP_045555446.1	WP_012998152.1	2	2
Strep_C17400	Strep_C17400A0	1	0.1111111111111111	WP_369280358.1	WP_369280358.1	WP_003971535.1,WP_011031779.1	3	3
Strep_C17401	Strep_C17401A0	1	0.1111111111111111	WP_369280409.1	WP_369280409.1	WP_003951436.1,WP_093790478.1,WP_010359496.1	4	4
Strep_C17402	Strep_C17402A3	2	0.2222222222222222	WP_003975300.1	WP_003949167.1	WP_327344333.1,WP_086772962.1,WP_045558159.1	8	9
Strep_C17403	Strep_C17403A0	1	0.1111111111111111	WP_003950180.1	WP_003950180.1		1	1
Strep_C17404	Strep_C17404A0	1	0.1111111111111111	WP_328836858.1	WP_003951081.1	WP_013000454.1	3	3
Strep_C17405	Strep_C17405A0	1	0.1111111111111111	WP_008406848.1	WP_008406848.1		1	1
Strep_C17406	Strep_C17406A0	1	0.1111111111111111	WP_008416056.1	WP_008416056.1		1	1
Strep_C17407	Strep_C17407A0	1	0.1111111111111111	WP_015507353.1	WP_015507353.1		1	1
Strep_C17408	Strep_C17408A0	1	0.1111111111111111	WP_015507580.1	WP_015507580.1		1	1
Strep_C17409	Strep_C17409A0	1	0.1111111111111111	WP_328836349.1	WP_015507646.1	WP_237312911.1,WP_012999696.1,WP_086799210.1	5	5
Strep_C1741	Strep_C1741A0	1	0.1111111111111111	WP_328837387.1	WP_013001356.1	WP_369280670.1,WP_016327066.1,WP_011029854.1	5	5
Strep_C17410	Strep_C17410A0	1	0.1111111111111111	WP_003972219.1	WP_003972219.1	WP_011031175.1	2	2
Strep_C17411	Strep_C17411A0	1	0.1111111111111111	WP_369278645.1	WP_003974662.1	WP_093789847.1,WP_161270151.1,WP_013002691.1	5	5
Strep_C17412	Strep_C17412A2	2	0.2222222222222222	WP_003975298.1	WP_003975298.1	WP_037702731.1,WP_150472051.1,WP_013001895.1	5	6
Strep_C17413	Strep_C17413A2	2	0.2222222222222222	WP_003977445.1	WP_003977445.1	WP_150469978.1,WP_008417548.1,WP_173402936.1	5	6
Strep_C17414	Strep_C17414A0	2	0.2222222222222222	WP_003977465.1	WP_003977465.1		1	2
Strep_C17415	Strep_C17415A0	1	0.1111111111111111	WP_086771975.1	WP_003977883.1		2	2
Strep_C17416	Strep_C17416A0	1	0.1111111111111111	WP_003978219.1	WP_003978219.1	WP_011027267.1	2	2
Strep_C17417	Strep_C17417A0	2	0.2222222222222222	WP_011028939.1	WP_011028939.1		1	2
Strep_C17418	Strep_C17418A0	1	0.1111111111111111	WP_016325004.1	WP_016325004.1	WP_011026918.1	2	2
Strep_C17419	Strep_C17419A0	1	0.1111111111111111	WP_016328020.1	WP_016328020.1		1	1
Strep_C1742	Strep_C1742A0	1	0.1111111111111111	WP_409126112.1	WP_013003082.1	WP_192333187.1	3	3
Strep_C17420	Strep_C17420A0	1	0.1111111111111111	WP_045561418.1	WP_045561418.1	WP_275874908.1	2	2
Strep_C17421	Strep_C17421A0	1	0.1111111111111111	WP_159040936.1	WP_159040936.1		1	1
Strep_C17422	Strep_C17422A0	1	0.1111111111111111	WP_177262134.1	WP_177262134.1		1	1
Strep_C17423	Strep_C17423A0	1	0.1111111111111111	WP_237313798.1	WP_237313798.1		1	1
Strep_C17424	Strep_C17424A0	1	0.1111111111111111	WP_336605263.1	WP_336605263.1		1	1
Strep_C17425	Strep_C17425A0	1	0.1111111111111111	WP_011031658.1	WP_011031658.1		1	1
Strep_C17426	Strep_C17426A0	1	0.1111111111111111	WP_011039389.1	WP_011039389.1		1	1
Strep_C17427	Strep_C17427A0	1	0.1111111111111111	WP_319152217.1	WP_319152217.1		1	1
Strep_C17428	Strep_C17428A0	1	0.1111111111111111	WP_328835459.1	WP_012998486.1		2	2
Strep_C17429	Strep_C17429A0	1	0.1111111111111111	WP_328837312.1	WP_013001251.1		2	2
Strep_C1743	Strep_C1743A0	1	0.1111111111111111	WP_328839516.1	WP_173402920.1	WP_237310461.1,WP_192333820.1	4	4
Strep_C17430	Strep_C17430A0	1	0.1111111111111111	WP_013006322.1	WP_013006322.1		1	1
Strep_C17431	Strep_C17431A0	1	0.1111111111111111	WP_106437342.1	WP_106437342.1		1	1
Strep_C17432	Strep_C17432A0	1	0.1111111111111111	WP_231885164.1	WP_231885164.1		1	1
Strep_C17433	Strep_C17433A0	1	0.1111111111111111	WP_093789165.1	WP_192332574.1		2	2
Strep_C17434	Strep_C17434A0	1	0.1111111111111111	WP_192335230.1	WP_192335230.1	WP_275874863.1,WP_010355809.1	3	2
Strep_C17435	Strep_C17435A0	1	0.1111111111111111	WP_013000747.1	WP_192363308.1		2	2
Strep_C17436	Strep_C17436A0	1	0.1111111111111111	WP_010351713.1	WP_010351713.1		1	1
Strep_C17437	Strep_C17437A0	1	0.1111111111111111	WP_010352329.1	WP_010352329.1		1	1
Strep_C17438	Strep_C17438A0	1	0.1111111111111111	WP_010352485.1	WP_010352485.1		1	1
Strep_C17439	Strep_C17439A0	1	0.1111111111111111	WP_150469682.1	WP_010354646.1		2	2
Strep_C1744	Strep_C1744A0	1	0.1111111111111111	WP_328836700.1	WP_328836700.1	WP_328734947.1,WP_015506986.1,WP_003973207.1	9	9
Strep_C17440	Strep_C17440A0	1	0.1111111111111111	WP_369278193.1	WP_010354793.1	WP_078853433.1,WP_013003822.1,WP_225617352.1	5	5
Strep_C17441	Strep_C17441A0	1	0.1111111111111111	WP_010355721.1	WP_010355721.1		1	1
Strep_C17442	Strep_C17442A0	1	0.1111111111111111	WP_328835813.1	WP_010357766.1	WP_150473924.1,WP_003978076.1,WP_045560044.1	8	8
Strep_C17443	Strep_C17443A0	1	0.1111111111111111	WP_010358371.1	WP_010358371.1		1	1
Strep_C17444	Strep_C17444A0	1	0.1111111111111111	WP_010360296.1	WP_010360296.1		1	1
Strep_C17445	Strep_C17445A0	1	0.1111111111111111	WP_010360814.1	WP_010360814.1		1	1
Strep_C17446	Strep_C17446A0	1	0.1111111111111111	WP_010361006.1	WP_010361006.1		1	1
Strep_C17447	Strep_C17447A1	2	0.2222222222222222	WP_003972556.1	WP_040836918.1	WP_365280749.1	3	4
Strep_C17448	Strep_C17448A0	1	0.1111111111111111	WP_141655610.1	WP_141655610.1		1	1
Strep_C17449	Strep_C17449A0	1	0.1111111111111111	WP_060894087.1	WP_060894087.1		1	1
Strep_C1745	Strep_C1745A0	1	0.1111111111111111	WP_328838211.1	WP_328838211.1		1	1
Strep_C17450	Strep_C17450A0	1	0.1111111111111111	WP_319769379.1	WP_319769379.1		1	1
Strep_C17451	Strep_C17451A0	1	0.1111111111111111	WP_328834543.1	WP_328834543.1		1	1
Strep_C17452	Strep_C17452A0	1	0.1111111111111111	WP_328834889.1	WP_328834889.1		1	1
Strep_C17453	Strep_C17453A2	2	0.2222222222222222	WP_016327825.1	WP_328836132.1	WP_150473632.1,WP_045556748.1,WP_012999406.1	7	8
Strep_C17454	Strep_C17454A0	1	0.1111111111111111	WP_328836610.1	WP_328836610.1		1	1
Strep_C17455	Strep_C17455A3	2	0.2222222222222222	WP_003974584.1	WP_328838530.1	WP_045556080.1,WP_150471546.1,WP_003950092.1	7	9
Strep_C17456	Strep_C17456A0	1	0.1111111111111111	WP_328840690.1	WP_328840690.1	WP_045560398.1,WP_013005495.1,WP_192363966.1	4	4
Strep_C17457	Strep_C17457A0	1	0.1111111111111111	WP_328840804.1	WP_328840804.1	WP_237311666.1,WP_013005645.1,WP_192365242.1	4	4
Strep_C17458	Strep_C17458A0	1	0.1111111111111111	WP_328841633.1	WP_328841633.1		1	1
Strep_C17459	Strep_C17459A0	1	0.1111111111111111	WP_328841699.1	WP_328841699.1		1	1
Strep_C1746	Strep_C1746A0	1	0.1111111111111111	WP_369277566.1	WP_369277566.1		1	1
Strep_C17460	Strep_C17460A0	1	0.1111111111111111	WP_328841795.1	WP_328841795.1	WP_210582064.1	2	2
Strep_C17461	Strep_C17461A0	1	0.1111111111111111	WP_328842370.1	WP_328842370.1		1	1
Strep_C17462	Strep_C17462A0	1	0.1111111111111111	WP_037703033.1	WP_150470946.1	WP_003948012.1,WP_045557512.1,WP_013003612.1	7	7
Strep_C17463	Strep_C17463A3	2	0.2222222222222222	WP_003975031.1	WP_150471844.1	WP_328838169.1,WP_003949394.1,WP_045558496.1	8	9
Strep_C17464	Strep_C17464A0	1	0.1111111111111111	WP_369277071.1	WP_369277071.1		1	1
Strep_C17465	Strep_C17465A1	2	0.2222222222222222	WP_003976462.1	WP_369278123.1		2	3
Strep_C17466	Strep_C17466A0	1	0.1111111111111111	WP_328837920.1	WP_369278936.1	WP_045558702.1,WP_192332503.1	4	4
Strep_C17467	Strep_C17467A0	1	0.1111111111111111	WP_369279103.1	WP_369279103.1		1	1
Strep_C17468	Strep_C17468A0	1	0.1111111111111111	WP_369280331.1	WP_369280331.1		1	1
Strep_C17469	Strep_C17469A0	1	0.1111111111111111	WP_319765767.1	WP_003947788.1	WP_012999324.1	3	3
Strep_C1747	Strep_C1747A0	1	0.1111111111111111	WP_011039453.1	WP_011039453.1		1	1
Strep_C17470	Strep_C17470A0	1	0.1111111111111111	WP_003947982.1	WP_003947982.1		1	1
Strep_C17471	Strep_C17471A0	1	0.1111111111111111	WP_003948979.1	WP_003948979.1		1	1
Strep_C17472	Strep_C17472A0	1	0.1111111111111111	WP_003949786.1	WP_003949786.1		1	1
Strep_C17473	Strep_C17473A0	1	0.1111111111111111	WP_008405479.1	WP_008405479.1		1	1
Strep_C17474	Strep_C17474A1	2	0.2222222222222222	WP_003977050.1	WP_008415359.1		2	3
Strep_C17475	Strep_C17475A0	1	0.1111111111111111	WP_008416387.1	WP_008416387.1		1	1
Strep_C17476	Strep_C17476A0	1	0.1111111111111111	WP_015507648.1	WP_015507648.1		1	1
Strep_C17477	Strep_C17477A0	1	0.1111111111111111	WP_015508043.1	WP_015508043.1		1	1
Strep_C17478	Strep_C17478A0	1	0.1111111111111111	WP_235208945.1	WP_235208945.1		1	1
Strep_C17479	Strep_C17479A0	1	0.1111111111111111	WP_365277761.1	WP_003972531.1	WP_030863097.1,WP_041669607.1	4	4
Strep_C1748	Strep_C1748A0	1	0.1111111111111111	WP_010351623.1	WP_010351623.1		1	1
Strep_C17480	Strep_C17480A0	1	0.1111111111111111	WP_003974405.1	WP_003974405.1		1	1
Strep_C17481	Strep_C17481A0	1	0.1111111111111111	WP_190046980.1	WP_003974533.1	WP_011029661.1	3	3
Strep_C17482	Strep_C17482A0	2	0.2222222222222222	WP_011029573.1	WP_011029573.1	WP_045556024.1,WP_192361707.1,WP_010351223.1	4	5
Strep_C17483	Strep_C17483A0	1	0.1111111111111111	WP_016326121.1	WP_016326121.1	WP_011028311.1	2	2
Strep_C17484	Strep_C17484A0	1	0.1111111111111111	WP_037666688.1	WP_037666688.1	WP_011028338.1	2	2
Strep_C17485	Strep_C17485A0	1	0.1111111111111111	WP_234308116.1	WP_234308116.1	WP_231909205.1	2	2
Strep_C17486	Strep_C17486A2	2	0.2222222222222222	WP_030872400.1	WP_045556179.1	WP_328838676.1,WP_086773380.1,WP_013002899.1	7	8
Strep_C17487	Strep_C17487A0	1	0.1111111111111111	WP_045563544.1	WP_045563544.1		1	1
Strep_C17488	Strep_C17488A0	1	0.1111111111111111	WP_063819975.1	WP_063819975.1		1	1
Strep_C17489	Strep_C17489A0	1	0.1111111111111111	WP_237310240.1	WP_237310240.1		1	1
Strep_C1749	Strep_C1749A0	1	0.1111111111111111	WP_141655618.1	WP_141655618.1		1	1
Strep_C17490	Strep_C17490A0	1	0.1111111111111111	WP_237313005.1	WP_237313005.1		1	1
Strep_C17491	Strep_C17491A0	1	0.1111111111111111	WP_237314678.1	WP_237314678.1		1	1
Strep_C17492	Strep_C17492A0	1	0.1111111111111111	WP_328836243.1	WP_336605290.1	WP_012999574.1,WP_318036791.1	4	4
Strep_C17493	Strep_C17493A0	1	0.1111111111111111	WP_003948456.1	WP_003971712.1		2	2
Strep_C17494	Strep_C17494A0	1	0.1111111111111111	WP_011030876.1	WP_011030876.1	WP_161270288.1,WP_010359994.1	3	2
Strep_C17495	Strep_C17495A0	1	0.1111111111111111	WP_011030880.1	WP_011030880.1		1	1
Strep_C17496	Strep_C17496A0	1	0.1111111111111111	WP_011039466.1	WP_011039466.1		1	1
Strep_C17497	Strep_C17497A0	1	0.1111111111111111	WP_013005504.1	WP_013005504.1	WP_013005517.1	2	1
Strep_C17498	Strep_C17498A0	1	0.1111111111111111	WP_328841136.1	WP_013005956.1		2	2
Strep_C17499	Strep_C17499A0	1	0.1111111111111111	WP_328735867.1	WP_037722768.1		2	2
Strep_C175	Strep_C175A0	1	0.1111111111111111	WP_328835989.1	WP_369280090.1	WP_093788595.1,WP_012999041.1,WP_192359597.1	6	6
Strep_C1750	Strep_C1750A0	1	0.1111111111111111	WP_150469704.1	WP_150469704.1		1	1
Strep_C17500	Strep_C17500A2	2	0.2222222222222222	WP_011028033.1	WP_037728179.1	WP_328839916.1,WP_150470389.1,WP_045560880.1	7	8
Strep_C17501	Strep_C17501A0	1	0.1111111111111111	WP_106437435.1	WP_106437435.1		1	1
Strep_C17502	Strep_C17502A0	1	0.1111111111111111	WP_328835148.1	WP_192362041.1	WP_369277708.1,WP_045561904.1	4	4
Strep_C17503	Strep_C17503A0	1	0.1111111111111111	WP_010352587.1	WP_010352587.1		1	1
Strep_C17504	Strep_C17504A0	1	0.1111111111111111	WP_010352874.1	WP_010352874.1		1	1
Strep_C17505	Strep_C17505A0	1	0.1111111111111111	WP_010353178.1	WP_010353178.1		1	1
Strep_C17506	Strep_C17506A0	1	0.1111111111111111	WP_010353812.1	WP_010353812.1		1	1
Strep_C17507	Strep_C17507A0	1	0.1111111111111111	WP_010354038.1	WP_010354038.1		1	1
Strep_C17508	Strep_C17508A0	1	0.1111111111111111	WP_086750282.1	WP_010354511.1	WP_193379599.1,WP_086800492.1	4	4
Strep_C17509	Strep_C17509A0	1	0.1111111111111111	WP_010359070.1	WP_010359070.1		1	1
Strep_C1751	Strep_C1751A0	1	0.1111111111111111	WP_328836100.1	WP_369279901.1	WP_012999223.1,WP_010356584.1	4	4
Strep_C17510	Strep_C17510A0	1	0.1111111111111111	WP_010359808.1	WP_010359808.1		1	1
Strep_C17511	Strep_C17511A0	1	0.1111111111111111	WP_040836899.1	WP_040836899.1		1	1
Strep_C17512	Strep_C17512A0	1	0.1111111111111111	WP_033329569.1	WP_033329569.1	WP_013005525.1	2	2
Strep_C17513	Strep_C17513A3	2	0.2222222222222222	WP_003974745.1	WP_046707143.1	WP_033322296.1,WP_073941673.1,WP_008410337.1	7	9
Strep_C17514	Strep_C17514A0	1	0.1111111111111111	WP_328834696.1	WP_328834696.1		1	1
Strep_C17515	Strep_C17515A0	1	0.1111111111111111	WP_328834853.1	WP_328834853.1		1	1
Strep_C17516	Strep_C17516A0	1	0.1111111111111111	WP_328835288.1	WP_328835288.1	WP_369280371.1,WP_045561893.1,WP_012998445.1	5	5
Strep_C17517	Strep_C17517A0	1	0.1111111111111111	WP_328835814.1	WP_328835814.1	WP_012998831.1	2	2
Strep_C17518	Strep_C17518A0	1	0.1111111111111111	WP_328836693.1	WP_328836693.1	WP_086772210.1,WP_003973193.1,WP_237313181.1	8	8
Strep_C17519	Strep_C17519A0	1	0.1111111111111111	WP_328840698.1	WP_328840698.1		1	1
Strep_C1752	Strep_C1752A0	1	0.1111111111111111	WP_015508114.1	WP_015508114.1	WP_010353790.1	2	2
Strep_C17520	Strep_C17520A0	1	0.1111111111111111	WP_328841197.1	WP_328841197.1		1	1
Strep_C17521	Strep_C17521A0	1	0.1111111111111111	WP_328841538.1	WP_328841538.1	WP_328841552.1,WP_045561034.1,WP_192358583.1	4	3
Strep_C17522	Strep_C17522A2	2	0.2222222222222222	WP_003973780.1	WP_073499354.1	WP_003950737.1	3	4
Strep_C17523	Strep_C17523A3	2	0.2222222222222222	WP_003973214.1	WP_086773158.1	WP_328836705.1,WP_003951289.1,WP_078853772.1	8	9
Strep_C17524	Strep_C17524A0	1	0.1111111111111111	WP_150471727.1	WP_150471727.1		1	1
Strep_C17525	Strep_C17525A0	1	0.1111111111111111	WP_369276776.1	WP_369276776.1		1	1
Strep_C17526	Strep_C17526A0	1	0.1111111111111111	WP_369277245.1	WP_369277245.1		1	1
Strep_C17527	Strep_C17527A0	1	0.1111111111111111	WP_369277365.1	WP_369277365.1		1	1
Strep_C17528	Strep_C17528A0	1	0.1111111111111111	WP_369279703.1	WP_369279703.1		1	1
Strep_C17529	Strep_C17529A0	1	0.1111111111111111	WP_003946662.1	WP_003946662.1		1	1
Strep_C1753	Strep_C1753A3	2	0.2222222222222222	WP_011030459.1	WP_011030459.1	WP_328836710.1,WP_369279452.1,WP_010641724.1	8	9
Strep_C17530	Strep_C17530A0	1	0.1111111111111111	WP_003946673.1	WP_003946673.1		1	1
Strep_C17531	Strep_C17531A0	1	0.1111111111111111	WP_003947892.1	WP_003947892.1		1	1
Strep_C17532	Strep_C17532A0	1	0.1111111111111111	WP_008403754.1	WP_008403754.1		1	1
Strep_C17533	Strep_C17533A0	1	0.1111111111111111	WP_008414907.1	WP_008414907.1		1	1
Strep_C17534	Strep_C17534A0	1	0.1111111111111111	WP_015507089.1	WP_015507089.1		1	1
Strep_C17535	Strep_C17535A0	1	0.1111111111111111	WP_015507668.1	WP_015507668.1		1	1
Strep_C17536	Strep_C17536A0	1	0.1111111111111111	WP_030306420.1	WP_030306420.1		1	1
Strep_C17537	Strep_C17537A2	2	0.2222222222222222	WP_003973757.1	WP_037630642.1	WP_150472682.1,WP_193381527.1,WP_037728509.1	7	8
Strep_C17538	Strep_C17538A0	1	0.1111111111111111	WP_003972435.1	WP_003972435.1	WP_011030998.1	2	2
Strep_C17539	Strep_C17539A0	1	0.1111111111111111	WP_003973122.1	WP_003973122.1	WP_011030520.1	2	2
Strep_C1754	Strep_C1754A0	1	0.1111111111111111	WP_010354279.1	WP_010354279.1		1	1
Strep_C17540	Strep_C17540A3	2	0.2222222222222222	WP_003973634.1	WP_003973634.1	WP_060883293.1,WP_037695368.1,WP_086770594.1	7	9
Strep_C17541	Strep_C17541A0	1	0.1111111111111111	WP_003973648.1	WP_003973648.1	WP_011030174.1	2	2
Strep_C17542	Strep_C17542A0	1	0.1111111111111111	WP_003974478.1	WP_003974478.1	WP_011029677.1	2	2
Strep_C17543	Strep_C17543A0	1	0.1111111111111111	WP_003974618.1	WP_003974618.1	WP_011029605.1,WP_010351390.1	3	3
Strep_C17544	Strep_C17544A0	1	0.1111111111111111	WP_369277909.1	WP_003976989.1	WP_030872962.1	3	3
Strep_C17545	Strep_C17545A0	1	0.1111111111111111	WP_016327378.1	WP_016327378.1	WP_003973362.1	2	2
Strep_C17546	Strep_C17546A0	1	0.1111111111111111	WP_016328085.1	WP_016328085.1	WP_161270400.1	2	2
Strep_C17547	Strep_C17547A0	1	0.1111111111111111	WP_016328197.1	WP_016328197.1	WP_011031847.1	2	2
Strep_C17548	Strep_C17548A0	1	0.1111111111111111	WP_247703818.1	WP_247703818.1		1	1
Strep_C17549	Strep_C17549A0	1	0.1111111111111111	WP_045558346.1	WP_045558346.1		1	1
Strep_C1755	Strep_C1755A0	1	0.1111111111111111	WP_328835204.1	WP_328835204.1		1	1
Strep_C17550	Strep_C17550A0	1	0.1111111111111111	WP_328835593.1	WP_045561976.1	WP_086803892.1	3	3
Strep_C17551	Strep_C17551A0	1	0.1111111111111111	WP_045563436.1	WP_045563436.1	WP_086803504.1	2	2
Strep_C17552	Strep_C17552A0	1	0.1111111111111111	WP_093791234.1	WP_093791234.1	WP_192363425.1	2	2
Strep_C17553	Strep_C17553A0	1	0.1111111111111111	WP_328838441.1	WP_234442435.1	WP_106437297.1,WP_225615137.1	4	4
Strep_C17554	Strep_C17554A0	1	0.1111111111111111	WP_234442552.1	WP_234442552.1		1	1
Strep_C17555	Strep_C17555A0	1	0.1111111111111111	WP_003974874.1	WP_011029431.1		2	2
Strep_C17556	Strep_C17556A0	1	0.1111111111111111	WP_013000477.1	WP_013000477.1		1	1
Strep_C17557	Strep_C17557A0	1	0.1111111111111111	WP_013000922.1	WP_013000922.1		1	1
Strep_C17558	Strep_C17558A2	2	0.2222222222222222	WP_003977065.1	WP_013004733.1	WP_365275894.1,WP_008403410.1	4	5
Strep_C17559	Strep_C17559A0	1	0.1111111111111111	WP_013005797.1	WP_013005797.1		1	1
Strep_C1756	Strep_C1756A0	1	0.1111111111111111	WP_328840409.1	WP_328840409.1	WP_237311196.1,WP_037727760.1,WP_086802335.1	4	4
Strep_C17560	Strep_C17560A0	1	0.1111111111111111	WP_037724809.1	WP_037724809.1		1	1
Strep_C17561	Strep_C17561A0	1	0.1111111111111111	WP_328837253.1	WP_192332862.1	WP_150472534.1,WP_093790369.1,WP_013001164.1	5	5
Strep_C17562	Strep_C17562A0	1	0.1111111111111111	WP_328840832.1	WP_192361231.1	WP_150474367.1,WP_003947117.1,WP_003977759.1	9	8
Strep_C17563	Strep_C17563A0	1	0.1111111111111111	WP_272877112.1	WP_272877112.1		1	1
Strep_C17564	Strep_C17564A0	1	0.1111111111111111	WP_010350276.1	WP_010350276.1		1	1
Strep_C17565	Strep_C17565A0	1	0.1111111111111111	WP_010351873.1	WP_010351873.1		1	1
Strep_C17566	Strep_C17566A0	1	0.1111111111111111	WP_010353375.1	WP_010353375.1		1	1
Strep_C17567	Strep_C17567A0	1	0.1111111111111111	WP_010357172.1	WP_010357172.1		1	1
Strep_C17568	Strep_C17568A0	1	0.1111111111111111	WP_010357182.1	WP_010357182.1		1	1
Strep_C17569	Strep_C17569A0	1	0.1111111111111111	WP_010357428.1	WP_010357428.1		1	1
Strep_C1757	Strep_C1757A0	1	0.1111111111111111	WP_369278959.1	WP_369278959.1	WP_003975490.1,WP_011028924.1,WP_040835597.1	4	4
Strep_C17570	Strep_C17570A0	1	0.1111111111111111	WP_010358760.1	WP_010358760.1		1	1
Strep_C17571	Strep_C17571A0	1	0.1111111111111111	WP_328837928.1	WP_029184007.1		2	2
Strep_C17572	Strep_C17572A0	1	0.1111111111111111	WP_029184365.1	WP_029184365.1		1	1
Strep_C17573	Strep_C17573A0	1	0.1111111111111111	WP_100216750.1	WP_100216750.1		1	1
Strep_C17574	Strep_C17574A0	1	0.1111111111111111	WP_338714661.1	WP_338714661.1		1	1
Strep_C17575	Strep_C17575A0	4	0.4444444444444444	WP_013001223.1	WP_013001223.1	WP_003974066.1,WP_190046492.1,WP_003948375.1	5	9
Strep_C17576	Strep_C17576A3	2	0.2222222222222222	WP_003975748.1	WP_028797028.1	WP_045556447.1,WP_150471342.1,WP_003950390.1	7	9
Strep_C17577	Strep_C17577A1	2	0.2222222222222222	WP_003971849.1	WP_037692233.1	WP_093789041.1,WP_013005955.1,WP_033526153.1	5	6
Strep_C17578	Strep_C17578A0	1	0.1111111111111111	WP_037695042.1	WP_037695042.1	WP_045559063.1,WP_013000838.1,WP_086803687.1	5	5
Strep_C17579	Strep_C17579A3	2	0.2222222222222222	WP_003975684.1	WP_046706161.1	WP_086770897.1,WP_008415217.1,WP_045556264.1	8	9
Strep_C1758	Strep_C1758A0	1	0.1111111111111111	WP_003947115.1	WP_003947115.1		1	1
Strep_C17580	Strep_C17580A0	1	0.1111111111111111	WP_328835301.1	WP_328835301.1		1	1
Strep_C17581	Strep_C17581A0	1	0.1111111111111111	WP_328836257.1	WP_328836257.1	WP_041668963.1	2	2
Strep_C17582	Strep_C17582A3	2	0.2222222222222222	WP_003973248.1	WP_328836731.1	WP_365269283.1,WP_003951258.1,WP_045561138.1	7	8
Strep_C17583	Strep_C17583A0	1	0.1111111111111111	WP_328837818.1	WP_328837818.1	WP_237313583.1,WP_192362596.1	3	3
Strep_C17584	Strep_C17584A3	2	0.2222222222222222	WP_003975643.1	WP_328838698.1	WP_073496900.1,WP_003950242.1,WP_060884369.1	6	7
Strep_C17585	Strep_C17585A0	1	0.1111111111111111	WP_328840127.1	WP_328840127.1		1	1
Strep_C17586	Strep_C17586A0	1	0.1111111111111111	WP_328840796.1	WP_328840796.1	WP_369277552.1,WP_003952238.1,WP_003977718.1	9	9
Strep_C17587	Strep_C17587A0	1	0.1111111111111111	WP_328840979.1	WP_328840979.1	WP_045555721.1,WP_192362090.1	3	3
Strep_C17588	Strep_C17588A0	1	0.1111111111111111	WP_413254462.1	WP_413254462.1	WP_078580151.1,WP_192334305.1,WP_010350867.1	4	4
Strep_C17589	Strep_C17589A0	1	0.1111111111111111	WP_413254601.1	WP_413254601.1		1	1
Strep_C1759	Strep_C1759A0	1	0.1111111111111111	WP_237313991.1	WP_237313991.1	WP_013002153.1,WP_192361410.1	3	3
