genome	organism	origin_contig	origin_confidence	warnings	origin_position	chromosome_length	origin_relative_pos	origin_type	left_all_genes	left_all_leading	left_all_lagging	left_all_leading_prop	left_core_genes	left_core_leading	left_core_lagging	left_core_leading_prop	left_enrichment	left_pvalue_dir	left_pvalue_two	right_all_genes	right_all_leading	right_all_lagging	right_all_leading_prop	right_core_genes	right_core_leading	right_core_lagging	right_core_leading_prop	right_enrichment	right_pvalue_dir	right_pvalue_two	genome_M	genome_n_leading	genome_K_core	genome_x_core_leading	genome_pvalue	combined_enrichment	gtf_path	genome_q	sig_genome	combined_pvalue	combined_q	sig_combined	mean_enrichment
GCF_016919685.1	Streptomyces tsukubensis (strain=L20)	NZ_CP070379.1	real_real		3484584	7934811	0.4391514807347018	central	2829	1511	1318	0.5341109932838459	306	218	88	0.7124183006535948	0.17830730736974887	1.2514973539284777e-11	2.5029947078569555e-11	3525	1849	1676	0.5245390070921986	315	207	108	0.6571428571428571	0.13260385005065856	4.2511471172497244e-07	8.502294234499449e-07	6354	3360	621	425	8.590267962900308e-17	0.15557927677646854	gtf_oriented/GCF_016919685.1_oriented.gtf	2.0199172144539418e-16	True	8.590267962900308e-17	2.0199172144539418e-16	True	0.1554555787102037
GCF_017311125.1	Streptomyces sp. M54 (strain=M54)	NZ_CP059898.1	real_real		3968352	7767142	0.5109153405461108	central	3350	1912	1438	0.5707462686567164	340	232	108	0.6823529411764706	0.1116066725197542	5.806724905483164e-06	1.1613449810966329e-05	3205	1793	1412	0.5594383775351014	294	219	75	0.7448979591836735	0.18545958164857212	4.2982893915258686e-12	8.596578783051737e-12	6555	3705	634	451	1.2414522416899924e-15	0.14613907557262384	gtf_oriented/GCF_017311125.1_oriented.gtf	1.8075774537569565e-15	True	1.2414522416899924e-15	1.8075774537569565e-15	True	0.14853312708416316
GCF_017352335.1	Streptomyces nodosus (strain=ZJB2016050)	NZ_CP071465.1	real_real		3599614	7621042	0.47232570034386373	central	3057	1709	1348	0.5590448151782793	303	218	85	0.7194719471947195	0.1604271320164402	1.1095206559914585e-09	2.219041311982917e-09	3396	1939	1457	0.5709658421672555	323	226	97	0.6996904024767802	0.12872456030952462	4.042651763811411e-07	8.085303527622822e-07	6453	3648	626	444	4.835484788132883e-15	0.1439467191870042	gtf_oriented/GCF_017352335.1_oriented.gtf	6.2094547489144965e-15	True	4.835484788132883e-15	6.2094547489144965e-15	True	0.1445758461629824
GCF_017358145.1	Streptomyces sp. CA-256286 (strain=CA-256286)	NZ_CP071044.1	real_real		3854387	7726360	0.4988619479289083	central	3305	1902	1403	0.5754916792738275	333	228	105	0.6846846846846847	0.10919300541085719	1.076619654190171e-05	2.153239308380342e-05	3272	1892	1380	0.578239608801956	303	225	78	0.7425742574257426	0.16433464862378655	3.367582343955327e-10	6.735164687910654e-10	6577	3794	636	453	8.666957955578253e-14	0.13540540075333996	gtf_oriented/GCF_017358145.1_oriented.gtf	9.564064129927582e-14	True	8.666957955578253e-14	9.564064129927582e-14	True	0.13676382701732187
GCF_017526105.1	Streptomyces cyanogenus (strain=S136)	NZ_CP071839.1	real_real		4467226	8773274	0.5091857384141883	central	3733	2083	1650	0.5579962496651487	309	220	89	0.7119741100323624	0.15397786036721373	4.839828331035143e-09	9.679656662070286e-09	3560	2098	1462	0.5893258426966292	324	226	98	0.6975308641975309	0.10820502150090161	1.6215333859265662e-05	3.2430667718531324e-05	7293	4181	633	446	7.733756028524471e-13	0.1312919029673978	gtf_oriented/GCF_017526105.1_oriented.gtf	8.294173132040738e-13	True	7.733756028524471e-13	8.294173132040738e-13	True	0.13109144093405767
GCF_017639205.1	Streptomyces nojiriensis (strain=JCM 3382)	NZ_CP071139.1	pseudo_dnaA_real_dnaN	dnaA pseudogene/partial used in pairing	4696196	9022210	0.5205150401065815	central	4206	2392	1814	0.5687113647170708	299	218	81	0.7290969899665551	0.1603856252494843	2.052032111978686e-09	4.104064223957372e-09	3734	2138	1596	0.5725763256561328	316	226	90	0.7151898734177216	0.14261354776158874	3.335167607628987e-08	6.670335215257974e-08	7940	4530	615	444	5.078038361699922e-16	0.15142225225778705	gtf_oriented/GCF_017639205.1_oriented.gtf	8.317932628930341e-16	True	5.078038361699922e-16	8.317932628930341e-16	True	0.15149958650553652
GCF_017751265.1	Streptomyces rimosus subsp. rimosus (strain=SRI-4018v0)	NZ_CP043497.1	real_real		4356436	9026814	0.4826105866366583	central	3664	1956	1708	0.5338427947598253	275	176	99	0.64	0.10615720524017469	0.0001401267207422909	0.0002802534414845818	4071	2296	1775	0.5639891918447556	335	262	73	0.7820895522388059	0.21810036039405034	2.771920534434929e-18	5.543841068869858e-18	7735	4252	610	438	4.871697188272585e-19	0.16832367247024904	gtf_oriented/GCF_017751265.1_oriented.gtf	5.375960581444659e-18	True	4.871697188272585e-19	5.375960581444659e-18	True	0.16212878281711252
GCF_017933115.1	Streptomyces sp. LBUM 1482 (strain=LBUM 1482)	NZ_CP043956.1	real_real		5013803	9782455	0.5125301368623725	central	4187	2236	1951	0.5340339144972533	311	225	86	0.7234726688102894	0.18943875431303603	9.702253238342288e-13	1.9404506476684576e-12	3966	2195	1771	0.5534543620776601	320	224	96	0.7	0.14654563792233988	1.5955063489176343e-08	3.1910126978352687e-08	8153	4431	631	449	1.825800579246094e-19	0.16808801092730685	gtf_oriented/GCF_017933115.1_oriented.gtf	3.1900793454049806e-18	True	1.825800579246094e-19	3.1900793454049806e-18	True	0.16799219611768795
GCF_017933235.1	Streptomyces sp. LBUM 1480 (strain=LBUM 1480)	NZ_CP043957.1	real_real		4878827	9982953	0.48871581384786644	central	3995	2240	1755	0.5607008760951189	310	224	86	0.7225806451612903	0.1618797690661714	7.504560804850159e-10	1.5009121609700319e-09	4272	2305	1967	0.5395599250936329	317	223	94	0.7034700315457413	0.16391010645210835	4.476419428556006e-10	8.952838857112012e-10	8267	4545	627	447	2.3037911260548888e-18	0.1631424415862225	gtf_oriented/GCF_017933235.1_oriented.gtf	1.4711518967396193e-17	True	2.3037911260548888e-18	1.4711518967396193e-17	True	0.16289493775913988
GCF_017933255.1	Streptomyces sp. LBUM 1475 (strain=LBUM 1475)	NZ_CP043958.1	real_real		4740873	9741907	0.4866473268529457	central	3902	2170	1732	0.5561250640697079	312	225	87	0.7211538461538461	0.1650287820841383	3.1725081453997635e-10	6.345016290799527e-10	4273	2308	1965	0.5401357360168499	321	225	96	0.7009345794392523	0.16079884342240236	7.275320307110263e-10	1.4550640614220525e-09	8175	4478	633	450	1.6057138030140215e-18	0.16313288983579	gtf_oriented/GCF_017933255.1_oriented.gtf	1.1609126230986432e-17	True	1.6057138030140215e-18	1.1609126230986432e-17	True	0.16291381275327033
GCF_018069625.1	Streptomyces yatensis (strain=DSM 41771)	NZ_CP072941.1	real_real		5125858	10360210	0.49476390922577823	central	4143	2262	1881	0.5459811730629979	254	182	72	0.7165354330708661	0.17055426000786822	6.808722523049163e-09	1.3617445046098326e-08	4248	2444	1804	0.5753295668549906	343	246	97	0.717201166180758	0.14187159932576743	1.0895046431706211e-08	2.1790092863412422e-08	8391	4706	597	428	2.9230929662963067e-16	0.15607892878766372	gtf_oriented/GCF_018069625.1_oriented.gtf	5.337084109725332e-16	True	2.9230929662963067e-16	5.337084109725332e-16	True	0.15621292966681782
GCF_018128905.1	Streptomyces sp. A2-16 (strain=A2-16)	NZ_CP063808.1	real_real		2335	9765235	0.0002391135492387024	start	1	0	1	0.0	0	0	0	0.0	0.0			8603	4360	4243	0.5067999535045914	636	314	322	0.4937106918238994	-0.013089261680692021	0.7664946506537775	0.5189607706934074	8604	4360	636	314	0.7655467007114071	-0.013030358850205648	gtf_oriented/GCF_018128905.1_oriented.gtf	0.7747849955711585	False	0.7655467007114071	0.7747849955711585	False	-0.006544630840346011
GCF_018141485.1	Streptomyces alfalfae (strain=XN-04)	NZ_CP060742.1	real_real		4363471	8254035	0.5286470193063151	central	3798	2047	1751	0.5389678778304371	309	226	83	0.7313915857605178	0.19242370793008068	3.699924722520054e-13	7.399849445040108e-13	3146	1886	1260	0.5994914176732359	319	229	90	0.7178683385579937	0.11837692088475782	2.368186034094109e-06	4.736372068188218e-06	6944	3933	628	455	7.751024626853076e-18	0.1581340441457043	gtf_oriented/GCF_018141485.1_oriented.gtf	3.1969799936331706e-17	True	7.751024626853076e-18	3.1969799936331706e-17	True	0.15540031440741925
GCF_018255875.1	Streptomyces lavendulae subsp. lavendulae (strain=Del-LP)	NZ_CP073778.1	real_real		3948718	8035188	0.49142820304888946	central	3297	1883	1414	0.5711252653927813	322	226	96	0.7018633540372671	0.13073808864448577	2.686138175945712e-07	5.372276351891423e-07	3686	2032	1654	0.5512750949538795	291	217	74	0.7457044673539519	0.1944293724000724	8.180037983134367e-13	1.6360075966268734e-12	6983	3915	613	443	4.019907325307338e-18	0.16202808078066067	gtf_oriented/GCF_018255875.1_oriented.gtf	2.0725587767363243e-17	True	4.019907325307338e-18	2.0725587767363243e-17	True	0.1625837305222791
GCF_018310535.1	Streptomyces mirabilis (strain=P16B-1)	NZ_CP074102.1	real_real		4895417	9103359	0.5377594138603125	central	4185	2276	1909	0.543847072879331	308	225	83	0.7305194805194806	0.18667240764014958	2.210029784474593e-12	4.420059568949186e-12	3585	2044	1541	0.5701534170153417	325	229	96	0.7046153846153846	0.13446196760004292	1.2113509644386e-07	2.4227019288772e-07	7770	4320	633	454	2.6213721683579436e-18	0.16123503327294797	gtf_oriented/GCF_018310535.1_oriented.gtf	1.572944300409969e-17	True	2.6213721683579436e-18	1.572944300409969e-17	True	0.16056718762009625
GCF_018310575.1	Streptomyces sp. V17-9 (strain=V17-9)	NZ_CP074111.1	real_real		3972278	8151966	0.487278528884934	central	3568	1913	1655	0.5361547085201793	310	223	87	0.7193548387096774	0.1832001301894981	4.053319726503314e-12	8.106639453006627e-12	3601	2122	1479	0.5892807553457373	323	227	96	0.7027863777089783	0.11350562236324102	6.598237976921337e-06	1.3196475953842673e-05	7169	4035	633	450	7.856472245143504e-16	0.1480604683540706	gtf_oriented/GCF_018310575.1_oriented.gtf	1.2171726704914443e-15	True	7.856472245143504e-16	1.2171726704914443e-15	True	0.14835287627636956
GCF_018604545.1	Streptomyces koelreuteriae (strain=MG62)	NZ_CP075896.1	pseudo_dnaA_real_dnaN	dnaA pseudogene/partial used in pairing	4429692	8598851	0.5151492914576611	central	3911	2101	1810	0.5372027614420865	313	222	91	0.7092651757188498	0.1720624142767634	7.001367330598887e-11	1.4002734661197775e-10	3698	2154	1544	0.5824770146024878	324	227	97	0.7006172839506173	0.11814026934812949	2.9801822510957007e-06	5.960364502191401e-06	7609	4255	637	449	2.419438353369402e-15	0.14566035882897488	gtf_oriented/GCF_018604545.1_oriented.gtf	3.2939972386782553e-15	True	2.419438353369402e-15	3.2939972386782553e-15	True	0.14510134181244644
GCF_018866325.1	Streptomyces sp. YPW6 (strain=YPW6)	NZ_CP076457.1	real_real		3797844	7695589	0.49350920377894403	central	3268	1837	1431	0.5621175030599755	327	230	97	0.7033639143730887	0.1412464113131131	2.401346875030154e-08	4.802693750060308e-08	3218	1827	1391	0.5677439403356122	311	222	89	0.7138263665594855	0.14608242622387335	1.7597072758098553e-08	3.5194145516197105e-08	6486	3664	638	452	3.0845188737169316e-15	0.1435549149989802	gtf_oriented/GCF_018866325.1_oriented.gtf	4.106163749350159e-15	True	3.0845188737169316e-15	4.106163749350159e-15	True	0.14366441876849323
GCF_019056675.1	Streptomyces sp. GMY02 (strain=GMY02)	NZ_CP077658.1	real_real		4312322	8511544	0.5066439179542513	central	3485	1962	1523	0.5629842180774749	300	221	79	0.7366666666666667	0.1736824485891918	6.260041627623919e-11	1.2520083255247838e-10	3370	1986	1384	0.5893175074183976	308	222	86	0.7207792207792207	0.13146171336082313	3.5771587353300095e-07	7.154317470660019e-07	6855	3948	608	443	2.373287209028917e-16	0.1526884429344696	gtf_oriented/GCF_019056675.1_oriented.gtf	4.471735243302305e-16	True	2.373287209028917e-16	4.471735243302305e-16	True	0.15257208097500746
GCF_019287315.1	Streptomyces sp. WY228 (strain=WY228)	NZ_CP079114.1	real_real		4113500	8285789	0.4964524199204204	central	3547	2031	1516	0.5725965604736397	321	226	95	0.7040498442367601	0.13145328376312038	2.621012000203667e-07	5.242024000407334e-07	3506	1934	1572	0.551625784369652	307	222	85	0.7231270358306189	0.17150125146096684	8.071642617594292e-11	1.6143285235188583e-10	7053	3965	628	448	2.443149034320519e-16	0.1512036708416078	gtf_oriented/GCF_019287315.1_oriented.gtf	4.560061550705064e-16	True	2.443149034320519e-16	4.560061550705064e-16	True	0.1514772676120436
GCF_019599145.1	Streptomyces akebiae (strain=MG28)	NZ_CP080647.1	real_real		5153808	10257202	0.5024574927938438	central	4331	2415	1916	0.5576079427383976	312	227	85	0.7275641025641025	0.1699561598257049	1.0583385892940773e-10	2.1166771785881546e-10	4265	2351	1914	0.5512309495896834	328	229	99	0.698170731707317	0.1469397821176336	1.069874395027105e-08	2.13974879005421e-08	8596	4766	640	456	1.1082517317359627e-17	0.15805607259190324	gtf_oriented/GCF_019599145.1_oriented.gtf	4.21202621910526e-17	True	1.1082517317359627e-17	4.21202621910526e-17	True	0.15844797097166924
GCF_019703895.1	Streptomyces sp. EAS-AB2608 (strain=NBRC 114648)	NZ_AP024135.1	real_real		5570515	9320576	0.5976578056978453	central	4671	2629	2042	0.5628345108113895	410	286	124	0.697560975609756	0.13472646479836659	3.3481556702739565e-09	6.696311340547913e-09	3203	1732	1471	0.5407430533874492	226	162	64	0.7168141592920354	0.1760711059045862	1.4869394347409176e-08	2.9738788694818352e-08	7874	4361	636	448	3.6599075843820215e-16	0.150554408027055	gtf_oriented/GCF_019703895.1_oriented.gtf	6.359119664814723e-16	True	3.6599075843820215e-16	6.359119664814723e-16	True	0.1553987853514764
GCF_019774615.1	Streptomyces sp. BHT-5-2 (strain=BHT-5-2)	NZ_CP081496.1	real_real		4827422	6317233	0.7641671598942131	central	4143	2066	2077	0.49867245957035966	340	157	183	0.46176470588235297	-0.036907753688006695	0.9302494757562954	0.1724703108929166	1243	739	504	0.5945293644408689	180	149	31	0.8277777777777777	0.23324841333690882	4.801380050893581e-13	9.602760101787163e-13	5386	2805	520	306	0.0006586177110166035	0.06766688565797363	gtf_oriented/GCF_019774615.1_oriented.gtf	0.0006774661328363754	True	0.0006586177110166035	0.0006774661328363754	True	0.09817032982445106
GCF_019880305.1	Streptomyces decoyicus (strain=NRRL 2666)	NZ_CP082301.1	real_real		4294276	8632329	0.4974643575331756	central	3650	2009	1641	0.5504109589041096	277	173	104	0.6245487364620939	0.07413777755798423	0.005691059908276839	0.011382119816553678	3671	2039	1632	0.5554344865159357	333	259	74	0.7777777777777778	0.22234329126184205	7.612095000627482e-19	1.5224190001254963e-18	7321	4048	610	432	1.6789290702264187e-16	0.15526679370595697	gtf_oriented/GCF_019880305.1_oriented.gtf	3.384764055039799e-16	True	1.6789290702264187e-16	3.384764055039799e-16	True	0.14824053440991314
GCF_019933235.1	Streptomyces angustmyceticus (strain=JCM 4053)	NZ_CP082945.1	real_real		4002347	8116244	0.4931279789025564	central	3464	1964	1500	0.5669745958429562	276	174	102	0.6304347826086957	0.0634601867657395	0.015174371931187166	0.030348743862374333	3409	1938	1471	0.5684951598709299	334	260	74	0.7784431137724551	0.2099479539015252	2.765759292921665e-17	5.53151858584333e-17	6873	3902	610	434	1.4015650019818652e-14	0.14374661600513294	gtf_oriented/GCF_019933235.1_oriented.gtf	1.657113507982318e-14	True	1.4015650019818652e-14	1.657113507982318e-14	True	0.13670407033363235
GCF_020026305.1	Streptomyces sp. 135 (strain=135)	NZ_CP075691.1	real_real		4315176	8832344	0.4885652098695431	central	3623	1969	1654	0.543472260557549	310	226	84	0.7290322580645161	0.18555999750696706	1.8979903084777925e-12	3.795980616955585e-12	3614	2112	1502	0.5843940232429441	315	226	89	0.7174603174603175	0.13306629421737337	2.1691546867599909e-07	4.3383093735199817e-07	7237	4081	625	452	6.788008938817509e-18	0.15929230344065215	gtf_oriented/GCF_020026305.1_oriented.gtf	2.956937055672244e-17	True	6.788008938817509e-18	2.956937055672244e-17	True	0.1593131458621702
GCF_020034615.2	Streptomyces sp. A144 (strain=A144)	NZ_CP083267.2	real_real		4028733	8085429	0.4982707782110263	central	3434	1835	1599	0.5343622597553873	312	223	89	0.7147435897435898	0.18038132998820244	6.956420161737862e-12	1.3912840323475724e-11	3440	2055	1385	0.5973837209302325	323	227	96	0.7027863777089783	0.10540265677874583	2.439360697023734e-05	4.878721394047468e-05	6874	3890	635	450	5.9820472026192525e-15	0.14276092270543572	gtf_oriented/GCF_020034615.2_oriented.gtf	7.517897483411608e-15	True	5.9820472026192525e-15	7.517897483411608e-15	True	0.14289199338347414
GCF_020099395.1	Streptomyces mobaraensis (strain=DSM 40587)	NZ_CP083590.1	real_real		3763367	7638450	0.49268725984983863	central	3159	1714	1445	0.542576764798987	265	166	99	0.6264150943396226	0.08383832954063564	0.0024496849586970876	0.004899369917394175	3316	1834	1482	0.5530759951749096	329	261	68	0.7933130699088146	0.240237074733905	9.054658019828077e-22	1.8109316039656154e-21	6475	3548	594	427	2.5111569510661516e-19	0.1709015509015509	gtf_oriented/GCF_020099395.1_oriented.gtf	3.7165122875779046e-18	True	2.5111569510661516e-19	3.7165122875779046e-18	True	0.1620377021372703
GCF_020341595.1	Streptomyces sp. WA6-1-16 (strain=WA6-1-16)	NZ_CP084357.1	real_real		52205	8214879	0.006354932312454024	start	50	27	23	0.54	19	13	6	0.6842105263157895	0.14421052631578946	0.09468660452386213	0.18937320904772426	6875	3414	3461	0.4965818181818182	615	312	303	0.5073170731707317	0.010735254988913534	0.3030101062835011	0.6060202125670022	6925	3441	634	325	0.2150352985292506	0.015722989670762688	gtf_oriented/GCF_020341595.1_oriented.gtf	0.21975175105588732	False	0.2150352985292506	0.21975175105588732	False	0.0774728906523515
GCF_020410765.1	Streptomyces marincola (strain=SCSIO 64649)	NZ_CP084541.1	real_real		3426405	6629020	0.5168795689257235	central	2861	1629	1232	0.5693813351974834	241	178	63	0.7385892116182573	0.16920787642077395	1.0217055824190964e-08	2.043411164838193e-08	2747	1564	1183	0.5693483800509647	274	194	80	0.708029197080292	0.13868081702932733	4.639949704344759e-07	9.279899408689518e-07	5608	3193	515	372	4.190850583076164e-14	0.15296490450535294	gtf_oriented/GCF_020410765.1_oriented.gtf	4.7198657417276766e-14	True	4.190850583076164e-14	4.7198657417276766e-14	True	0.15394434672505064
GCF_020535385.1	Streptomyces sp. WA1-19 (strain=WA1-19)	NZ_CP085039.1	real_real		6847441	6850335	0.9995775389086811	end	5787	2883	2904	0.49818558838776567	613	352	261	0.5742251223491027	0.07603953396133706	3.988347502705468e-05	7.976695005410937e-05	2	2	0	1.0	2	2	0	1.0	0.0	1.0	1.0	5789	2885	615	354	2.9564823834328396e-05	0.07725079945565388	gtf_oriented/GCF_020535385.1_oriented.gtf	3.053575400951159e-05	True	2.9564823834328396e-05	3.053575400951159e-05	True	0.03801976698066853
GCF_020616555.1	Streptomyces longhuiensis (strain=BH-MK-02)	NZ_CP085173.1	real_real		5013751	9816795	0.5107319649641252	central	4469	2381	2088	0.5327813828597001	316	229	87	0.7246835443037974	0.19190216144409733	3.6003297265465093e-13	7.200659453093019e-13	4179	2401	1778	0.5745393634840871	325	232	93	0.7138461538461538	0.13930679036206672	4.853151500422706e-08	9.706303000845412e-08	8648	4782	641	461	2.0154163748363833e-19	0.16622854553405075	gtf_oriented/GCF_020616555.1_oriented.gtf	3.292719220187234e-18	True	2.0154163748363833e-19	3.292719220187234e-18	True	0.16560447590308203
GCF_020740535.1	Streptomyces profundus (strain=MA3_2.13)	NZ_CP082362.1	real_real		4246577	7652738	0.5549094977510011	central	3219	1642	1577	0.5100963031997515	198	136	62	0.6868686868686869	0.17677238366893533	1.504756668802811e-07	3.009513337605622e-07	2892	1642	1250	0.5677731673582296	302	220	82	0.7284768211920529	0.16070365383382335	8.532801981475318e-10	1.7065603962950637e-09	6111	3284	500	356	6.547854091307106e-17	0.1746084110620193	gtf_oriented/GCF_020740535.1_oriented.gtf	1.6088282122781913e-16	True	6.547854091307106e-17	1.6088282122781913e-16	True	0.16873801875137934
GCF_020783515.1	Streptomyces fungicidicus (strain=F10)	NZ_CP086174.1	real_real		3857412	6740826	0.5722461906003804	central	3390	1913	1477	0.564306784660767	312	225	87	0.7211538461538461	0.15684706149307914	1.5863157510978625e-09	3.172631502195725e-09	2466	1469	997	0.5957015409570154	315	219	96	0.6952380952380952	0.09953655428107977	6.033551676311241e-05	0.00012067103352622482	5856	3382	627	444	6.756000577765515e-13	0.13060664888749451	gtf_oriented/GCF_020783515.1_oriented.gtf	7.270358192325936e-13	True	6.756000577765515e-13	7.270358192325936e-13	True	0.12819180788707946
GCF_020783535.1	Streptomyces fungicidicus (strain=F9)	NZ_CP086175.1	real_real		3857414	6740828	0.5722463175147029	central	3389	1912	1477	0.5641782236647979	312	225	87	0.7211538461538461	0.15697562248904828	1.540862742704205e-09	3.08172548540841e-09	2466	1470	996	0.5961070559610706	315	219	96	0.6952380952380952	0.0991310392770246	6.423965201810613e-05	0.00012847930403621225	5855	3382	627	444	7.009725575834921e-13	0.13050801057453043	gtf_oriented/GCF_020783535.1_oriented.gtf	7.524091104437143e-13	True	7.009725575834921e-13	7.524091104437143e-13	True	0.12805333088303644
GCF_020783555.1	Streptomyces fungicidicus (strain=F8)	NZ_CP086176.1	real_real		3857840	6741257	0.5722730938755191	central	3390	1913	1477	0.564306784660767	312	225	87	0.7211538461538461	0.15684706149307914	1.5863157510978625e-09	3.172631502195725e-09	2465	1468	997	0.5955375253549696	315	219	96	0.6952380952380952	0.09970056988312559	5.87944724867202e-05	0.0001175889449734404	5855	3381	627	444	6.570395715191969e-13	0.1306788047675279	gtf_oriented/GCF_020783555.1_oriented.gtf	7.088814588088762e-13	True	6.570395715191969e-13	7.088814588088762e-13	True	0.12827381568810237
GCF_020783575.1	Streptomyces fungicidicus (strain=ATCC 21013)	NZ_CP086173.1	real_real		3857412	6740828	0.572246020815247	central	3390	1913	1477	0.564306784660767	312	225	87	0.7211538461538461	0.15684706149307914	1.5863157510978625e-09	3.172631502195725e-09	2465	1468	997	0.5955375253549696	315	219	96	0.6952380952380952	0.09970056988312559	5.87944724867202e-05	0.0001175889449734404	5855	3381	627	444	6.570395715191969e-13	0.1306788047675279	gtf_oriented/GCF_020783575.1_oriented.gtf	7.088814588088762e-13	True	6.570395715191969e-13	7.088814588088762e-13	True	0.12827381568810237
GCF_020783595.1	Streptomyces fungicidicus (strain=F2)	NZ_CP086178.1	real_real		3857412	6740841	0.5722449172143357	central	3390	1913	1477	0.564306784660767	312	225	87	0.7211538461538461	0.15684706149307914	1.5863157510978625e-09	3.172631502195725e-09	2466	1469	997	0.5957015409570154	315	219	96	0.6952380952380952	0.09953655428107977	6.033551676311241e-05	0.00012067103352622482	5856	3382	627	444	6.756000577765515e-13	0.13060664888749451	gtf_oriented/GCF_020783595.1_oriented.gtf	7.270358192325936e-13	True	6.756000577765515e-13	7.270358192325936e-13	True	0.12819180788707946
GCF_020783615.1	Streptomyces fungicidicus (strain=F1)	NZ_CP086179.1	real_real		3857410	6740829	0.5722456392233062	central	3390	1913	1477	0.564306784660767	312	225	87	0.7211538461538461	0.15684706149307914	1.5863157510978625e-09	3.172631502195725e-09	2466	1469	997	0.5957015409570154	315	219	96	0.6952380952380952	0.09953655428107977	6.033551676311241e-05	0.00012067103352622482	5856	3382	627	444	6.756000577765515e-13	0.13060664888749451	gtf_oriented/GCF_020783615.1_oriented.gtf	7.270358192325936e-13	True	6.756000577765515e-13	7.270358192325936e-13	True	0.12819180788707946
GCF_020783635.1	Streptomyces fungicidicus (strain=F7)	NZ_CP086177.1	real_real		3857847	6741246	0.5722750660634547	central	3389	1913	1476	0.5644732959575096	312	225	87	0.7211538461538461	0.15668055019633653	1.6451861675210711e-09	3.2903723350421422e-09	2465	1468	997	0.5955375253549696	315	219	96	0.6952380952380952	0.09970056988312559	5.87944724867202e-05	0.0001175889449734404	5854	3381	627	444	6.817287668246489e-13	0.1305801619307455	gtf_oriented/GCF_020783635.1_oriented.gtf	7.323781286638841e-13	True	6.817287668246489e-13	7.323781286638841e-13	True	0.12819056003973106
GCF_020790115.1	Streptomyces lydicus (strain=M01)	NZ_CP086217.1	real_real		3420908	7831643	0.4368059167150494	central	2929	1577	1352	0.5384090133151246	274	175	99	0.6386861313868614	0.10027711807173678	0.0002723350113344511	0.0005446700226689022	3819	2094	1725	0.5483110761979576	329	260	69	0.790273556231003	0.24196248003304544	1.0615284977414309e-21	2.1230569954828617e-21	6748	3671	603	435	6.6519933472757334e-21	0.17737999392486303	gtf_oriented/GCF_020790115.1_oriented.gtf	7.35114290863429e-19	True	6.6519933472757334e-21	7.35114290863429e-19	True	0.1711197990523911
GCF_021028635.1	Streptomyces huasconensis (strain=D23)	NZ_CP086119.1	real_real		4067003	8236582	0.493773145219704	central	3552	1904	1648	0.536036036036036	311	226	85	0.7266881028938906	0.19065206685785463	4.641783879214776e-13	9.283567758429553e-13	3455	2043	1412	0.5913169319826339	320	229	91	0.715625	0.12430806801736605	8.858462159631926e-07	1.7716924319263852e-06	7007	3947	631	455	8.720057475530891e-18	0.15778380550850557	gtf_oriented/GCF_021028635.1_oriented.gtf	3.417393241189365e-17	True	8.720057475530891e-18	3.417393241189365e-17	True	0.15748006743761034
GCF_021029465.1	Streptomyces sp. Go40/10 (strain=Go 40/10)	NZ_CP084203.1	real_real		4907808	9634688	0.5093894062786465	central	3938	2255	1683	0.5726256983240223	348	237	111	0.6810344827586207	0.10840878443459834	9.363385748794562e-06	1.8726771497589124e-05	4011	2219	1792	0.5532286212914486	291	214	77	0.7353951890034365	0.18216656771198791	2.348765618606134e-11	4.697531237212268e-11	7949	4474	639	451	7.237055334291393e-15	0.14295220449772617	gtf_oriented/GCF_021029465.1_oriented.gtf	8.943237338446534e-15	True	7.237055334291393e-15	8.943237338446534e-15	True	0.14528767607329313
GCF_021216675.1	Streptomyces gobiensis (strain=1_25)	NZ_CP086120.1	real_real		2830311	5691786	0.49726237072159774	central	2504	1414	1090	0.5646964856230032	270	185	85	0.6851851851851852	0.120488699562182	1.232703857382076e-05	2.465407714764152e-05	2593	1495	1098	0.5765522560740455	304	208	96	0.6842105263157895	0.10765827024174401	2.7600454539320818e-05	5.5200909078641636e-05	5097	2909	574	393	1.9434195852946326e-09	0.11394111040244348	gtf_oriented/GCF_021216675.1_oriented.gtf	2.018845448638025e-09	True	1.9434195852946326e-09	2.018845448638025e-09	True	0.11407348490196301
GCF_021233395.1	Streptomyces sp. HNM0561 (strain=HNM0561)	NZ_CP089536.1	real_real		5827186	11656895	0.49989178078725083	central	4484	2405	2079	0.5363514719000892	253	180	73	0.7114624505928854	0.17511097869279613	3.5693171796860594e-09	7.138634359372119e-09	4556	2564	1992	0.5627743634767339	343	246	97	0.717201166180758	0.1544268027040241	6.870593587051702e-10	1.3741187174103404e-09	9040	4969	596	426	9.140618666645111e-18	0.16509695907822064	gtf_oriented/GCF_021233395.1_oriented.gtf	3.549042679827021e-17	True	9.140618666645111e-18	3.549042679827021e-17	True	0.1647688906984101
